0,0,0,0,0,0,0,0,1,0,0,0,7000000,1252.88,26062.8333333,56.0,1034.9,100,100,56.0,56.0,100,56.0,100,100,100,100,100,56
1,0,0,0,0,0,0,0,0,0,0,0,399000,29706.45,30629.3,45909.95,17834.7908269,100,100,26983.6313333,35710.15,37614.2,45909.95,100,100,100,100,100,37614.2
0,0,0,0,0,0,0,0,0,0,1,0,1410000,39480.3966667,29706.45,28429.1925,17834.7908269,51818.3613333,52162.102,26983.6313333,43371.14,54205.7,45909.95,100,100,100,100,100,54205.7
0,1,0,0,0,0,0,0,0,0,0,0,1230000,44213.58,8362.04083333,14069.6914286,35332.7176471,45074.12,100,36510.0333333,29439.46,20000.8,21722.385,100,100,100,100,100,20000.8
0,0,0,0,0,0,0,0,1,0,0,0,628000,177.0,177.0,100,16973.6681395,31235.6269231,100,177.0,177.0,177.0,969.1625,100,100,100,100,100,177
0,0,0,0,0,0,0,0,0,0,1,0,9700000,18786.9177778,24354.9133333,50900.92,17834.7908269,100,100,26983.6313333,13688.44,100,27242.8133333,100,100,100,100,100,13688.44
1,0,0,0,0,0,0,0,0,0,0,0,2350000,13673.8521429,1357.33,1622.2,100,100,100,1260.46666667,1217.43333333,719.8,1325.2,100,100,100,100,100,1325.2
1,0,0,0,0,0,0,0,0,0,0,0,318000,2393.57619048,13673.8521429,77.7841666667,5390.18341463,2150.37608696,54.7,859.15,689.95,54.7,105.633333333,50.55,100,100,100,100,54.7
0,0,0,1,0,0,0,0,0,0,0,0,12300,1154.83176471,4310.62,217.233333333,4649.19,100,100,7808.35,169.35,89.8,1118.4325,89.8,89.8,100,100,100,89.8
0,0,0,0,0,0,0,0,0,0,1,0,235000,7768.075,174.5,174.5,17834.7908269,100,100,1836.84,100,100,174.5,174.5,100,100,100,100,174.5
0,0,0,0,0,0,0,0,1,0,0,0,1020000,3263.12866667,2182.376,2756.1325,27268.8877049,100,100,2303.515,244.23,244.23,244.23,100,100,100,100,100,244.23
0,0,0,0,0,0,0,0,0,0,0,1,2020000,23707.07,9562.816,296.7,49.2,49.2,100,49.2,49.2,49.2,29.55,100,100,100,100,100,49.2
0,0,0,0,0,0,0,0,0,1,0,0,223000,4162.14857143,19052.25,644.35,5007.15595745,5085.17666667,100,9045.10722222,3721.44,18220.9,2260.0,100,100,100,100,100,2260
0,0,0,0,0,0,0,0,1,0,0,0,182000,2277.62,1252.88,2510.04,1439.66666667,100,100,18220.9,35869.6333333,52506.4,415.11,100,100,100,100,100,452.3
0,0,0,0,0,0,0,0,1,0,0,0,427000,2756.1325,12748.9666667,1694.74666667,100,100,100,1229.27666667,100,100,2089.6,100,100,100,100,100,2089.6
0,0,0,0,1,0,0,0,0,0,0,0,500000,45827.24,25464.352,22.0,35.4,42.7,100,8330.415,42.7,42.7,42.7,42.7,42.7,100,100,100,42.7
0,1,0,0,0,0,0,0,0,0,0,0,668000,6684.40125,2584.63,35710.15,17834.7908269,100,100,39.7,100,100,39.7,100,100,100,100,100,39.7
0,0,0,0,0,0,0,0,1,0,0,0,103000,100,100,100,3604.86733333,2515.7,100,4949.7356,4042.14166667,1114.54,23228.0177778,100,100,100,100,100,2515.7
0,0,0,0,0,0,0,0,0,1,0,0,47200,100,100,100,26110.32,896.133333333,100,1114.54,4389.726,2166.975,23228.0177778,1878.0,100,100,100,100,1878
1,0,0,0,0,0,0,0,0,0,0,0,3820000,19321.72,5.1,5.1,100,100,100,5.1,5.1,100,5.1,100,100,100,100,100,5.1
1,0,0,0,0,0,0,0,0,0,0,0,764000,6943.08451613,29246.9785714,6393.55583333,27294.6895349,1699.49,100,13739.2664516,6294.00909091,100,4421.11833333,100,100,100,100,100,2502.11
1,0,0,0,0,0,0,0,0,0,0,0,414000,674.7,23826.8666667,787.633333333,5390.18341463,555.9075,496.46,7004.208,11744.4225,100,1245.0,100,100,100,100,100,1245
0,0,0,0,0,0,0,0,1,0,0,0,439000,25416.1636842,2498.73,168.366666667,9569.96018519,100,100,14870.5843333,222.2,100,222.2,100,100,100,100,100,222.2
0,0,0,0,0,0,0,1,0,0,0,0,696000,2660.775,190.832,357.2,769.728571429,31.1,100,11146.0657333,2893.56666667,31.1,31.1,100,100,100,100,100,31.1
