0,0,0,0,0,0,0,0,0,1,0,0,1220000,6.0,3.0,2.0,2.0,293.0,9.0,500,500,7.0,2.0,500,500,1.0,500,500,500,500,500,500,500,22336.51
0,0,0,0,0,0,0,0,0,0,1,0,1560000,5.0,5.0,4.0,3.0,293.0,9.0,5.0,500,7.0,500,500,500,1.0,500,500,500,500,500,500,500,49864.21
0,0,1,0,0,0,0,0,0,0,0,0,808000,7.0,6.0,4.0,3.0,293.0,51.0,9.0,2.0,2.0,2.0,2.0,500,2.0,500,500,500,500,500,500,500,659.66
0,0,1,0,0,0,0,0,0,0,0,0,808000,7.0,6.0,4.0,3.0,293.0,51.0,9.0,2.0,2.0,2.0,2.0,500,2.0,500,500,500,500,500,500,500,659.66
0,0,0,0,0,1,0,0,0,0,0,0,1980000,7.0,6.0,4.0,3.0,293.0,9.0,7.0,6.0,7.0,3.0,3.0,2.0,3.0,500,500,500,1.0,1.0,1.0,1.0,69994.74
0,0,0,0,0,0,0,0,0,0,1,0,135000,3.0,2.0,2.0,2.0,293.0,9.0,7.0,5.0,3.0,500,500,500,2.0,500,500,500,500,500,500,500,19235.33
0,0,0,0,0,1,0,0,0,0,0,0,1720000,14.0,5.0,4.0,4.0,293.0,51.0,9.0,6.0,7.0,2.0,500,500,2.0,500,500,500,1.0,1.0,1.0,1.0,48450.97
1,0,0,0,0,0,0,0,0,0,0,0,346000,2.0,2.0,1.0,1.0,293.0,51.0,9.0,500,3.0,1.0,1.0,1.0,1.0,500,500,500,500,500,500,500,5992.35
1,0,0,0,0,0,0,0,0,0,0,0,1510000,11.0,8.0,7.0,5.0,51.0,9.0,1.0,500,20.0,6.0,1.0,1.0,1.0,1.0,500,500,500,500,500,500,76299.17
0,0,0,0,0,0,0,1,0,0,0,0,1020000,8.0,3.0,2.0,1.0,13.0,1.0,1.0,1.0,13.0,3.0,500,500,1.0,500,500,500,500,500,500,500,31308.43
0,0,0,1,0,0,0,0,0,0,0,0,241000,4.0,4.0,3.0,2.0,16.0,6.0,5.0,4.0,10.0,500,500,500,1.0,500,500,500,500,500,500,500,2255.32
0,0,0,0,0,0,0,0,1,0,0,0,12500000,3.0,3.0,3.0,3.0,16.0,16.0,9.0,9.0,3.0,3.0,3.0,3.0,3.0,3.0,500,500,3.0,3.0,3.0,3.0,776.26
0,0,1,0,0,0,0,0,0,0,0,0,620000,2.0,2.0,1.0,1.0,293.0,16.0,6.0,6.0,2.0,2.0,1.0,1.0,1.0,500,500,500,500,500,500,500,2918.67
0,0,0,0,0,0,0,0,0,0,0,1,1810000,3.0,2.0,2.0,1.0,16.0,8.0,1.0,1.0,3.0,3.0,2.0,500,1.0,500,500,500,500,500,500,500,23604.01
0,0,0,0,0,0,1,0,0,0,0,0,4940000,7.0,4.0,3.0,3.0,293.0,16.0,3.0,1.0,500,500,500,500,1.0,500,500,500,500,500,500,500,294.83
0,0,0,0,0,1,0,0,0,0,0,0,4170000,5.0,4.0,2.0,2.0,293.0,16.0,2.0,2.0,2.0,1.0,500,500,1.0,500,500,500,500,500,500,500,1644.58
0,0,0,0,0,0,0,1,0,0,0,0,5330000,1.0,1.0,500,500,1.0,500,500,500,1.0,1.0,500,500,1.0,500,500,500,1.0,1.0,1.0,1.0,5989.2
0,0,0,0,0,1,0,0,0,0,0,0,100000000,11.0,9.0,8.0,500,4.0,500,500,500,1.0,500,500,500,1.0,500,500,500,500,500,500,500,241.69
0,0,0,0,0,0,0,1,0,0,0,0,6650000,1.0,1.0,1.0,500,1.0,500,500,500,1.0,1.0,500,500,1.0,500,500,500,1.0,1.0,1.0,500,3056.76
0,0,0,0,0,0,0,0,0,0,1,0,674000,3.0,3.0,3.0,3.0,293.0,8.0,1.0,500,500,500,500,500,2.0,500,500,500,500,500,500,500,6060.21
1,0,0,0,0,0,0,0,0,0,0,0,545000,11.0,5.0,4.0,3.0,16.0,7.0,5.0,4.0,11.0,10.0,8.0,2.0,1.0,500,500,500,500,500,500,500,15959.6
0,0,1,0,0,0,0,0,0,0,0,0,1240000,4.0,3.0,3.0,2.0,35.0,16.0,7.0,7.0,8.0,1.0,1.0,1.0,1.0,500,500,500,500,500,500,500,22843.4
0,0,0,1,0,0,0,0,0,0,0,0,1420000,7.0,5.0,4.0,4.0,16.0,6.0,4.0,3.0,2.0,2.0,2.0,1.0,1.0,500,500,500,1.0,1.0,1.0,1.0,1982.08
0,0,0,0,0,0,1,0,0,0,0,0,881000,2.0,2.0,2.0,2.0,293.0,293.0,6.0,6.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,730.92
0,0,0,0,0,0,1,0,0,0,0,0,479000,7.0,4.0,3.0,3.0,6.0,6.0,6.0,500,500,500,500,500,1.0,500,500,500,500,500,500,500,1264.88
0,0,1,0,0,0,0,0,0,0,0,0,1050000,3.0,1.0,1.0,1.0,6.0,1.0,500,500,1.0,500,500,500,1.0,500,500,500,500,500,500,500,4231.85
0,0,0,0,0,0,0,0,1,0,0,0,10800000,4.0,1.0,1.0,1.0,7.0,5.0,4.0,4.0,6.0,3.0,3.0,3.0,1.0,500,500,500,3.0,1.0,1.0,1.0,10100.85
0,0,0,0,0,1,0,0,0,0,0,0,207000,4.0,3.0,3.0,2.0,293.0,8.0,2.0,500,3.0,500,500,500,1.0,500,500,500,500,500,500,500,4804.77
0,0,0,0,0,0,0,0,0,0,0,1,934000,9.0,6.0,4.0,4.0,2.0,500,500,500,500,500,500,500,1.0,500,500,500,500,500,500,500,1968.76
0,0,0,0,0,0,1,0,0,0,0,0,14700000,20.0,7.0,7.0,6.0,293.0,8.0,6.0,6.0,45.0,23.0,5.0,5.0,2.0,1.0,500,500,1.0,1.0,1.0,1.0,80646.4
0,0,0,0,0,0,1,0,0,0,0,0,3040000,9.0,9.0,6.0,4.0,293.0,16.0,6.0,1.0,500,500,500,500,1.0,500,500,500,500,500,500,500,3429.41
0,0,1,0,0,0,0,0,0,0,0,0,492000,4.0,3.0,2.0,2.0,51.0,9.0,6.0,3.0,3.0,1.0,1.0,1.0,1.0,500,500,500,500,500,500,500,2315.95
0,0,0,0,1,0,0,0,0,0,0,0,539000,4.0,4.0,3.0,3.0,16.0,9.0,8.0,7.0,10.0,8.0,3.0,2.0,2.0,500,500,500,1.0,1.0,1.0,1.0,11824.55
0,0,0,0,0,1,0,0,0,0,0,0,2350000,7.0,6.0,6.0,6.0,51.0,16.0,8.0,7.0,10.0,8.0,3.0,2.0,2.0,500,500,500,2.0,1.0,1.0,1.0,60404.29
0,0,0,0,0,0,0,1,0,0,0,0,1840000,8.0,6.0,5.0,4.0,51.0,6.0,4.0,4.0,5.0,5.0,1.0,500,1.0,1.0,500,500,1.0,1.0,1.0,500,40077.74
0,0,0,1,0,0,0,0,0,0,0,0,534000,2.0,2.0,1.0,1.0,293.0,16.0,6.0,6.0,34.0,2.0,1.0,1.0,1.0,500,500,500,1.0,1.0,1.0,1.0,1621.23
0,0,0,0,1,0,0,0,0,0,0,0,77700,9.0,6.0,5.0,3.0,51.0,35.0,9.0,6.0,10.0,8.0,3.0,1.0,1.0,500,500,500,2.0,2.0,1.0,1.0,9054.52
0,0,0,0,0,0,0,0,0,0,0,1,17600000,4.0,3.0,2.0,2.0,293.0,6.0,3.0,3.0,500,500,500,500,1.0,500,500,500,500,500,500,500,738.13
0,0,0,0,0,0,0,0,1,0,0,0,2550000,7.0,6.0,3.0,2.0,11.0,7.0,6.0,4.0,1.0,1.0,1.0,1.0,1.0,500,500,500,1.0,1.0,1.0,1.0,813.98
1,0,0,0,0,0,0,0,0,0,0,0,345000,3.0,3.0,3.0,2.0,51.0,16.0,6.0,6.0,6.0,2.0,2.0,2.0,1.0,500,500,500,500,500,500,500,3499.66
0,0,0,0,0,1,0,0,0,0,0,0,85900,5.0,5.0,4.0,4.0,293.0,9.0,8.0,5.0,8.0,500,500,500,2.0,500,500,500,500,500,500,500,10616.82
0,0,0,1,0,0,0,0,0,0,0,0,1160000,6.0,4.0,3.0,3.0,293.0,8.0,6.0,6.0,8.0,1.0,1.0,500,1.0,500,500,500,2.0,2.0,1.0,1.0,32091.39
0,0,1,0,0,0,0,0,0,0,0,0,499000,5.0,3.0,2.0,2.0,7.0,6.0,4.0,3.0,500,500,500,500,1.0,500,500,500,500,500,500,500,2953.88
0,0,0,0,0,0,0,1,0,0,0,0,2780000,6.0,500,500,500,5.0,1.0,500,500,10.0,9.0,2.0,1.0,2.0,500,500,500,1.0,1.0,1.0,500,4784.07
0,0,0,0,0,0,0,0,1,0,0,0,1050000,4.0,4.0,4.0,4.0,293.0,14.0,1.0,500,500,500,500,500,2.0,1.0,500,500,500,500,500,500,36519.86
0,0,0,0,0,0,0,0,0,0,1,0,9300000,9.0,5.0,3.0,3.0,2.0,500,500,500,34.0,11.0,5.0,500,2.0,500,500,500,500,500,500,500,10093.24
0,0,0,0,0,0,0,1,0,0,0,0,1870000,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,500,500,500,1.0,1.0,1.0,1.0,1507.74
0,0,0,0,0,0,0,1,0,0,0,0,1250000,7.0,5.0,3.0,3.0,51.0,14.0,13.0,9.0,13.0,4.0,1.0,1.0,1.0,500,500,500,2.0,1.0,1.0,1.0,42705.19
0,0,0,0,0,1,0,0,0,0,0,0,1970000,7.0,4.0,4.0,4.0,293.0,14.0,13.0,500,13.0,9.0,3.0,500,1.0,500,500,500,500,500,500,500,111733.85
0,0,0,1,0,0,0,0,0,0,0,0,499000,4.0,4.0,3.0,3.0,293.0,51.0,14.0,13.0,13.0,4.0,4.0,500,1.0,500,500,500,2.0,1.0,1.0,1.0,10566.71
0,0,0,0,0,1,0,0,0,0,0,0,88700000,6.0,3.0,3.0,2.0,293.0,51.0,14.0,13.0,34.0,20.0,13.0,9.0,1.0,500,500,500,1.0,1.0,1.0,1.0,138775.14
0,0,0,0,0,0,0,1,0,0,0,0,4280000,9.0,4.0,4.0,4.0,293.0,51.0,14.0,13.0,13.0,4.0,4.0,2.0,2.0,1.0,500,500,1.0,1.0,1.0,1.0,33317.13
0,0,0,0,0,0,0,0,1,0,0,0,1770000,1.0,1.0,1.0,1.0,293.0,13.0,9.0,9.0,2.0,2.0,1.0,1.0,2.0,500,500,500,1.0,1.0,1.0,1.0,9416.46
0,0,0,0,0,0,0,0,1,0,0,0,1180000,3.0,3.0,3.0,3.0,14.0,13.0,8.0,500,11.0,1.0,500,500,1.0,500,500,500,500,500,500,500,9848.75
0,0,0,0,0,0,0,0,1,0,0,0,5470000,9.0,3.0,1.0,1.0,293.0,6.0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,500,500,500,1.0,1.0,1.0,1.0,213.53
