张一鸣,1750000
北京烽云兴源文化传媒有限公司,37300
蓝燕,2910000
华娱时代影业（北京）投资股份有限公司,16500
马丽,8280000
黔南报业文化传媒有限责任公司,9110
David Maisel ,184000
纪姿含,257000
李唯劼,2730
杨翼,401000
陈冲,3330000
深圳马语者文化传播有限公司,45
樊晓洋,15000
张一鸾,177000
金·寇兹,9210
劳伦斯·菲什伯恩,700000
蒙伟明,25300
北京嘉傲泰合影视文化传媒有限公司,2080
北京奇百奇文化传媒有限公司,8370
高全传媒文化发展（武汉）有限公司,5430
盛鉴,39400
姜怡伊,186000
迈克尔·山克斯,587000
湖北视纪印象科技股份有限公司,7660
罗斌,1150000
enzo sisti,11800
冯宝宝,1260000
黄晋琨,21900
何宗礼,21200
多米尼克·珀塞尔,701000
袁富华,49200
上海鹿港影业股份有限公司,34700
Telepool GmbH ,185000
陕西大中博文化传媒有限公司,174000
徐嘉苇,174000
葛优,32900000
乔伊·克莱因,36300
华派影业（深圳）有限公司,4760
约翰·斯拉特里,85000
东阳英瑞佳和影视传媒有限公司,87
中视影画（北京）文化传媒有限公司,20
丁子玲,111000
Flynn Picture Company ,334000
群星瑞智艺能有限公司,7270
北京金马车影视文化艺术有限公司,8570
徐智勇,97900
帕特里克·潘提尔,9430
黑龙江电影制片厂有限公司,88300
高腾,472000
雷汉,311000
曹议文,86300
豪尔赫·莱昂马丁内斯,64500
王晓卯,29500
北京天子安投资管理有限公司,24400
克里斯汀·达尔顿,40800
刘妍,1030000
王小帅,1820000
珍妮·艾加特,207000
广东南方都市报经营有限公司深圳分公司,31300
toby halbrooks,116000
卡尔·麦克米兰,48900
胡淑芬,137000
时诗,1600000
保罗·怀特豪斯,69700
田牧宸,142000
亦伦,9710
黄一山,555000
环球传奇影视娱乐有限公司,477000
大地时代电影发行（北京）有限公司,669000
周杰伦,70300000
妮卡尔·扎德甘,49000
希亚·温汉,43500
曾佩瑜,370000
马克·戴卡洛,119000
Latinamerican Theatrical Group ,786000
佐伊·克拉维兹,94900
柳庆庆,13200
金民钟,361000
吴宗宪,15400000
上海鸣艺文化传媒有限公司,15000
王太利,622000
叶露,444000
陈汉宗,34800
海涛妈,81000
杜乔,231000
游艺湉,109000
陈奕,3190000
李龙君,111000
b·j·诺瓦克,0
木偶,43900000
韩新民,94600
Gaumont Distribution ,50800
盛唐环球(北京)传媒文化有限公司,31600
Chad St. John ,23600000
石班瑜,344000
裴晟祐,0
浙江巨擎投资有限公司,4500
齐为民,24200
杰西卡·阿尔芭,1380000
北京华章东信文化投资有限公司,8580
克拉克·杜克,252000
飞狐信息技术（天津）有限公司,27200
黄忆慈,645000
卢国成,9270
钟汉良,18300000
禾家,238000
高洁,15700000
克里斯蒂安·乌蒙,134000
汪裴,169000
啜妮,70100
奥利维尔·米加顿,72300
李卓远,103000
埃德加·赖斯·巴勒斯,169000
马景龙,17700
胡家华,39400
Ioana Draghici ,2230
索菲·库克森,43200
劳拉·邓恩,710000
叶兰,804000
北京合瑞影业文化有限公司,5850
台湾瀚草影视文化事业有限公司,53
汤世生,34500
开封群星闪耀文化传媒有限公司,10200
甄子丹,17400000
光环影业有限公司,20600
北京星辰合力影业有限公司,267000
奥玛·本森·米勒,74100
刘崇,995000
赵葆秀,315000
周浩东,759000
molly conners,64300
北京海润华夏影视制作发行有限公司,6430
南京向天歌传媒有限公司,2600
郑剑锋,97800
Walt Disney Studios Japan ,4810000
北京星光奥谱传媒有限公司,60
世纪百年影业（天津）有限公司,73800
张达明,1700000
宋哲民,6290
陈佩斯,5070000
张天颖,60400
anthony katagas,218000
张洪杰,624000
蓝莓影业,9690
North by Northwest Entertainment ,5010000
相瑞,50000
柯利明,68200
四川重向广告传媒有限公司,3970
埃尔顿·勒布朗,58600
黄智雯,1090000
许诚毅,378000
王晖,1520000
Magic Light Pictures ,6700000
郄路通,102000
艾略特·莱斯特,29000
曹曦文,1240000
武东博,81200
浙江梵目文化传媒有限公司,3260
乔任梁,65000000
星悦毅宁（北京）文化传媒有限公司,14900
省广合众（北京）国际传媒广告有限公司,17000
邬倩倩,490000
脱线,4210000
北京环球艺动影业有限公司,34800
戴春荣,604000
安徽广电传媒产业集团有限责任公司,456000
刘潘,55900
山姆·雷米,345000
万达影业（青岛）有限公司,1550000
ivana lombardi,28400
成都市东阳文化传播有限公司,523000
克里斯·威廉姆斯,1470000
菲利普·穆伊尔,7460
隋咏良,549000
华翔集团股份有限公司,353000
李保华,396000
广州金川文化有限公司,56
宋伊人,331000
威廉·帕特里克·布朗,236000
Ben Waisbren ,16500
Giraffe Pictures ,1160000
红星坞娱乐传媒投资有限公司,5940
中共南平市委宣传部,16300
britton rizzio,5230
亚历山德拉·玛丽亚·拉那,279000
谢尔盖·巴可夫斯基,49800
花明,15300000
汤姆·费尔顿,391000
熊柯,38200
张一山,18900000
深圳润鑫资产管理有限责任公司,77400
禹惠林,59700
林敬刚,139000
袁奇峰,163000
郭艳,2000000
任细官,13400
陈宝玲,48100
Shanghai Hairun Film & TV Production ,7500
深圳市芸萩服饰有限公司,4590
夜线影业,35800
提图斯·博格斯,5440
童江南,13800
齐志,347000
魔幻力量,884000
吴依琳,38000
刘剑,1620000
陈狄克,83600
坏机器人,8050000
tgr工作室,9630
吉飞龙,49700
申太罗,208000
恒大影视文化有限公司,434000
Harald Rosenl?w Eeg ,9010
克里斯汀·肯诺恩斯,213000
上海若木影视投资有限公司,33
标金宝,29
居尔一拳有限公司,7100
凯擘香港有限公司,86
齐士龙,21900
Sedona Legge ,96500
郑孟霞,60400
娜奥米·哈里斯,768000
大泓画面国际影视文化传媒（北京）有限公司,20
梅根·福克斯,1250000
黄岳泰,213000
北京昆尚文化传媒有限责任公司,1720000
武汉硕博投资有限公司,136000
成都挚友文化传播有限公司,101000
claude léger,277000
大秦,15800000
北京秦时明月影视文化传媒有限公司,44700
方慧,461000
高木木,12200
陈学文,200000
阿兰·卢克,285000
索朗尼玛,41400
阎以昌,10900
贝安琪,290000
嘉玛·陈,3
frank botman,873000
沃尔特·拜克,35700
霍尔果斯博纳文化传媒有限公司,8890
北京夏云飞国际影视文化有限公司,53
热衣曼·迪力木,0
余皑磊,638000
徐鸣飞,48200
上海兴美文化传播有限公司,14500
宋芸桦,570000
耿力树,48
刘世杰,298000
冯郇,4620
扈耀之,57700
乔·曼特纳,272000
韩雨洁,42600
关宝慧,714000
南京朱雀影视动画有限公司,18600
万程影业制作有限公司,3430
祝希娟,247000
王飞鸿,78800
黄玉春,50200
孙小光,88700
北京东方光魔影视文化有限责任公司,1660
李亨哲,100000
朴载相,688000
胡阳,383000
Senator Entertainment ,2360000
原子鏸,194000
陈柏霖,6910000
于彭,184000
陈炜,4330000
中村千绘,1130000
潘阳,1240000
xibo yuan,34300
潇湘电影集团有限公司,44000
金永敏,87300
李泽锋,276000
刘小小,283000
杜娟,3160000
Constantin Film Produktion GmbH ,29600
李解,681000
北京盛世新影影视发行有限公司,27900
梁潼元,2
塞巴斯蒂安·斯坦,1080000
向飞,1450000
吴一峰,85700
北京稻草熊影视文化有限公司,28200
李恒烈,964
舒淇,50400000
尚宝佳艺国际影视文化传媒（北京）有限公司,82
上海中正达广投资管理有限公司,33400
兰昊宇,65200
东方晴辉(北京)国际文化传媒有限公司,34
吴友贞,216000
姜成珍,215000
东阳英皇影视制作有限公司,47900
赫子铭,603000
巴里·m·奥斯本,32400
塞缪尔·哈迪达,8090
山东省五莲县人民政府,184000
冯雷,1020000
刁成禹,10100
于金龙,187000
杨巍,379000
凯文·柯威斯,44100
王一冰,99500
珠江电影制片有限公司,435000
弗兰克·鲍尔斯,48200
艾伦·卡明,620000
瓦妮萨·威廉姆斯,49800
付诗雨,46900
米洛·文堤米利亚,352000
罗冬,108000
吴旗,1120000
詹姆斯·麦卡沃伊,1690000
徐光宇,242000
重庆美电传媒有限公司,7900
伊万杰琳·莉莉,295000
丁嘉力,50800
侯季然,50500
詹姆斯·弗雷泽,394000
韩冬,2030000
汤龙,260000
贵州都市虎子传媒有限责任公司,2750
微票儿,580000
克林特·卡尔顿,15400
工夫影业股份有限公司,44900
Wild Bunch ,1350000
冯志孝,140000
Constantin-Film ,483000
黑白映画有限公司,67400
沐泽影视传媒（上海）有限公司,4580
Second Chance Productions ,10500000
汤姆·赫兰德,374000
黄子佼,2620000
adam stone,6250000
埃迪·雷德梅恩,1500000
NeoReel ,548000
刘奕君,679000
孙闻,178000
北京光耀天润广告有限公司,18400
凯特·德尔·卡斯蒂洛,56100
格瓦拉电影,1180000
江敏,432000
学者国际多媒体股份有限公司,1450000
浙江世纪风采文化传播有限公司,428000
车静子,151000
姬他,435000
刘奕含,38600
何淼,211000
Best Film ,33500000
戎祥,290000
蒋浩,394000
柳承龙,1020000
共青团贵州省委,484000
大塚芳忠,89100
Fida Film ,147000
北京谷天文化传播有限公司,6020
斯蒂芬·圣·莱杰,35100
赵熙奉,198000
白客,3080000
谭惠贞,5780
查利·布雷,48200
深圳市掌众信息技术有限公司,17300
李曼铱,22400
危燕,27000
Convergence Entertainment ,1090000
Sanctum Australia ,310000
沙妮·文森,58900
叶鹏子,11000
北京亿旺京闽科技集团有限公司,1830
黄海,42700000
弘星（北京）数字传媒有限公司,7150
朱莉娅·罗伯茨,1470000
李烈,1050000
黄日华,2660000
上海鹏锦影视文化有限公司,7730
北京橙天拾捌经纪文化有限公司,10700
伊藤淳史,822000
湖南锦绣神州影视文化有限公司,2350
叮当,29800000
王永,3550000
汤嬿,264000
红扁担（北京）文化传播有限公司,37
乔纳森·莱斯·梅耶斯,538000
帕迪·康斯戴恩,438000
Centfox Film Ges.m.b.H. ,653000
邓洁,382000
拉妲·米契尔,669000
袁弘,18100000
刘笑,440000
刀刀,6170000
江苏众道影业投资有限公司,2530
吕佩玉,81000
释延能,200000
姜栋元,940000
北京良锋骏景文化传媒有限公司,4190
Bulletproof Cupid ,64900
迈克尔·道赫蒂,48800
严晓频,419000
凯南·鲁兹,359000
米歇尔·菲佛,868000
让·雷诺,304000
丹尼尔·戴维斯,869000
廖启智,1670000
杰里米·皮文,376000
安德雷·纳梅克,17300
孙曼龄,11800
陈希光,107000
Michael Berg ,3830000
甘萍,783000
刘炆昊,5650
李旗,251000
刘富源,51900
乔丹·柯克伍德,6210
蕾切尔·李费佛,121000
苏菲,16100000
拉里·戴,263000
贾玲,32400000
鲁丹,140000
马源力,1
海南春天文化传媒有限公司,945000
达伦·阿罗诺夫斯基,101000
