0,0,0,0,0,0,0,0,1,0,0,0,,10.0,3.0,1.0,1.0,2.0,500,500,500,1.0,1.0,500,500,1.0,500,500,500,500,500,500,500,56
1,0,0,0,0,0,0,0,0,0,0,0,399000,4.0,3.0,2.0,2.0,387.0,500,500,500,15.0,2.0,1.0,500,2.0,500,500,500,500,500,500,500,37614.2
0,0,0,0,0,0,0,0,0,0,1,0,1410000,9.0,4.0,4.0,4.0,387.0,15.0,10.0,4.0,15.0,5.0,1.0,500,2.0,500,500,500,500,500,500,500,54205.7
0,1,0,0,0,0,0,0,0,0,0,0,1230000,16.0,12.0,7.0,2.0,17.0,5.0,500,500,6.0,2.0,1.0,500,4.0,500,500,500,500,500,500,500,20000.8
0,0,0,0,0,0,0,0,1,0,0,0,628000,1.0,1.0,500,500,43.0,26.0,500,500,1.0,1.0,1.0,1.0,4.0,500,500,500,500,500,500,500,177
0,0,0,0,0,0,0,0,0,0,1,0,9700000,9.0,3.0,2.0,2.0,387.0,500,500,500,15.0,1.0,500,500,3.0,500,500,500,500,500,500,500,13688.44
1,0,0,0,0,0,0,0,0,0,0,0,2350000,14.0,4.0,3.0,2.0,500,500,500,500,3.0,3.0,2.0,2.0,1.0,500,500,500,500,500,500,500,1325.2
1,0,0,0,0,0,0,0,0,0,0,0,318000,21.0,14.0,12.0,8.0,41.0,23.0,1.0,500,4.0,2.0,1.0,1.0,3.0,2.0,500,500,500,500,500,500,54.7
0,0,0,1,0,0,0,0,0,0,0,0,12300,17.0,5.0,3.0,2.0,10.0,500,500,500,2.0,2.0,1.0,1.0,4.0,1.0,1.0,500,500,500,500,500,89.8
0,0,0,0,0,0,0,0,0,0,1,0,235000,4.0,1.0,1.0,1.0,387.0,500,500,500,2.0,500,500,500,1.0,1.0,500,500,500,500,500,500,174.5
0,0,0,0,0,0,0,0,1,0,0,0,1020000,15.0,5.0,4.0,3.0,61.0,500,500,500,2.0,1.0,1.0,1.0,1.0,500,500,500,500,500,500,500,244.23
0,0,0,0,0,0,0,0,0,0,0,1,2020000,7.0,5.0,2.0,2.0,1.0,1.0,500,500,1.0,1.0,1.0,500,2.0,500,500,500,500,500,500,500,49.2
0,0,0,0,0,0,0,0,0,1,0,0,223000,7.0,6.0,6.0,5.0,47.0,15.0,500,500,18.0,9.0,6.0,4.0,1.0,500,500,500,500,500,500,500,2260
0,0,0,0,0,0,0,0,1,0,0,0,182000,10.0,10.0,7.0,7.0,3.0,500,500,500,6.0,3.0,2.0,2.0,2.0,500,500,500,500,500,500,500,452.3
0,0,0,0,0,0,0,0,1,0,0,0,427000,4.0,3.0,3.0,2.0,500,500,500,500,3.0,500,500,500,1.0,500,500,500,500,500,500,500,2089.6
0,0,0,0,1,0,0,0,0,0,0,0,500000,5.0,5.0,5.0,4.0,2.0,1.0,500,500,4.0,1.0,1.0,1.0,1.0,1.0,1.0,500,500,500,500,500,42.7
0,1,0,0,0,0,0,0,0,0,0,0,668000,8.0,6.0,2.0,2.0,387.0,500,500,500,1.0,500,500,500,1.0,500,500,500,500,500,500,500,39.7
0,0,0,0,0,0,0,0,1,0,0,0,103000,500,500,500,500,15.0,1.0,500,500,25.0,6.0,6.0,3.0,9.0,500,500,500,500,500,500,500,2515.7
0,0,0,0,0,0,0,0,0,1,0,0,47200,500,500,500,500,15.0,3.0,500,500,6.0,5.0,4.0,500,9.0,1.0,500,500,500,500,500,500,1878
1,0,0,0,0,0,0,0,0,0,0,0,3820000,5.0,1.0,1.0,500,500,500,500,500,1.0,1.0,500,500,1.0,500,500,500,500,500,500,500,5.1
1,0,0,0,0,0,0,0,0,0,0,0,764000,31.0,14.0,12.0,11.0,43.0,2.0,500,500,31.0,11.0,500,500,6.0,500,500,500,500,500,500,500,2502.11
1,0,0,0,0,0,0,0,0,0,0,0,414000,5.0,3.0,3.0,500,41.0,4.0,4.0,500,25.0,8.0,500,500,1.0,500,500,500,500,500,500,500,1245
0,0,0,0,0,0,0,0,1,0,0,0,439000,19.0,6.0,3.0,1.0,54.0,500,500,500,30.0,1.0,500,500,1.0,500,500,500,500,500,500,500,222.2
0,0,0,0,0,0,0,1,0,0,0,0,696000,8.0,5.0,3.0,2.0,7.0,1.0,500,500,75.0,3.0,1.0,1.0,1.0,500,500,500,500,500,500,500,31.1
0,1,0,0,0,0,0,0,0,0,0,0,701000,26.0,17.0,11.0,3.0,33.0,13.0,10.0,4.0,34.0,8.0,2.0,500,3.0,500,500,500,500,500,500,500,4413.65
1,0,0,0,0,0,0,0,0,0,0,0,82900000,7.0,4.0,3.0,2.0,1.0,500,500,500,2.0,1.0,500,500,1.0,500,500,500,500,500,500,500,40.5
0,0,0,0,0,1,0,0,0,0,0,0,1980000,10.0,7.0,4.0,3.0,387.0,12.0,10.0,10.0,8.0,3.0,3.0,2.0,3.0,500,500,500,3.0,1.0,1.0,1.0,80267.9
0,0,0,0,1,0,0,0,0,0,0,0,1150000,14.0,8.0,7.0,5.0,387.0,500,500,500,12.0,8.0,500,500,3.0,500,500,500,500,500,500,500,72296.8
0,0,1,0,0,0,0,0,0,0,0,0,798000,500,500,500,500,3.0,500,500,500,1.0,1.0,500,500,1.0,500,500,500,500,500,500,500,2777.4
0,0,0,0,0,0,0,0,0,0,0,1,6020000,500,500,500,500,500,500,500,500,5.0,4.0,500,500,1.0,500,500,500,500,500,500,500,0
0,0,0,0,0,0,0,0,0,1,0,0,2150000,19.0,14.0,13.0,11.0,42.0,9.0,500,500,43.0,26.0,20.0,4.0,1.0,500,500,500,500,500,500,500,11891.7
0,0,0,0,0,0,0,0,0,0,1,0,1630000,10.0,5.0,3.0,3.0,5.0,500,500,500,9.0,9.0,8.0,3.0,1.0,500,500,500,500,500,500,500,1907.1
0,0,1,0,0,0,0,0,0,0,0,0,1220000,2.0,1.0,1.0,1.0,19.0,4.0,4.0,500,1.0,500,500,500,1.0,500,500,500,500,500,500,500,92.4
0,0,0,0,0,0,0,0,0,0,1,0,2210000,11.0,11.0,10.0,8.0,42.0,500,500,500,43.0,31.0,30.0,20.0,4.0,500,500,500,500,500,500,500,37113.6
1,0,0,0,0,0,0,0,0,0,0,0,11800000,17.0,11.0,10.0,9.0,387.0,5.0,1.0,500,62.0,31.0,4.0,3.0,2.0,500,500,500,500,500,500,500,28924.1
1,0,0,0,0,0,0,0,0,0,0,0,1060000,17.0,11.0,11.0,10.0,387.0,500,500,500,75.0,62.0,31.0,30.0,2.0,500,500,500,500,500,500,500,6289.8
1,0,0,0,0,0,0,0,0,0,0,0,5360000,15.0,12.0,10.0,9.0,8.0,1.0,500,500,22.0,11.0,9.0,5.0,3.0,500,500,500,500,500,500,500,2623.7
0,0,0,0,0,0,0,0,0,0,1,0,1780000,5.0,2.0,1.0,1.0,5.0,1.0,500,500,1.0,1.0,500,500,1.0,500,500,500,500,500,500,500,11.7
0,0,0,0,1,0,0,0,0,0,0,0,1150000,12.0,9.0,3.0,3.0,4.0,1.0,500,500,6.0,3.0,1.0,1.0,1.0,1.0,500,500,500,500,500,500,205
0,0,0,0,0,0,0,1,0,0,0,0,2530000,20.0,20.0,1.0,1.0,6.0,500,500,500,75.0,5.0,1.0,1.0,4.0,500,500,500,500,500,500,500,2276.3
0,0,1,0,0,0,0,0,0,0,0,0,847000,10.0,5.0,4.0,2.0,2.0,1.0,1.0,500,3.0,2.0,1.0,500,4.0,500,500,500,500,500,500,500,6.9
0,0,0,0,0,0,0,1,0,0,0,0,1050000,17.0,14.0,12.0,10.0,17.0,9.0,500,500,30.0,2.0,2.0,500,2.0,500,500,500,500,500,500,500,17250.5
1,0,0,0,0,0,0,0,0,0,0,0,5040000,16.0,8.0,4.0,1.0,3.0,500,500,500,1.0,1.0,500,500,1.0,500,500,500,500,500,500,500,144.9
1,0,0,0,0,0,0,0,0,0,0,0,377000,21.0,16.0,3.0,3.0,20.0,500,500,500,3.0,2.0,1.0,1.0,1.0,500,500,500,500,500,500,500,238.3
0,0,0,0,0,0,0,0,1,0,0,0,1910000,7.0,6.0,3.0,1.0,10.0,500,500,500,2.0,2.0,1.0,1.0,1.0,500,500,500,500,500,500,500,688
0,0,0,0,0,0,0,0,0,0,0,1,2920000,5.0,4.0,2.0,1.0,47.0,500,500,500,1.0,1.0,1.0,500,2.0,500,500,500,500,500,500,500,8268.4
0,0,0,0,0,0,0,0,1,0,0,0,4370000,10.0,8.0,6.0,1.0,1.0,500,500,500,1.0,1.0,500,500,1.0,500,500,500,500,500,500,500,70.44
0,0,0,0,0,0,0,1,0,0,0,0,35500,12.0,7.0,5.0,4.0,61.0,8.0,6.0,3.0,1.0,1.0,500,500,1.0,500,500,500,1.0,500,500,500,3.8
0,0,0,0,0,0,0,0,0,0,0,1,20200,12.0,1.0,500,500,500,500,500,500,1.0,500,500,500,1.0,500,500,500,500,500,500,500,0.86
0,0,0,0,0,0,0,0,0,0,0,1,15500000,17.0,9.0,7.0,5.0,33.0,31.0,5.0,1.0,34.0,30.0,20.0,2.0,1.0,500,500,500,500,500,500,500,51494.6
0,0,0,0,0,0,0,0,1,0,0,0,22300000,8.0,6.0,500,500,33.0,9.0,7.0,500,34.0,8.0,6.0,6.0,2.0,500,500,500,500,500,500,500,22852.5
1,0,0,0,0,0,0,0,0,0,0,0,33500000,9.0,9.0,7.0,6.0,387.0,500,500,500,17.0,500,500,500,3.0,500,500,500,500,500,500,500,16064.6
0,0,0,0,0,0,0,0,0,1,0,0,1500000,10.0,7.0,1.0,1.0,1.0,500,500,500,2.0,500,500,500,1.0,500,500,500,500,500,500,500,0
0,0,0,0,0,0,0,1,0,0,0,0,4240000,9.0,7.0,7.0,7.0,8.0,5.0,3.0,500,4.0,2.0,1.0,1.0,2.0,500,500,500,500,500,500,500,570.9
0,1,0,0,0,0,0,0,0,0,0,0,12000000,15.0,6.0,5.0,4.0,33.0,500,500,500,34.0,30.0,3.0,2.0,4.0,2.0,2.0,2.0,500,500,500,500,6972.1
