0,0,0,0,0,0,0,0,0,1,0,0,1220000,1020000.0,748000.0,683000.0,376000.0,133000.0,100,376000.0,24600.0,100,147000.0,100,100,100,100,100,22336.51
0,0,0,0,0,0,0,0,0,0,1,0,1560000,3000000.0,2230000.0,1610000.0,20200000.0,376000.0,133000.0,376000.0,100,100,739000.0,100,100,100,100,100,49864.21
0,0,1,0,0,0,0,0,0,0,0,0,808000,1610000.0,606000.0,606000.0,24500000.0,1300000.0,825000.0,252000.0,199000.0,38200.0,221000.0,100,100,100,100,100,659.66
0,0,1,0,0,0,0,0,0,0,0,0,808000,1610000.0,606000.0,606000.0,24500000.0,1300000.0,825000.0,252000.0,199000.0,38200.0,221000.0,100,100,100,100,100,659.66
0,0,0,0,0,1,0,0,0,0,0,0,1980000,1810000.0,1780000.0,1690000.0,20200000.0,3030000.0,1240000.0,3830000.0,1240000.0,533000.0,685000.0,100,100,911000.0,722000.0,685000.0,69994.74
0,0,0,0,0,0,0,0,0,0,1,0,135000,1020000.0,724000.0,533000.0,20200000.0,376000.0,133000.0,285000.0,100,100,67300.0,100,100,100,100,100,19235.33
0,0,0,0,0,1,0,0,0,0,0,0,1720000,14100000.0,1460000.0,1160000.0,24500000.0,1240000.0,440000.0,440000.0,376000.0,100,480000.0,100,100,1140000.0,480000.0,261000.0,48450.97
1,0,0,0,0,0,0,0,0,0,0,0,346000,981000.0,861000.0,445000.0,24500000.0,376000.0,133000.0,3020000.0,570000.0,285000.0,35700.0,100,100,100,100,100,5992.35
1,0,0,0,0,0,0,0,0,0,0,0,1510000,74500000.0,70900000.0,70300000.0,24500000.0,376000.0,3030.0,24500000.0,371000.0,64100.0,36500.0,15200.0,100,100,100,100,76299.17
0,0,0,0,0,0,0,1,0,0,0,0,1020000,3870000.0,2120000.0,1280000.0,12300000.0,2750000.0,1930000.0,1270000.0,22500.0,100,1240000.0,100,100,100,100,100,31308.43
0,0,0,1,0,0,0,0,0,0,0,0,241000,1930000.0,1760000.0,853000.0,1200000.0,1160000.0,692000.0,692000.0,100,100,184000.0,100,100,100,100,100,2255.32
0,0,0,0,0,0,0,0,1,0,0,0,12500000,2100000.0,2100000.0,1700000.0,4590000.0,4590000.0,3530000.0,2030000.0,2030000.0,155000.0,188000.0,188000.0,100,814000.0,814000.0,698000.0,776.26
0,0,1,0,0,0,0,0,0,0,0,0,620000,1440000.0,562000.0,382000.0,3770000.0,1160000.0,290000.0,2360000.0,1590000.0,1520000.0,77900.0,100,100,100,100,100,2918.67
0,0,0,0,0,0,0,0,0,0,0,1,1810000,676000.0,386000.0,266000.0,4590000.0,152000.0,93000.0,97800.0,64600.0,29800.0,92500.0,100,100,100,100,100,23604.01
0,0,0,0,0,0,1,0,0,0,0,0,4940000,1860000.0,1180000.0,993000.0,12700000.0,3320000.0,152000.0,100,100,100,993000.0,100,100,100,100,100,294.83
0,0,0,0,0,1,0,0,0,0,0,0,4170000,1260000.0,1230000.0,764000.0,8500000.0,1030000.0,152000.0,9220000.0,378000.0,100,351000.0,100,100,100,100,100,1644.58
0,0,0,0,0,0,0,1,0,0,0,0,5330000,61000.0,32.0,100,13400.0,100,100,4260000.0,13400.0,100,14700.0,100,100,133000.0,10100.0,9630.0,5989.2
0,0,0,0,0,1,0,0,0,0,0,0,100000000,43600000.0,29200000.0,7200000.0,36500.0,100,100,1410000.0,100,100,117000.0,100,100,100,100,100,241.69
0,0,0,0,0,0,0,1,0,0,0,0,6650000,502000.0,452000.0,96800.0,4210000.0,100,100,1770000.0,52400.0,100,66900.0,100,100,283000.0,2210.0,16.0,3056.76
0,0,0,0,0,0,0,0,0,0,1,0,674000,2520000.0,1500000.0,1440000.0,2240000.0,1030000.0,133000.0,100,100,100,56700.0,100,100,100,100,100,6060.21
1,0,0,0,0,0,0,0,0,0,0,0,545000,1730000.0,1420000.0,345000.0,4840000.0,4400000.0,2940000.0,8730000.0,1100000.0,692000.0,49300.0,100,100,100,100,100,15959.6
0,0,1,0,0,0,0,0,0,0,0,0,1240000,1330000.0,848000.0,744000.0,43500000.0,2940000.0,1200000.0,2010000.0,1660000.0,1030000.0,109000.0,100,100,100,100,100,22843.4
0,0,0,1,0,0,0,0,0,0,0,0,1420000,1670000.0,1460000.0,1440000.0,15700000.0,4730000.0,1390000.0,10000000.0,4640000.0,2460000.0,19600.0,100,100,5680000.0,2450000.0,1920000.0,1982.08
0,0,0,0,0,0,1,0,0,0,0,0,881000,891000.0,891000.0,162000.0,3890000.0,3890000.0,3770000.0,476000.0,476000.0,11600.0,30200.0,30200.0,7330.0,160000.0,160000.0,54800.0,730.92
0,0,0,0,0,0,1,0,0,0,0,0,479000,1290000.0,869000.0,568000.0,4730000.0,3770000.0,290000.0,100,100,100,363000.0,100,100,100,100,100,1264.88
0,0,1,0,0,0,0,0,0,0,0,0,1050000,2140000.0,755000.0,466000.0,1990000.0,1160000.0,100,3090000.0,100,100,290000.0,100,100,100,100,100,4231.85
0,0,0,0,0,0,0,0,1,0,0,0,10800000,2080000.0,1610000.0,298000.0,4870000.0,1690000.0,418000.0,829000.0,533000.0,512000.0,211000.0,100,100,2160000.0,1900000.0,277000.0,10100.85
0,0,0,0,0,1,0,0,0,0,0,0,207000,1890000.0,633000.0,440000.0,730000.0,369000.0,133000.0,512000.0,100,100,72300.0,100,100,100,100,100,4804.77
0,0,0,0,0,0,0,0,0,0,0,1,934000,1360000.0,1160000.0,1010000.0,8500000.0,100,100,100,100,100,622000.0,100,100,100,100,100,1968.76
0,0,0,0,0,0,1,0,0,0,0,0,14700000,74500000.0,70600000.0,11000000.0,14300000.0,9080000.0,6100000.0,9220000.0,9080000.0,1260000.0,332000.0,228000.0,100,74500000.0,11100000.0,5580000.0,80646.4
0,0,0,0,0,0,1,0,0,0,0,0,3040000,2670000.0,1350000.0,1260000.0,948000.0,290000.0,152000.0,100,100,100,14400.0,100,100,100,100,100,3429.41
0,0,1,0,0,0,0,0,0,0,0,0,492000,1430000.0,1250000.0,721000.0,24500000.0,3530000.0,1240000.0,2340000.0,2280000.0,2100000.0,14600.0,100,100,100,100,100,2315.95
0,0,0,0,1,0,0,0,0,0,0,0,539000,1470000.0,1130000.0,1130000.0,4590000.0,3530000.0,2940000.0,3420000.0,1080000.0,716000.0,184000.0,100,100,235000.0,152000.0,124000.0,11824.55
0,0,0,0,0,1,0,0,0,0,0,0,2350000,70300000.0,1830000.0,1730000.0,24500000.0,4590000.0,2940000.0,1080000.0,716000.0,692000.0,361000.0,100,100,1590000.0,430000.0,415000.0,60404.29
0,0,0,0,0,0,0,1,0,0,0,0,1840000,8280000.0,7790000.0,2600000.0,24500000.0,1300000.0,1240000.0,5050000.0,1020000.0,67300.0,195000.0,5280.0,100,1120000.0,132000.0,108000.0,40077.74
0,0,0,1,0,0,0,0,0,0,0,0,534000,770000.0,340000.0,264000.0,4840000.0,2180000.0,1690000.0,4950000.0,1090000.0,949000.0,123000.0,100,100,6250000.0,1000000.0,986000.0,1621.23
0,0,0,0,1,0,0,0,0,0,0,0,77700,1670000.0,1580000.0,1360000.0,24500000.0,4730000.0,3530000.0,716000.0,692000.0,247000.0,43500.0,100,100,6100000.0,3180000.0,3140000.0,9054.52
0,0,0,0,0,0,0,0,0,0,0,1,17600000,1690000.0,1120000.0,870000.0,3770000.0,1740000.0,1150000.0,100,100,100,5820.0,100,100,100,100,100,738.13
0,0,0,0,0,0,0,0,1,0,0,0,2550000,1650000.0,1590000.0,1430000.0,30800000.0,10200000.0,1350000.0,8470000.0,3680000.0,151000.0,357000.0,100,100,3670000.0,2270000.0,1530000.0,813.98
1,0,0,0,0,0,0,0,0,0,0,0,345000,1530000.0,932000.0,673000.0,24500000.0,6480000.0,4730000.0,4640000.0,2840000.0,1580000.0,9800.0,100,100,100,100,100,3499.66
