20世纪福克斯电影公司,22336.51;49864.21;69994.74;48450.97;61321.19;13922.91;18980.53,7
惊奇娱乐公司,22336.51;48579.97,2
Studio Babelsberg ,659.66;659.66,2
Marv Films ,659.66;659.66,2
Seville Productions ,659.66;659.66,2
TSG Entertainment ,69994.74;19235.33;5992.35,3
二十世纪福斯电影公司,69994.74;48450.97,2
漫威娱乐,69994.74,1
Donners' Company ,69994.74,1
Bad Hat Harry Productions ,69994.74,1
Mel's Cite du Cinema ,69994.74;10100.85;8724.18,3
Kinberg Genre ,69994.74,1
Fox 2000 Pictures ,5992.35,1
Regency Enterprises ,5992.35,1
Bagdasarian Productions ,5992.35,1
Sunswept Entertainment ,5992.35,1
Paragon Studios ,5992.35,1
美国梦工厂影片公司,76299.17;32368.23;7806.18;11528.38;35046.51;14012.03,6
上海众明优影影视文化传媒有限公司,76299.17,1
上海东方梦工厂文化传播有限公司,76299.17,1
中国电影集团公司,76299.17;138775.14;62707.87;678.38;882.15;882.15;607.6;607.6;15041.0;241.19;10266.09;926.27;25371.2;803.79;803.82;3203.86;3368.16;3733.78;7692.99;7692.99,20
安培林娱乐,31308.43;111733.85;55807.11,3
环球影业公司,31308.43;42705.19;111733.85;10566.71;138775.14;33317.13;17065.16;10150.32;195358.45;12557.92;9905.05;2732.78;25047.18,13
狮门影业公司,2255.32;15959.6;11824.55;60404.29;9054.52;3188.58;22359.05;14155.14;4637.22;15806.81,10
Riche Productions ,776.26;776.26;28532.78,3
Escape Artists ,776.26;776.26,2
Fuqua Films ,776.26;776.26,2
riche/ludwig制作公司,776.26;776.26;28532.78,3
DAS Films Ltd. ,2918.67,1
Palm-Star Entertainment ,2918.67;1982.08,2
Relativity Media ,2918.67,1
SPD Films ,2918.67,1
Envision Entertainment ,2918.67,1
PalmStar Entertainment (PalmStar Media Capital) ,2918.67;1982.08,2
Das Films ,2918.67,1
Irish DreamTime ,2918.67,1
Knightsbridge Entertainment ,2918.67,1
艾肯娱乐公司,23604.01;2315.95;12063.38,3
dmg娱乐传媒集团,23604.01;12063.38;63121.8,3
印纪影视娱乐传媒有限公司,23604.01;22740.65,2
Exclusive Media Group ,1644.58;80646.4,2
Sycamore Pictures ,1644.58,1
Bazelevs Production ,5989.2,1
Mindstream Productions ,5989.2,1
鼎立娱乐,241.69,1
