0,0,0,0,0,0,0,0,1,0,0,0,7000000,1252.88,26062.8333333,1034.9,100,56.0,56.0,56.0,100,100,100,56
1,0,0,0,0,0,0,0,0,0,0,0,399000,29706.45,30629.3,17834.7908269,100,26983.6313333,35710.15,45909.95,100,100,100,37614.2
0,0,0,0,0,0,0,0,0,0,1,0,1410000,39480.3966667,29706.45,17834.7908269,51818.3613333,26983.6313333,43371.14,45909.95,100,100,100,54205.7
0,1,0,0,0,0,0,0,0,0,0,0,1230000,44213.58,8362.04083333,35332.7176471,45074.12,36510.0333333,29439.46,21722.385,100,100,100,20000.8
0,0,0,0,0,0,0,0,1,0,0,0,628000,177.0,177.0,16973.6681395,31235.6269231,177.0,177.0,969.1625,100,100,100,177
0,0,0,0,0,0,0,0,0,0,1,0,9700000,18786.9177778,24354.9133333,17834.7908269,100,26983.6313333,13688.44,27242.8133333,100,100,100,13688.44
1,0,0,0,0,0,0,0,0,0,0,0,2350000,13673.8521429,1357.33,100,100,1260.46666667,1217.43333333,1325.2,100,100,100,1325.2
1,0,0,0,0,0,0,0,0,0,0,0,318000,2393.57619048,13673.8521429,5390.18341463,2150.37608696,859.15,689.95,105.633333333,50.55,100,100,54.7
0,0,0,1,0,0,0,0,0,0,0,0,12300,1154.83176471,4310.62,4649.19,100,7808.35,169.35,1118.4325,89.8,100,100,89.8
0,0,0,0,0,0,0,0,0,0,1,0,235000,7768.075,174.5,17834.7908269,100,1836.84,100,174.5,174.5,100,100,174.5
0,0,0,0,0,0,0,0,1,0,0,0,1020000,3263.12866667,2182.376,27268.8877049,100,2303.515,244.23,244.23,100,100,100,244.23
0,0,0,0,0,0,0,0,0,0,0,1,2020000,23707.07,9562.816,49.2,49.2,49.2,49.2,29.55,100,100,100,49.2
0,0,0,0,0,0,0,0,0,1,0,0,223000,4162.14857143,19052.25,5007.15595745,5085.17666667,9045.10722222,3721.44,2260.0,100,100,100,2260
0,0,0,0,0,0,0,0,1,0,0,0,182000,2277.62,1252.88,1439.66666667,100,18220.9,35869.6333333,415.11,100,100,100,452.3
0,0,0,0,0,0,0,0,1,0,0,0,427000,2756.1325,12748.9666667,100,100,1229.27666667,100,2089.6,100,100,100,2089.6
0,0,0,0,1,0,0,0,0,0,0,0,500000,45827.24,25464.352,35.4,42.7,8330.415,42.7,42.7,42.7,100,100,42.7
0,1,0,0,0,0,0,0,0,0,0,0,668000,6684.40125,2584.63,17834.7908269,100,39.7,100,39.7,100,100,100,39.7
0,0,0,0,0,0,0,0,1,0,0,0,103000,100,100,3604.86733333,2515.7,4949.7356,4042.14166667,23228.0177778,100,100,100,2515.7
0,0,0,0,0,0,0,0,0,1,0,0,47200,100,100,26110.32,896.133333333,1114.54,4389.726,23228.0177778,1878.0,100,100,1878
1,0,0,0,0,0,0,0,0,0,0,0,3820000,19321.72,5.1,100,100,5.1,5.1,5.1,100,100,100,5.1
1,0,0,0,0,0,0,0,0,0,0,0,764000,6943.08451613,29246.9785714,27294.6895349,1699.49,13739.2664516,6294.00909091,4421.11833333,100,100,100,2502.11
1,0,0,0,0,0,0,0,0,0,0,0,414000,674.7,23826.8666667,5390.18341463,555.9075,7004.208,11744.4225,1245.0,100,100,100,1245
0,0,0,0,0,0,0,0,1,0,0,0,439000,25416.1636842,2498.73,9569.96018519,100,14870.5843333,222.2,222.2,100,100,100,222.2
0,0,0,0,0,0,0,1,0,0,0,0,696000,2660.775,190.832,769.728571429,31.1,11146.0657333,2893.56666667,31.1,100,100,100,31.1
0,1,0,0,0,0,0,0,0,0,0,0,701000,26502.9080769,8516.52294118,16131.7548485,5372.19615385,34171.9597059,5086.5575,6277.84,100,100,100,4413.65
1,0,0,0,0,0,0,0,0,0,0,0,82900000,2510.04,225.455,40.5,100,26.05,40.5,40.5,100,100,100,40.5
0,0,0,0,0,1,0,0,0,0,0,0,1980000,66922.675,32307.7742857,17834.7908269,51506.7108333,42445.1725,35407.9,52660.1333333,100,89133.25,80267.9,80267.9
0,0,0,0,1,0,0,0,0,0,0,0,1150000,39854.3385714,16636.11875,17834.7908269,100,65142.9133333,42445.1725,52660.1333333,100,100,100,72296.8
0,0,1,0,0,0,0,0,0,0,0,0,798000,100,100,949.466666667,100,2777.4,2777.4,2777.4,100,100,100,2777.4
0,0,0,0,0,0,0,0,0,0,0,1,6020000,100,100,100,100,406.28,419.1375,0.0,100,100,100,0
0,0,0,0,0,0,0,0,0,1,0,0,2150000,25416.1636842,9851.91642857,26486.9528571,8366.77666667,30746.4976744,12982.6515385,11891.7,100,100,100,11891.7
0,0,0,0,0,0,0,0,0,0,1,0,1630000,20024.636,11713.82,564.3,100,58233.9644444,17365.6988889,1907.1,100,100,100,1907.1
0,0,1,0,0,0,0,0,0,0,0,0,1220000,50.8,92.4,1437.28315789,9143.1,92.4,100,92.4,100,100,100,92.4
0,0,0,0,0,0,0,0,0,0,1,0,2210000,37782.7218182,8048.91454545,26486.9528571,100,30746.4976744,13739.2664516,27127.675,100,100,100,37113.6
1,0,0,0,0,0,0,0,0,0,0,0,11800000,9519.06235294,9196.32,17834.7908269,12859.396,8263.15693548,13739.2664516,17606.95,100,100,100,28924.1
1,0,0,0,0,0,0,0,0,0,0,0,1060000,9519.06235294,15839.15,17834.7908269,100,11146.0657333,8263.15693548,17606.95,100,100,100,6289.8
1,0,0,0,0,0,0,0,0,0,0,0,5360000,18106.354,9721.2925,108381.03625,2623.7,25825.4281818,52436.5727273,2458.5,100,100,100,2623.7
0,0,0,0,0,0,0,0,0,0,1,0,1780000,166.374,28.985,8830.1,11.7,11.7,11.7,11.7,100,100,100,11.7
0,0,0,0,1,0,0,0,0,0,0,0,1150000,12008.6983333,4984.10888889,3087.025,205.0,9556.75,235.133333333,205.0,205.0,100,100,205
0,0,0,0,0,0,0,1,0,0,0,0,2530000,28801.4675,17578.851,3724.28333333,100,11146.0657333,857.42,3302.6325,100,100,100,2276.3
0,0,1,0,0,0,0,0,0,0,0,0,847000,2277.62,691.22,27.95,6.9,22.3,4.34,18.675,100,100,100,6.9
0,0,0,0,0,0,0,1,0,0,0,0,1050000,1154.83176471,39854.3385714,35332.7176471,12604.0222222,17074.8046667,12111.3,12111.3,100,100,100,17250.5
1,0,0,0,0,0,0,0,0,0,0,0,5040000,16201.92,5334.50125,951.846666667,100,144.9,144.9,144.9,100,100,100,144.9
1,0,0,0,0,0,0,0,0,0,0,0,377000,2393.57619048,19721.225625,991.885,100,21112.7333333,2821.05,238.3,100,100,100,238.3
0,0,0,0,0,0,0,0,1,0,0,0,1910000,21117.1485714,16124.365,4649.19,100,550.3,379.65,688.0,100,100,100,688
0,0,0,0,0,0,0,0,0,0,0,1,2920000,73014.802,49463.7025,5007.15595745,100,8268.4,8268.4,4576.2,100,100,100,8268.4
0,0,0,0,0,0,0,0,1,0,0,0,4370000,8450.189,5363.68125,70.44,100,70.44,70.44,70.44,100,100,100,70.44
0,0,0,0,0,0,0,1,0,0,0,0,35500,2191.47333333,18563.46,27268.8877049,43087.0525,3.8,3.8,3.8,100,3.8,100,3.8
0,0,0,0,0,0,0,0,0,0,0,1,20200,9134.35583333,0.86,100,100,0.86,100,0.86,100,100,100,0.86
0,0,0,0,0,0,0,0,0,0,0,1,15500000,41264.7817647,50042.5722222,16131.7548485,38095.9751613,34171.9597059,14870.5843333,51494.6,100,100,100,51494.6
0,0,0,0,0,0,0,0,1,0,0,0,22300000,16263.6975,17246.5066667,16131.7548485,8366.77666667,34171.9597059,5086.5575,13255.35,100,100,100,22852.5
1,0,0,0,0,0,0,0,0,0,0,0,33500000,39480.3966667,11084.3222222,17834.7908269,100,51173.2870588,100,23181.2066667,100,100,100,16064.6
0,0,0,0,0,0,0,0,0,1,0,0,1500000,5777.606,10263.0042857,0.0,100,38.55,100,0.0,100,100,100,0
0,0,0,0,0,0,0,1,0,0,0,0,4240000,38982.8444444,29875.06,297.05,8830.1,302.75,325.45,329.35,100,100,100,570.9
0,1,0,0,0,0,0,0,0,0,0,0,12000000,24042.6826667,27472.95,16131.7548485,100,34171.9597059,17074.8046667,5018.0225,12111.3,100,100,6972.1
0,0,0,0,1,0,0,0,0,0,0,0,4580000,2393.57619048,16201.92,17834.7908269,457.0,29718.7,300.45,588.1,100,100,100,588.1
0,0,0,0,0,0,0,0,1,0,0,0,851000,16201.92,33147.5071429,1677.3775,100,2597.925,1425.0,11315.068,100,100,100,1425
0,0,0,0,0,0,1,0,0,0,0,0,1830,100,100,100,100,150.92,100,100,100,100,100,0
0,0,0,0,0,0,1,0,0,0,0,0,110000,504.2,100,100,100,502.35,100,502.35,100,100,100,504.2
0,0,0,0,0,0,0,0,1,0,0,0,56400000,18106.354,36866.482,17834.7908269,21870.495,17320.8441667,72258.121,8577.405,100,17682.68,16162.86,16162.86
0,0,0,0,0,0,0,1,0,0,0,0,1140000,1114.34,345.84,991.885,100,993.866666667,967.65,707.1,100,707.1,100,707.1
0,0,0,0,0,0,0,1,0,0,0,0,212000,6111.0,1114.34,991.885,100,993.866666667,775.9,1228.2,1228.2,100,100,1228.2
0,0,0,0,0,0,0,0,0,0,0,1,48000000,26502.9080769,18543.5353846,100,100,28326.4923077,58233.9644444,16225.7,100,100,100,32232.2
0,0,0,0,0,0,0,0,0,0,1,0,12800000,27008.1555556,41264.7817647,4153.55142857,435.01,5086.5575,435.01,22962.3533333,100,100,100,435.01
0,0,0,1,0,0,0,0,0,0,0,0,6080000,39854.3385714,45883.6783333,35332.7176471,35012.5484615,28326.4923077,16349.1955556,10588.2033333,100,100,100,14831.8
0,0,0,0,0,0,0,0,0,0,1,0,1450000,147.57,2364.7,1288.28333333,1127.0,11146.0657333,18704.7142857,845.896666667,100,100,100,265
0,0,0,0,0,0,0,0,1,0,0,0,503000,16201.92,310.425,4.702,100,43.1,43.1,3.2,100,100,100,3.2
0,0,0,0,0,0,0,0,1,0,0,0,470000,41264.7817647,20258.3966667,259.635,100,11146.0657333,1502.79,474.77,100,100,100,474.77
0,0,0,0,0,1,0,0,0,0,0,0,26300000,6943.08451613,16589.2876,5083.58666667,12604.0222222,17074.8046667,12389.14,11666.4771429,10041.5,10041.5,10041.5,10041.5
0,0,0,0,0,0,0,0,0,0,0,1,34100000,36100.884,21185.722,21468.7647826,100,8328.74277778,1293.344,25.14,100,100,100,25.14
0,0,0,0,0,1,0,0,0,0,0,0,325000,2279.0,2223.05,17834.7908269,100,8263.15693548,28326.4923077,2382.4,100,100,100,2382.4
0,0,0,0,0,0,0,1,0,0,0,0,1140000,39213.1823077,8362.04083333,26486.9528571,100,30746.4976744,28326.4923077,1224.1,100,100,100,1224.1
0,0,0,1,0,0,0,0,0,0,0,0,3580000,171.55,232.4,2118.575,100,1695.7,232.4,261.066666667,100,100,100,232.4
0,0,0,1,0,0,0,0,0,0,0,0,277000,3401.25285714,12763.54,5390.18341463,100,7004.208,3520.6192,646.686666667,100,100,100,791.9
0,0,1,0,0,0,0,0,0,0,0,0,1230000,325.333333333,15839.15,769.2025,496.46,2234.11666667,1173.13333333,135.6,100,100,100,135.6
0,0,0,0,0,0,1,0,0,0,0,0,2800000,3263.12866667,11965.7638462,9569.96018519,100,322.71,100,322.71,100,100,100,322.71
0,0,0,0,0,0,0,1,0,0,0,0,446000,249.25,254.3,254.3,100,132.605,254.3,132.605,100,100,100,254.3
0,0,0,0,0,1,0,0,0,0,0,0,802000,17578.851,41264.7817647,27294.6895349,100,23817.45,100,28400.7,100,100,100,28400.7
0,0,1,0,0,0,0,0,0,0,0,0,713000,12312.7366667,2210.9225,100,100,17074.8046667,6922.62625,40317.05,100,100,100,1984.15
0,0,0,0,0,0,0,1,0,0,0,0,1790000,8516.52294118,6425.82222222,17834.7908269,12604.0222222,12982.6515385,19440.57625,1028.3,100,100,100,1028.3
0,0,0,0,0,0,0,0,0,0,0,1,2290000,25416.1636842,41670.4222222,8968.101,9523.0,8263.15693548,12389.14,11178.0,100,100,100,11178
0,1,0,0,0,0,0,0,0,0,0,0,367000,12858.1345455,8140.34625,2150.37608696,922.068,389.26,100,389.26,100,100,100,389.26
0,0,0,0,0,0,0,0,1,0,0,0,709000,44640.7333333,13194.6233333,17834.7908269,100,34510.1275,28886.75375,11041.6,100,100,100,11041.6
0,0,0,0,0,0,0,0,0,0,1,0,1760000,345.84,4.1,100,100,100,100,4.1,100,100,100,4.1
0,0,0,1,0,0,0,0,0,0,0,0,2050000,5870.38888889,10193.19,478.4,62.75,2922.23333333,37.45,37.45,100,100,100,72.8
1,0,0,0,0,0,0,0,0,0,0,0,151000,6943.08451613,3401.25285714,1124.685625,100,4567.24,77.1,499.79,77.1,100,100,77.1
0,0,0,0,0,0,1,0,0,0,0,0,2240000,9639.45111111,8103.07888889,100,100,178.0,178.0,152.25,100,100,100,178
0,0,0,0,0,0,0,0,0,1,0,0,1530000,24042.6826667,2973.569,100,100,8328.74277778,1195.46,1668.3,100,100,100,1668.3
0,0,0,0,0,0,0,0,0,0,0,1,6800000,1413.8,420.0,949.466666667,100,14.3,14.3,14.3,14.3,100,100,14.3
0,0,1,0,0,0,0,0,0,0,0,0,126000,11.6,11.6,17834.7908269,100,8263.15693548,26.05,11.6,100,100,100,11.6
0,1,0,0,0,0,0,0,0,0,0,0,31200000,8048.91454545,30722.925,26486.9528571,100,17180.47,8.25,27127.675,100,100,100,8.2
0,0,1,0,0,0,0,0,0,0,0,0,13500000,7013.22125,7003.15,392.3,100,7004.208,12331.0266667,392.3,100,12031.42,1908.315,392.3
0,0,0,1,0,0,0,0,0,0,0,0,245000,6943.08451613,22047.115,100,100,18167.2266667,650.36,556.52,100,100,100,556.52
0,0,0,0,0,0,0,1,0,0,0,0,162000,12008.6983333,325.333333333,477.441111111,100,48.4,100,48.4,100,100,100,48.4
0,0,0,0,0,0,1,0,0,0,0,0,844000,432.2,432.2,991.885,100,432.2,432.2,432.2,432.2,432.2,432.2,432.2
0,0,0,0,1,0,0,0,0,0,0,0,127000,1103.72,155.325,66.2,100,101.9,5.2,5.2,100,100,100,5.2
0,0,0,0,1,0,0,0,0,0,0,0,451000,313.85,100,100,100,425.2,425.2,425.2,100,100,100,425.2
1,0,0,0,0,0,0,0,0,0,0,0,738000,7656.58,7602.35,17834.7908269,7708.96962963,1516.26,100,100,100,100,100,1516.26
0,0,0,0,0,0,0,0,0,0,0,1,994000,744.15,308.62,31235.6269231,35012.5484615,28326.4923077,367.45,91.4,100,100,100,91.4
0,0,0,0,0,1,0,0,0,0,0,0,898000,4984.10888889,37.05,17834.7908269,100,49.3,100,49.3,100,100,100,49.3
