0,0,0,0,0,0,0,0,1,0,0,0,7000000,1252.88,26062.8333333,56.0,56.0,100,100,1034.9,100,100,100,100,100,56.0,56.0,100,100,100,100,56.0,100,100,100,100,100,100,100,100,100,100,100,56
1,0,0,0,0,0,0,0,0,0,0,0,399000,29706.45,30629.3,45909.95,45909.95,19811.69,19006.2,17834.7908269,100,100,100,100,100,26983.6313333,35710.15,37614.2,100,100,100,45909.95,100,100,100,100,100,100,100,100,100,100,100,37614.2
0,0,0,0,0,0,0,0,0,0,1,0,1410000,39480.3966667,29706.45,28429.1925,22898.825,36348.1,30629.3,17834.7908269,51818.3613333,52162.102,33381.98,19637.67,100,26983.6313333,43371.14,54205.7,100,100,100,45909.95,100,100,100,100,100,100,100,100,100,100,100,54205.7
0,1,0,0,0,0,0,0,0,0,0,0,1230000,44213.58,8362.04083333,14069.6914286,11485.9,20000.8,100,35332.7176471,45074.12,100,100,100,100,36510.0333333,29439.46,20000.8,100,100,100,21722.385,100,100,100,100,100,100,100,100,100,100,100,20000.8
0,0,0,0,0,0,0,0,1,0,0,0,628000,177.0,177.0,100,100,100,100,16973.6681395,31235.6269231,100,100,100,100,177.0,177.0,177.0,177.0,177.0,177.0,969.1625,100,100,100,100,100,100,100,100,100,100,100,177
0,0,0,0,0,0,0,0,0,0,1,0,9700000,18786.9177778,24354.9133333,50900.92,44049.07,13742.67,11892.47,17834.7908269,100,100,100,100,100,26983.6313333,13688.44,100,100,100,100,27242.8133333,100,100,100,100,100,100,100,100,100,100,100,13688.44
1,0,0,0,0,0,0,0,0,0,0,0,2350000,13673.8521429,1357.33,1622.2,1389.09,763.3,1325.2,100,100,100,100,100,100,1260.46666667,1217.43333333,719.8,689.95,100,100,1325.2,100,100,100,100,100,100,100,100,100,100,100,1325.2
1,0,0,0,0,0,0,0,0,0,0,0,318000,2393.57619048,13673.8521429,77.7841666667,151.3175,648.6775,29.2666666667,5390.18341463,2150.37608696,54.7,100,100,100,859.15,689.95,54.7,54.7,100,100,105.633333333,50.55,100,100,100,100,100,100,100,100,100,100,54.7
0,0,0,1,0,0,0,0,0,0,0,0,12300,1154.83176471,4310.62,217.233333333,51.005,89.8,89.8,4649.19,100,100,100,100,100,7808.35,169.35,89.8,89.8,89.8,89.8,1118.4325,89.8,89.8,100,100,100,100,100,100,100,100,100,89.8
0,0,0,0,0,0,0,0,0,0,1,0,235000,7768.075,174.5,174.5,174.5,174.5,174.5,17834.7908269,100,100,100,100,100,1836.84,100,100,100,100,100,174.5,174.5,100,100,100,100,100,100,100,100,100,100,174.5
0,0,0,0,0,0,0,0,1,0,0,0,1020000,3263.12866667,2182.376,2756.1325,173.81,244.23,244.23,27268.8877049,100,100,100,100,100,2303.515,244.23,244.23,244.23,244.23,100,244.23,100,100,100,100,100,100,100,100,100,100,100,244.23
0,0,0,0,0,0,0,0,0,0,0,1,2020000,23707.07,9562.816,296.7,250.75,68.5,49.2,49.2,49.2,100,100,100,100,49.2,49.2,49.2,100,100,100,29.55,100,100,100,100,100,100,100,100,100,100,100,49.2
0,0,0,0,0,0,0,0,0,1,0,0,223000,4162.14857143,19052.25,644.35,25384.59,100,100,5007.15595745,5085.17666667,100,100,100,100,9045.10722222,3721.44,18220.9,5512.425,100,100,2260.0,100,100,100,100,100,100,100,100,100,100,100,2260
0,0,0,0,0,0,0,0,1,0,0,0,182000,2277.62,1252.88,2510.04,809.745714286,19052.25,9562.816,1439.66666667,100,100,100,100,100,18220.9,35869.6333333,52506.4,454.945,452.3,100,415.11,100,100,100,100,100,100,100,100,100,100,100,452.3
0,0,0,0,0,0,0,0,1,0,0,0,427000,2756.1325,12748.9666667,1694.74666667,1823.715,1823.715,1823.715,100,100,100,100,100,100,1229.27666667,100,100,100,100,100,2089.6,100,100,100,100,100,100,100,100,100,100,100,2089.6
0,0,0,0,1,0,0,0,0,0,0,0,500000,45827.24,25464.352,22.0,575.65,406.65,2758.0,35.4,42.7,100,100,100,100,8330.415,42.7,42.7,42.7,100,100,42.7,42.7,42.7,100,100,100,100,100,100,100,100,100,42.7
0,1,0,0,0,0,0,0,0,0,0,0,668000,6684.40125,2584.63,35710.15,1534.15,39.7,39.7,17834.7908269,100,100,100,100,100,39.7,100,100,100,100,100,39.7,100,100,100,100,100,100,100,100,100,100,100,39.7
0,0,0,0,0,0,0,0,1,0,0,0,103000,100,100,100,100,100,100,3604.86733333,2515.7,100,100,100,100,4949.7356,4042.14166667,1114.54,1332.94666667,100,100,23228.0177778,100,100,100,100,100,100,100,100,100,100,100,2515.7
0,0,0,0,0,0,0,0,0,1,0,0,47200,100,100,100,100,100,100,26110.32,896.133333333,100,100,100,100,1114.54,4389.726,2166.975,100,100,100,23228.0177778,1878.0,100,100,100,100,100,100,100,100,100,100,1878
1,0,0,0,0,0,0,0,0,0,0,0,3820000,19321.72,5.1,5.1,100,100,100,100,100,100,100,100,100,5.1,5.1,100,100,100,100,5.1,100,100,100,100,100,100,100,100,100,100,100,5.1
1,0,0,0,0,0,0,0,0,0,0,0,764000,6943.08451613,29246.9785714,6393.55583333,17563.8372727,8220.79454545,7712.43222222,27294.6895349,1699.49,100,100,100,100,13739.2664516,6294.00909091,100,100,100,100,4421.11833333,100,100,100,100,100,100,100,100,100,100,100,2502.11
1,0,0,0,0,0,0,0,0,0,0,0,414000,674.7,23826.8666667,787.633333333,100,100,100,5390.18341463,555.9075,496.46,100,100,100,7004.208,11744.4225,100,100,100,100,1245.0,100,100,100,100,100,100,100,100,100,100,100,1245
0,0,0,0,0,0,0,0,1,0,0,0,439000,25416.1636842,2498.73,168.366666667,222.2,222.2,222.2,9569.96018519,100,100,100,100,100,14870.5843333,222.2,100,100,100,100,222.2,100,100,100,100,100,100,100,100,100,100,100,222.2
0,0,0,0,0,0,0,1,0,0,0,0,696000,2660.775,190.832,357.2,175.55,31.1,31.1,769.728571429,31.1,100,100,100,100,11146.0657333,2893.56666667,31.1,31.1,100,100,31.1,100,100,100,100,100,100,100,100,100,100,100,31.1
0,1,0,0,0,0,0,0,0,0,0,0,701000,26502.9080769,8516.52294118,11062.3163636,9574.35,3362.87,2271.75,16131.7548485,5372.19615385,7649.395,4952.4375,100,100,34171.9597059,5086.5575,171776.725,100,100,100,6277.84,100,100,100,100,100,100,100,100,100,100,100,4413.65
1,0,0,0,0,0,0,0,0,0,0,0,82900000,2510.04,225.455,211.233333333,84.4,40.5,40.5,40.5,100,100,100,100,100,26.05,40.5,100,100,100,100,40.5,100,100,100,100,100,100,100,100,100,100,100,40.5
0,0,0,0,0,1,0,0,0,0,0,0,1980000,66922.675,32307.7742857,42537.825,54562.2,52660.1333333,76282.35,17834.7908269,51506.7108333,37285.804,21656.164,50274.005,51294.978,42445.1725,35407.9,31514.8833333,102442.45,65290.55,80267.9,52660.1333333,100,100,100,100,100,89133.25,80267.9,80267.9,80267.9,80267.9,80267.9,80267.9
0,0,0,0,1,0,0,0,0,0,0,0,1150000,39854.3385714,16636.11875,32307.7742857,48765.18,40210.346,42537.825,17834.7908269,100,100,100,100,100,65142.9133333,42445.1725,100,100,100,100,52660.1333333,100,100,100,100,100,100,100,100,100,100,100,72296.8
0,0,1,0,0,0,0,0,0,0,0,0,798000,100,100,100,100,100,100,949.466666667,100,100,100,100,100,2777.4,2777.4,100,100,100,100,2777.4,100,100,100,100,100,100,100,100,100,100,100,2777.4
0,0,0,0,0,0,0,0,0,0,0,1,6020000,100,100,100,100,100,100,100,100,100,100,100,100,406.28,419.1375,100,100,100,100,0.0,100,100,100,100,100,100,100,100,100,100,100,0
0,0,0,0,0,0,0,0,0,1,0,0,2150000,25416.1636842,9851.91642857,24018.7192308,25589.3781818,25215.21375,23707.07,26486.9528571,8366.77666667,100,100,100,100,30746.4976744,12982.6515385,15225.9215,7322.9525,3745.5,11891.7,11891.7,100,100,100,100,100,100,100,100,100,100,100,11891.7
0,0,0,0,0,0,0,0,0,0,1,0,1630000,20024.636,11713.82,3265.7,927.376666667,100,100,564.3,100,100,100,100,100,58233.9644444,17365.6988889,30608.4825,16919.5666667,1907.1,1907.1,1907.1,100,100,100,100,100,100,100,100,100,100,100,1907.1
0,0,1,0,0,0,0,0,0,0,0,0,1220000,50.8,92.4,92.4,92.4,92.4,92.4,1437.28315789,9143.1,639.75,100,100,100,92.4,100,100,100,100,100,92.4,100,100,100,100,100,100,100,100,100,100,100,92.4
0,0,0,0,0,0,0,0,0,0,1,0,2210000,37782.7218182,8048.91454545,9351.731,26191.75625,19136.96,11749.7771429,26486.9528571,100,100,100,100,100,30746.4976744,13739.2664516,17074.8046667,15225.9215,15531.2307692,27476.4208333,27127.675,100,100,100,100,100,100,100,100,100,100,100,37113.6
1,0,0,0,0,0,0,0,0,0,0,0,11800000,9519.06235294,9196.32,12255.107,41670.4222222,9290.66222222,9648.9,17834.7908269,12859.396,28924.1,100,100,100,8263.15693548,13739.2664516,10374.725,45806.1,22015.9333333,12034.1666667,17606.95,100,100,100,100,100,100,100,100,100,100,100,28924.1
