Moviename,Type,weight
洛杉矶捣蛋计划,喜剧/冒险,0.6199693738242438
落经山,动作/冒险/战争,0.8702996807154438
落跑吧，爱情,爱情/喜剧,0.5266470572282416
绿林大冒险,动画,0.09155176631475245
妈咪侠,喜剧/家庭/励志/亲情,0.351309953015274
马达加斯加的企鹅,动画/喜剧/悬疑,0.4753922813193916
马小乐之玩具也疯狂,动画,0.09155176631475245
玛德2号,喜剧/家庭,0.31976645386458546
麦兜&middot;我和我妈妈,,0.05156649382427688
麦兜·饭宝奇兵,动画,0.09155176631475245
麦兜·饭宝奇兵,动画,0.09155176631475245
曼德拉,纪录片/传记/历史,0.0219677650315783
盲探,动作/惊悚/悬疑,0.7366153918459564
猫脸老太太,惊悚/恐怖/悬疑,0.243915949843127
没女神探,爱情/喜剧,0.5266470572282416
美国队长2：冬日战士,科幻/冒险/动作,1.0234951099209895
美国骗局,剧情/犯罪,0.13017981526766478
美姐,爱情,0.24008282951345553
美丽笨女人,爱情,0.24008282951345553
美女与野兽,,0.05156649382427688
美人邦,爱情/喜剧,0.5266470572282416
美人鱼,喜剧/爱情/科幻/怀旧,0.7453636086893991
美人鱼之海盗来袭,动画/冒险/喜剧,0.7115211401389963
门巴将军,纪实/传记,0.02259348482294846
盟军夺宝队,动作/传记,0.5118755232638039
梦幻岛,爱情,0.24008282951345553
梦幻飞琴,动画,0.09155176631475245
梦想合伙人,爱情/励志/职场/友情,0.25267531324082565
迷魂之密室逃脱,惊悚,0.1421112205107126
迷与狂,喜剧,0.28656422771478607
谜城,动作/犯罪/惊悚,0.7105917983127074
秘术,惊悚/悬疑/冒险/犯罪,0.6440453476666275
密道追踪之阴兵虎符,动作/悬疑/冒险/惊悚,1.0700205379554142
蜜月酒店杀人事件,惊悚/爱情/悬疑,0.4794703373140212
喵星少年漂流记,动画,0.09155176631475245
明日边缘,科幻/动作,0.6900899638115315
明日世界,科幻/悬疑/冒险,0.6235435131654516
鸣梁海战,战争/动作,0.536894534605986
命运派对,惊悚,0.1421112205107126
命中注定,爱情/喜剧,0.5266470572282416
模仿游戏,剧情/传记/战争,0.11324141129006943
模特魅影,惊悚/悬疑,0.23938750780056572
摩登年代,喜剧/爱情,0.5266470572282416
摩尔庄园3：魔幻列车大冒险,动画/家庭/冒险,0.45815913857400953
摩尔庄园3：魔幻列车大冒险,动画/家庭/冒险,0.45815913857400953
摩尔庄园3：魔幻列车大冒险,动画/家庭/冒险,0.45815913857400953
摩尔庄园3：魔幻列车大冒险,动画/家庭/冒险,0.45815913857400953
摩纳哥王妃,纪录片/爱情,0.2432508813939359
魔都凶音,惊悚/恐怖,0.14663966255327388
魔法老师,喜剧/科幻,0.479426307480927
魔法总动员,,0.05156649382427688
魔宫魅影,惊悚/悬疑/爱情/剧情,0.538397458825082
魔幻仙踪,动画,0.09155176631475245
魔警,动作,0.49722788404539064
魔境仙踪,动作/冒险/奇幻,0.8976015991297422
魔镜,惊悚/恐怖,0.14663966255327388
魔镜奇缘,动画/家庭/冒险,0.45815913857400953
魔轮,惊悚/悬疑,0.23938750780056572
魔轮,惊悚/悬疑,0.23938750780056572
魔兽,动作/冒险/奇幻/战争,0.9372682496903377
末日崩塌,灾难/惊悚/动作/冒险,0.9862258377066527
末日浩劫,,0.05156649382427688
末日迷踪,动作/科幻/惊悚,0.8322011843222441
陌路惊笑,惊悚,0.1421112205107126
默守那份情,爱情,0.24008282951345553
谋杀似水年华,爱情/悬疑/犯罪,0.4086118105599127
母亲的梦想,剧情/家庭,0.09212934766086013
木星上行,科幻/动作/冒险,1.0234951099209892
目标战,动作/战争,0.536894534605986
墓穴迷城,惊悚,0.1421112205107126
哪一天我们会飞,爱情/剧情,0.2990099510245162
那件疯狂的小事叫爱情,爱情/喜剧,0.5266470572282416
男人不可以穷,喜剧/励志,0.29613883558339377
男人制造,喜剧,0.28656422771478607
男神抱抱,喜剧/爱情,0.5266470572282416
男神时代,爱情/喜剧,0.5266470572282416
南口1937,战争,0.039666650560595394
你是不是我的爱人,爱情/励志,0.2496574373820632
逆光飞翔,爱情,0.24008282951345553
逆世界,,0.05156649382427688
逆袭,喜剧,0.28656422771478607
年兽大作战,动画/喜剧,0.3781159940295385
念念,爱情/家庭,0.2732850556632549
柠檬,爱情/喜剧,0.5266470572282416
牛胆神偷,喜剧,0.28656422771478607
纽约纽约,爱情,0.24008282951345553
怒放之青春再见,音乐/爱情/青春,0.3025286712907164
虐面人之死灵面膜,惊悚/悬疑,0.23938750780056572
诺亚方舟漂流记,,0.05156649382427688
女汉子真爱公式,爱情/喜剧,0.5266470572282416
女汉子真爱公式,爱情/喜剧,0.5266470572282416
女神跟我走,爱情/喜剧,0.5266470572282416
女生宿舍,惊悚/悬疑,0.23938750780056572
女蛹,惊悚/悬疑/爱情,0.4794703373140212
帕丁顿熊,喜剧/家庭,0.31976645386458546
判我有罪,剧情/悬疑,0.15620340880091385
庞贝末日,动作/冒险,0.8306330301548484
泡沫之夏,爱情,0.24008282951345553
泡沫之夏,爱情,0.24008282951345553
陪安东尼度过漫长岁月,爱情,0.24008282951345553
怦然星动,爱情,0.24008282951345553
痞子英雄：黎明升起,动作/犯罪,0.5684805778019948
飘落的羽毛,爱情,0.24008282951345553
破风,爱情/运动,0.24326977957176185
破坏者,动作/犯罪,0.5684805778019948
破局,爱情/剧情/犯罪,0.3702626447811203
扑通扑通我的人生,剧情,0.058927121511060734
七月半2：前世今生,惊悚/恐怖,0.14663966255327388
七月半之恐怖宿舍,惊悚/恐怖,0.14663966255327388
七月与安生,,0.05156649382427688
奇幻森林,冒险/剧情/奇幻,0.45930083659541243
启功,剧情/传记,0.07357476072947403
汽车人总动员,动画/喜剧/冒险/科幻/励志,0.9139578277737448
千锤百炼,纪实/纪录片/运动,0.014300847543321924
前目的地,,0.05156649382427688
前任2：备胎反击战,爱情/喜剧,0.5266470572282416
前任攻略,爱情/喜剧,0.5266470572282416
潜龙风云,爱情/动作,0.7373107135588461
潜艇总动员3 - 彩虹宝藏,,0.05156649382427688
潜艇总动员4：章鱼奇遇记,动画,0.09155176631475245
潜艇总动员之时光宝盒,动画/冒险,0.42495691242421013
枪过境,动作/剧情/犯罪/悬疑,0.7246839866029086
抢劫坚果店,动画/喜剧/冒险,0.7115211401389963
乔布斯,纪录片/传记,0.01781569109889372
侨女日记,剧情,0.058927121511060734
窃听风云3,动作/犯罪/惊悚/悬疑,0.8078680856025605
亲，别怕鬼宅凶灵,惊悚/恐怖/悬疑,0.243915949843127
亲爱,爱情,0.24008282951345553
亲爱的,剧情/家庭,0.09212934766086013
秦时明月3D电影龙腾万里,动画,0.09155176631475245
青春雷锋,纪实/传记,0.02259348482294846
青春派,爱情/青春,0.30176794525395023
青春时光,爱情/青春,0.30176794525395023
青蛙王国,动画,0.09155176631475245
青蛙王国之冰冻大冒险,动画/喜剧/冒险,0.7115211401389963
青蛙总动员,动画/冒险,0.42495691242421013
倾城,灾难/警匪/动作,0.5383631320040989
情敌蜜月,爱情/喜剧,0.5266470572282416
情笛之爱,歌舞/音乐/儿童,0.01280675355961045
情缘廊桥,爱情,0.24008282951345553
请把你的窗户打开,剧情,0.058927121511060734
穷途,喜剧/爱情,0.5266470572282416
求爱大作战,爱情/喜剧,0.5266470572282416
求爱嫁期,爱情,0.24008282951345553
全城高考,喜剧/爱情/青春,0.5883321729687363
全城通缉,动作/悬疑/犯罪,0.6657568650918478
全民目击,惊悚/悬疑/犯罪,0.31064020155716976
全能囧爸,喜剧,0.28656422771478607
拳霸风云,动作/爱情,0.7373107135588461
让爱绽放,爱情,0.24008282951345553
让熊猫飞,喜剧,0.28656422771478607
热血男人帮,喜剧,0.28656422771478607
人间&middot;小团圆,,0.05156649382427688
人间蒸发,惊悚/悬疑,0.23938750780056572
人皮拼图,惊悚/恐怖/悬疑,0.243915949843127
忍者神龟：变种时代,动作/冒险,0.8306330301548484
忍者神龟2：破影而出,动作/喜剧/冒险,1.1171972578696345
撒娇女人最好命,爱情,0.24008282951345553
萨米大冒险2,,0.05156649382427688
赛尔号4大电影：圣魔之战,动画/冒险,0.42495691242421013
赛尔号5：雷神崛起,动画/儿童/冒险,0.430923936794628
赛尔号大电影3之战神联盟,动画,0.09155176631475245
三城记,爱情,0.24008282951345553
三更车库,惊悚/恐怖,0.14663966255327388
三人行,动作/惊悚/犯罪,0.7105917983127074
三小强,动画,0.09155176631475245
三月情流感,爱情/喜剧,0.5266470572282416
三只小猪与神灯,动画/励志/儿童/喜剧,0.39365762626856404
伞头和他的女人,爱情,0.24008282951345553
扫毒,动作/犯罪/警匪,0.5961342387196112
森林战士,动画,0.09155176631475245
杀戒,爱情/悬疑,0.3373591168033086
杀破狼2,动作/犯罪/警匪,0.5961342387196112
鲨滩,惊悚/恐怖/剧情,0.20556678406433462
山河故人,剧情,0.058927121511060734
山花烂漫时,剧情/青春,0.12061223725155541
闪魂,惊悚/犯罪,0.21336391426731666
赏金猎人,动作/喜剧/剧情,0.8427192332712374
少年班,喜剧/青春,0.34824934345528075
少年毛泽东,动画/冒险/儿童,0.4309239367946279
少年师爷之大禹宝藏,动画/儿童,0.09751879068517025
少女灵异日记,惊悚,0.1421112205107126
少女哪吒,剧情,0.058927121511060734
舌尖上的新年,纪录片,0.0031680518804804224
深海挑战,纪录片,0.0031680518804804224
深情约定,剧情,0.058927121511060734
深夜前的五分钟,爱情,0.24008282951345553
神笔马良,动画,0.09155176631475245
神剑传奇,动画,0.09155176631475245
神秘世界历险记2,动画/家庭/冒险,0.45815913857400953
神秘世界历险记3,动画/奇幻/冒险,0.49192548139910414
神奇,动作/运动/爱情/科幻/励志,0.942934351251901
神兽金刚之青龙再现,,0.05156649382427688
神探驾到,喜剧/爱情/悬疑,0.6239233445180946
神探夏洛克,剧情/悬疑/犯罪,0.2274561025575179
神偷奶爸2,动画,0.09155176631475245
神战：权力之眼,动作/冒险,0.8306330301548484
生化危机5：惩罚,动作/惊悚/科幻,0.8322011843222441
圣杯神器：骸骨之城,奇幻/动作/冒险/悬疑,0.9948778864195956
圣诞大赢家,动画/喜剧,0.3781159940295385
圣诞玫瑰,惊悚/犯罪/悬疑,0.31064020155716976
圣龙奇兵大冒险,动画,0.09155176631475245
剩者为王,爱情/喜剧/都市,0.52826482034834
失孤,剧情,0.058927121511060734
失眠男女,爱情,0.24008282951345553
师父,动作/武侠,0.5085732696025721
十二公民,剧情/犯罪,0.13017981526766478
十万个冷笑话,动画/喜剧,0.3781159940295385
十万伙急,喜剧/悬疑,0.38384051500463917
十月初五的月光,爱情,0.24008282951345553
石榴树上结樱桃,爱情/黑色/农村,0.24008444563349032
石器时代之百万大侦探,喜剧,0.28656422771478607
时光大战,科幻/动作,0.6900899638115315
时光恋人,爱情/幻想,0.2401191724396879
时间都去哪了,爱情,0.24008282951345553
史努比：花生大电影,动画/喜剧/家庭/冒险,0.7447233662887957
史前怪兽,动作/惊悚/冒险,0.9727442506655609
使徒行者,动作/警匪/悬疑,0.6221578322528603
守梦者,剧情/犯罪/悬疑,0.2274561025575179
鼠来宝4：萌在囧途,动画/冒险/喜剧,0.7115211401389963
双生灵,惊悚/悬疑,0.23938750780056572
双雄,动作/犯罪/冒险,0.9018857239114525
谁的青春不迷茫,爱情/青春/友情,0.30406706745700507
谁动了我的梦想,爱情/喜剧,0.5266470572282416
谁说我们不会爱,爱情/青春,0.30176794525395023
谁偷了我的菜,喜剧,0.28656422771478607
水果宝贝之水果总动员,动画,0.09155176631475245
睡在我上铺的兄弟,爱情/怀旧,0.26593730120847214
顺风车,喜剧/爱情,0.5266470572282416
私奔B计划,,0.05156649382427688
私人订制,喜剧/贺岁,0.29364834786997057
斯大林格勒,,0.05156649382427688
死亡笔记,惊悚/恐怖/悬疑,0.243915949843127
死亡派对,惊悚/悬疑,0.23938750780056572
死亡邮件,惊悚/犯罪/悬疑,0.31064020155716976
死亡游戏,惊悚,0.1421112205107126
死亡之谜之双鱼玉佩,动作/惊悚/悬疑,0.7366153918459564
四大名捕2,动作/悬疑/古装,0.6224860565244155
四大名捕大结局,动作/古装/爱情/悬疑,0.862568886037871
速度与激情6,动作/犯罪/冒险,0.9018857239114525
速度与激情7,动作/犯罪/惊悚,0.7105917983127074
所以……和黑粉结婚了,爱情,0.24008282951345553
索命暹罗之按摩师,惊悚/悬疑/恐怖,0.243915949843127
他是龙,,0.05156649382427688
踏雪寻梅,剧情,0.058927121511060734
太极侠,动作/冒险/武侠,0.8419784157120298
太空熊猫历险记,动画,0.09155176631475245
太空熊猫英雄归来,动画/冒险,0.42495691242421013
太空熊猫总动员,动画,0.09155176631475245
太平轮（上）,爱情/战争,0.27974948007405087
太平轮：彼岸,爱情/战争,0.27974948007405087
泰迪熊之玩具大战,动画/喜剧/冒险,0.7115211401389963
泰山归来：险战丛林,动作/冒险,0.8306330301548484
探秘者,剧情/冒险,0.3923322676205184
唐人街探案,喜剧/动作/悬疑,0.8810683990500298
唐人街探案,喜剧/动作/悬疑,0.8810683990500298
糖果世界大冒险,动画/冒险/奇幻,0.49192548139910414
逃出生天3D,灾难/动作/冒险,0.8441146171959402
特工艾米拉,动作,0.49722788404539064
特功明星,动画/喜剧/冒险/动作,1.2087490241843868
特警判官,动作/科幻,0.6900899638115315
特殊身份,动作/犯罪,0.5684805778019948
特种部队：全面反击,动作/冒险/科幻/惊悚,1.165606330431702
提款机,剧情,0.058927121511060734
天边的孩子,剧情,0.058927121511060734
天才眼镜狗,动画,0.09155176631475245
天河,剧情,0.058927121511060734
天机&middot;富春山居图,,0.05156649382427688
天将雄师,动作/古装/战争/爱情,0.8049592493086134
天亮&middot;分手,,0.05156649382427688
天亮;分手,,0.05156649382427688
天亮分手,,0.05156649382427688
天亮之前,爱情/黑帮,0.24040847680161814
天使：生命处方,剧情,0.058927121511060734
天台爱情,歌舞/爱情/动作,0.7433897167112726
甜蜜杀机,动作/爱情,0.7373107135588461
甜蜜十八岁,爱情/青春,0.30176794525395023
甜心巧克力,爱情,0.24008282951345553
挑战者联盟,动画/动作,0.5887796503601431
铁娘子：坚固柔情,纪录片/传记,0.01781569109889372
铁拳,,0.05156649382427688
铁血娇娃,动作/冒险,0.8306330301548484
听见下雨的声音,爱情/音乐,0.24084355555022177
听说,爱情/家庭,0.2732850556632549
通灵神探,科幻/动作/悬疑/犯罪,0.8586189448579887
通灵之六世古宅,惊悚/恐怖,0.14663966255327388
同城邂逅,爱情/喜剧,0.5266470572282416
同谋,惊悚/悬疑/动作/惊秫,0.7401779981303421
同桌的妳,爱情/青春,0.30176794525395023
头脑特工队,动画/喜剧/家庭/冒险,0.7447233662887957
屠魔战士,动作/科幻,0.6900899638115315
土豪520,爱情/喜剧,0.5266470572282416
兔侠之青黎传说,动画/冒险,0.42495691242421013
团圆,爱情/亲情,0.26205172079553635
推拿,爱情,0.24008282951345553
托马斯和朋友们多多岛之迷失宝藏,动画,0.09155176631475245
脱轨时代,爱情,0.24008282951345553
完美超越,喜剧,0.28656422771478607
完美假妻168,爱情/喜剧/悬疑,0.6239233445180946
玩命剧组,,0.05156649382427688
玩命时光,动作/喜剧/魔幻/爱情,1.0581272957960344
玩命速递：重启之战,动作/犯罪/惊悚,0.7105917983127074
万万没想到,喜剧/古装/冒险,0.6479512590134154
万物生长,爱情/青春,0.30176794525395023
亡命地中海,惊悚/悬疑,0.23938750780056572
王朝的女人&middot;杨贵妃,,0.05156649382427688
王朝的女人;杨贵妃,,0.05156649382427688
王朝的女人杨贵妃,,0.05156649382427688
王牌,战争/悬疑,0.1369429378504485
王牌情敌,喜剧/爱情/贺岁,0.533731177383426
王牌特工：特工学院,动作/冒险/喜剧,1.1171972578696345
王子与108煞,动画/动作/冒险,0.9221847964696008
妄想症,惊悚/恐怖/悬疑,0.243915949843127
忘了去懂你,爱情/家庭,0.2732850556632549
危城,动作/武侠/古装,0.5365551547917439
危机行动,,0.05156649382427688
危情营救,动作/犯罪,0.5684805778019948
微爱之渐入佳境,爱情/喜剧,0.5266470572282416
微微一笑很倾城,爱情/奇幻/校园,0.3093108089009393
为爱放手,爱情,0.24008282951345553
味道中国,纪实/记录,0.007997782561069634
我爱的是你爱我,爱情,0.24008282951345553
我爱灰太狼2,动画,0.09155176631475245
我爸比我小四岁,喜剧/儿童/家庭,0.32573347823500326
我不是王毛,喜剧/战争,0.3262308782753815
我不是贼,喜剧,0.28656422771478607
我的“狐朋狗友”,喜剧/动作/爱情,1.0238749412736323
我的1000万,剧情/悬疑,0.15620340880091385
我的播音系女友,爱情,0.24008282951345553
我的个神啊,,0.05156649382427688
我的老婆是明星,喜剧/爱情,0.5266470572282416
我的老婆是只猫,动画,0.09155176631475245
我的美丽王国,爱情/喜剧,0.5266470572282416
我的男男男男朋友,爱情/喜剧/浪漫/都市,0.5288188897545869
我的男友和狗,爱情,0.24008282951345553
我的青春蜜友,爱情,0.24008282951345553
我的青春期,爱情/喜剧,0.5266470572282416
我的少女时代,爱情/喜剧,0.5266470572282416
我的特工爷爷,动作/惊悚/悬疑,0.7366153918459564
我的新野蛮女友,爱情/喜剧,0.5266470572282416
我的早更女友,爱情/喜剧,0.5266470572282416
我的战争,,0.05156649382427688
我就是我,爱情,0.24008282951345553
我们毕业的夏天,爱情/喜剧,0.5266470572282416
我们毕业啦,爱情/青春,0.30176794525395023
我们诞生在中国,纪录片,0.0031680518804804224
我们的十年,,0.05156649382427688
我是大熊猫之熊猫大侠,动画/冒险,0.42495691242421013
我是狼之火龙山大冒险,动画,0.09155176631475245
我是路人甲,喜剧/爱情/青春/励志,0.5979067808373439
我是你的野蛮女友,爱情/喜剧,0.5266470572282416
我是女王,爱情,0.24008282951345553
我是谁2015,动作/喜剧,0.7837921117601767
我是证人,剧情/悬疑/青春,0.2178885245414085
我为相亲狂,爱情/喜剧,0.5266470572282416
我想和你好好的,爱情,0.24008282951345553
我要你开花,喜剧,0.28656422771478607
我在路上最爱你,爱情,0.24008282951345553
我只要我们在一起,爱情,0.24008282951345553
我最好朋友的婚礼,爱情/喜剧,0.5266470572282416
卧虎藏龙：青冥宝剑,动作/冒险,0.8306330301548484
无处可逃,惊秫/犯罪,0.07481530004098982
无敌小飞猪,喜剧/儿童/魔幻,0.32678360660760625
无人区,动作/公路/西部,0.5165166191196009
午夜43路,惊悚/恐怖,0.14663966255327388
午夜火车,惊悚,0.1421112205107126
午夜微博,惊悚,0.1421112205107126
午夜寻访录,恐怖,0.004528442042561299
勿忘初心,剧情/喜剧,0.3454913492258468
西柏坡2：王二小,动画,0.09155176631475245
西藏天空,剧情/历史/主旋律,0.06317004422031602
西游&middot;降魔篇,,0.05156649382427688
西游记之大闹天宫,魔幻/动作/爱情,0.7715630680812486
西游记之大圣归来,动画/动作,0.5887796503601431
西游记之孙悟空三打白骨精,奇幻/动作/喜剧,0.8507606807350707
西游新传2：真心话大冒险,动画/儿童/冒险/喜剧,0.717488164509414
犀利人妻,爱情/剧情,0.2990099510245162
喜剧王,喜剧,0.28656422771478607
喜马拉雅天梯,剧情/纪录片,0.06209517339154116
喜羊羊与灰太狼之飞马奇遇记,动画,0.09155176631475245
喜羊羊与灰太狼之喜气羊羊过蛇年,动画,0.09155176631475245
喜羊羊与灰太狼之羊年喜羊羊,动画/喜剧,0.3781159940295385
侠探杰克,动作/犯罪,0.5684805778019948
下一站再爱你,爱情,0.24008282951345553
夏洛特烦恼,喜剧/爱情/青春,0.5883321729687363
夏日示爱,爱情,0.24008282951345553
夏有乔木 雅望天堂,爱情/青春,0.30176794525395023
相伴库里申科,剧情,0.058927121511060734
向阳花开,爱情/音乐/喜剧,0.5274077832650078
像素大战,动作/喜剧/科幻,0.9766541915263176
消失爱人,爱情/悬疑,0.3373591168033086
消失的凶手,动作/悬疑,0.5945041713352438
萧红,爱情,0.24008282951345553
小黄人大眼萌,动画/喜剧/家庭,0.4113182201793379
小蚂蚁之环球大冒险,动画/冒险,0.42495691242421013
小门神,动画/喜剧,0.3781159940295385
小魔仙之黑魔法来袭,,0.05156649382427688
小神来了,喜剧/家庭/儿童,0.32573347823500326
小时代,爱情/青春,0.30176794525395023
小时代:青木时代,,0.05156649382427688
小时代3：刺金时代,爱情/青春,0.30176794525395023
小时代4：灵魂尽头,爱情/青春/喜剧,0.5883321729687363
小时代4：灵魂尽头（纪录片版）,爱情/青春/喜剧,0.5883321729687363
小王子,,0.05156649382427688
小小飞虎队,动作/儿童/喜剧,0.7897591361305945
小羊肖恩,动画/冒险/喜剧,0.7115211401389963
小猪班纳大电影之梦想大“帽”险,动画/冒险,0.42495691242421013
校车,纪实,0.007945845604535162
校花诡异事件,惊悚/恐怖/灵异,0.1469527997420795
笑功震武林,喜剧/动作,0.7837921117601767
心花路放,喜剧/爱情/公路,0.5430378212248451
心迷宫,剧情/犯罪/悬疑,0.2274561025575179
心战,惊悚/犯罪,0.21336391426731666
心咒,惊悚/恐怖,0.14663966255327388
辛巴达历险记2,动画,0.09155176631475245
辛巴达历险记2013,动画,0.09155176631475245
新步步惊心,爱情,0.24008282951345553
新大头儿子和小头爸爸2一日成才,动画/儿童,0.09751879068517025
新大头儿子和小头爸爸之秘密计划,动画,0.09155176631475245
新年行动,,0.05156649382427688
新年来啦之大闹除夕,动画,0.09155176631475245
新娘大作战,爱情/喜剧,0.5266470572282416
星爸客,,0.05156649382427688
星际穿越,科幻/冒险/亲情/悬疑,0.6455124044475327
星际迷航：暗黑无界,科幻/动作/冒险,1.0234951099209892
星际迷航3：超越星辰,科幻/动作/冒险,1.0234951099209892
星球大战：原力觉醒,动作/冒险/科幻,1.0234951099209892
星语心愿之再爱,爱情,0.24008282951345553
猩球崛起：黎明之战,科幻/动作,0.6900899638115315
刑警兄弟,喜剧,0.28656422771478607
幸福很囧,喜剧/爱情/亲情,0.5486159485103224
幸福快递,爱情/青春/励志,0.3113425531225579
幸福梦想,纪实/爱情/亲情,0.2699975664000715
幸福中转栈,喜剧/爱情,0.5266470572282416
幸运是我,剧情/亲情,0.08089601279314157
幸运是我,剧情/亲情,0.08089601279314157
熊出没之夺宝熊兵,动画,0.09155176631475245
熊出没之熊心归来,动画/喜剧/冒险,0.7115211401389963
熊出没之雪岭熊风,动画/喜剧/冒险,0.7115211401389963
绣春刀,动作/古装/悬疑,0.6224860565244155
轩辕剑传奇,魔幻/武侠/古装/动作,0.5708075093141461
悬战,动作/悬疑/犯罪,0.6657568650918478
旋风九日,纪实/纪录片/历史,0.015265971417700164
雪国列车,科幻,0.19286207976614092
血彩,惊悚,0.1421112205107126
寻龙诀,惊悚/冒险/动作,0.9727442506655609
寻找心中的你,爱情/剧情,0.2990099510245162
寻找心中的你,爱情/剧情,0.2990099510245162
驯龙高手2,动画,0.09155176631475245
驯龙骑士,,0.05156649382427688
亚马逊萌猴奇遇记,,0.05156649382427688
阳光留守,纪实/儿童,0.013912869974952955
阳光总在风雨后,爱情,0.24008282951345553
杨光的快乐生活,喜剧,0.28656422771478607
洋妞到我家,喜剧/家庭,0.31976645386458546
妖医,,0.05156649382427688
摇滚藏獒,动画/音乐,0.09231249235151871
摇滚英雄,爱情/青春/音乐,0.3025286712907165
野草莓,爱情/青春,0.30176794525395023
叶问：终极一战,动作/传记,0.5118755232638039
叶问3,动作/传记,0.5118755232638039
夜半哭声,惊悚/恐怖,0.14663966255327388
夜半梳头,惊悚/恐怖,0.14663966255327388
夜孔雀,爱情/剧情/文艺,0.30488543720564554
夜魔人,惊悚/恐怖,0.14663966255327388
夜魔人,惊悚/恐怖,0.14663966255327388
夜幕惊魂,惊悚/喜剧,0.42867544822549863
夜莺,爱情,0.24008282951345553
一步之遥,喜剧/歌舞/爱情,0.5327260603806679
一场风花雪月的事,爱情/动作/警匪,0.7649643744764627
一触即发,动作/惊悚,0.6393391045561032
一代宗师,动作/传记,0.5118755232638039
一代宗师3D,动作/传记,0.5118755232638039
一个人的武林,动作/悬疑/警匪/功夫/爱情,0.8647904731295136
一个勺子,喜剧/冒险,0.6199693738242438
一个温州的女人,爱情/家庭,0.2732850556632549
一号目标,动作/悬疑/剧情,0.6534312928463045
一家老小向前冲,喜剧,0.28656422771478607
一路惊喜,爱情,0.24008282951345553
一路狂奔,喜剧,0.28656422771478607
一路顺疯,喜剧,0.28656422771478607
一路向前,爱情/喜剧,0.5266470572282416
一念天堂,喜剧,0.28656422771478607
一切都好,喜剧,0.28656422771478607
一生一世,爱情,0.24008282951345553
一万年以后,动作,0.49722788404539064
一夜惊喜,爱情/喜剧,0.5266470572282416
一座城池,喜剧/青春,0.34824934345528075
移动迷宫,科幻/悬疑,0.290138367055994
移动迷宫2,动作/科幻/惊悚,0.8322011843222441
遗落战境,动作/冒险/科幻/惊悚,1.165606330431702
蚁人,科幻/动作/冒险,1.0234951099209892
异种,惊悚/恐怖/悬疑,0.243915949843127
意外的恋爱时光,爱情/喜剧/公路,0.5430378212248451
因为谷桂花,剧情,0.058927121511060734
银河护卫队,动作/冒险/科幻,1.0234951099209892
英雄之战,动作/冒险,0.8306330301548484
硬汉奶爸,喜剧/家庭/亲情,0.3417353451466663
永不消失的广播,战争,0.039666650560595394
永远的焦裕禄,纪实,0.007945845604535162
永远的守望,剧情/犯罪/家庭,0.16338204141746418
犹太女孩在上海2：项链密码,动画/冒险,0.42495691242421013
有一个地方只有我们知道,爱情/喜剧/青春,0.5883321729687363
有一天,剧情/儿童,0.06489414588147853
有种,爱情/青春/都市,0.3033857083740486
有种你爱我,爱情/喜剧,0.5266470572282416
诱狼,战争/历史/动作,0.5410466085386706
与贼同屋,爱情/悬疑,0.3373591168033086
缘份,爱情/喜剧/剧情/怀旧,0.6114286504343189
缘来是游戏,爱情/喜剧,0.5266470572282416
猿创世界之熊孩子部落,动画,0.09155176631475245
怨灵,惊悚/恐怖,0.14663966255327388
怨灵人偶,惊悚/恐怖/灵异,0.1469527997420795
约定倒计时,爱情/喜剧,0.5266470572282416
越来越好之村晚,喜剧/贺岁,0.29364834786997057
越位者,动作/犯罪,0.5684805778019948
云图,科幻/惊悚/悬疑,0.4322495875667066
云中行走,剧情/传记/冒险,0.4069799068389317
再爱一次好不好,爱情/喜剧,0.5266470572282416
再次出发,喜剧/爱情/音乐,0.5274077832650078
再见，在也不见,爱情/剧情/同性,0.2991119139969879
再见我们的十年,爱情/喜剧,0.5266470572282416
再生之乐,剧情/喜剧,0.3454913492258468
在世界中心呼唤爱,爱情,0.24008282951345553
在一起,爱情,0.24008282951345553
咱们结婚吧,爱情,0.24008282951345553
赞鸟历险记,,0.05156649382427688
早安，冬日海,爱情,0.24008282951345553
早见，晚爱,爱情,0.24008282951345553
宅女侦探桂香,爱情/悬疑,0.3373591168033086
战火中的芭蕾,战争,0.039666650560595394
战狼,动作/战争,0.536894534605986
张震讲故事之鬼迷心窍,惊悚/悬疑,0.23938750780056572
张震讲故事之合租屋,惊悚/剧情,0.2010383420217733
张震讲故事之合租屋,惊悚/剧情,0.2010383420217733
章鱼哥,动画/爱情,0.331634595828208
长江7号：超萌特攻队,动画/喜剧/家庭,0.4113182201793379
长江图,爱情/奇幻,0.3070513984883495
这里的黎明静悄悄,,0.05156649382427688
真相禁区,动作/悬疑/犯罪,0.6657568650918478
枕边诡影,惊悚/爱情,0.3821940500241681
枕边有张脸,惊悚,0.1421112205107126
蒸发太平洋,科幻/冒险/悬疑,0.6235435131654518
拯救大明星,动画,0.09155176631475245
整容日记,喜剧/都市,0.28818199083488444
整形师·脸,剧情,0.058927121511060734
正骨,战争/传记/历史,0.058466363711693274
郑和1405：魔海寻踪,动画,0.09155176631475245
栀子花开,爱情/青春,0.30176794525395023
止杀令,动作/战争/历史,0.5410466085386706
制服,惊悚,0.1421112205107126
致命对决,动作/惊悚,0.6393391045561032
致命黑兰,动作/惊悚/冒险,0.9727442506655609
致命闪玩,惊悚/悬疑/冒险,0.5727926539100234
