date,box,name_meta,moviename,stars,faxing,zhizuo,daoyan,zhizuor,theme
22/7/2016,730.92,巴霍巴利王：开端,巴霍巴利王：开端,帕拉巴斯;帕拉巴斯;特曼娜·芭蒂亚;特曼娜·芭蒂亚;纳赛尔;纳赛尔;安努舒卡·谢蒂;安努舒卡·谢蒂;拉纳·达格巴帝;拉纳·达格巴帝;挲塞亚拉杰;挲塞亚拉杰;拉米雅·克利须那;拉米雅·克利须那;,E Stars Films ;E Stars Films ;华夏电影发行有限责任公司;华夏电影发行有限责任公司;Twin Co. Ltd. ;Twin Co. Ltd. ;Splendid Film ;Splendid Film ;Sun Distribution ;Sun Distribution ;Circuito Cinema ;Circuito Cinema ;MVP Pictures ;MVP Pictures ;Entermode ;Entermode ;Ayngaran Video ;Ayn,Arka Mediaworks ;Arka Mediaworks ;印度阿卡媒体公司;印度阿卡媒体公司;,S.S. Rajamouli ;S.S. Rajamouli ;s·s·拉贾穆里;s·s·拉贾穆里;,Prasad Devineni ;Prasad Devineni ;Natarajan Ramji ;Natarajan Ramji ;Iliya Sotirov ;Iliya Sotirov ;Shobu Yarlagadda ;Shobu Yarlagadda ;Valli Keeravaani ;Valli Keeravaani ;,
31/1/2013,4440.69,巴啦啦小魔仙,巴啦啦小魔仙,王蕙;袁奇峰;周娇;曾挚;唐梦娅;廖景萱;梁慧芸;黄安仪;孙圳;孙睿;刘美含;,卡通先生影业有限公司;,广东奥飞动漫文化股份有限公司;上海炫动传播股份有限公司;卡通先生影业有限公司;湖南电视台金鹰卡通卫视;广东电视台;北京电视台;浙江电视台少儿频道;广东电视台卫视嘉佳卡通卫视;,李欣;叶凯;,,魔幻/冒险/儿童
23/1/2014,1871.65,巴啦啦小魔仙之魔法的考验,巴啦啦小魔仙之魔法的考验,赵今麦;王慧;崔倓;杨心仪;香奈儿;刘黛希;陈雨薇;徐可;,北京光线影业有限公司;,广州奥飞文化传播有限公司;,李欣;刘浩;于人;,,魔幻/冒险/儿童
1/10/2015,3616.4,巴啦啦小魔仙之魔箭公主,巴啦啦小魔仙之魔箭公主,赵今麦;刘黛希;香奈儿·辛普森;赵粤;戴萌;,奥飞影业投资（北京）有限公司;大银幕(北京)电影发行控股有限公司;奥飞影业（上海）有限公司;,奥飞影业投资（北京）有限公司;北京卡酷动画卫视;大银幕(北京)电影发行控股有限公司;奥飞影业（上海）有限公司;,陈诚;,,魔幻/儿童/冒险
31/7/2015,1772.6,巴黎假期,巴黎假期,胡静;刘梓妍;雷宇扬;古天乐;陈友;吴嘉龙;陈家乐;卫诗雅;郭采洁;方中信;徐正曦;文咏珊;,合一影业有限公司;寰宇纵横世纪电影发行（北京）有限公司;大银幕(北京)电影发行控股有限公司;,寰宇娱乐有限公司;合一影业有限公司;广州英明文化传播有限公司;广东奥飞动漫文化股份有限公司;太阳娱乐文化有限公司;北京剧魔影业投资管理有限公司;保利影业投资有限公司;,阮世生;,,爱情/喜剧
10/2/2013,174.64,巴黎淘气帮,,,,,,,
19/2/2015,11109.45,爸爸的假期,爸爸的假期,郭涛;李菁;田亮;张亮;王太利;王岳伦;王诗龄;张悦轩;郑京虎;王伟;林志颖;隋凯;成彬;成俊;郭子睿;小小志;张光;张蓓蓓;金正勋;成东日;,华夏电影发行有限责任公司;,浙江横店影视制作有限公司;北京大安映画文化传媒公司;浙江淘宝网络有限公司;上海酷哇伊文化传媒有限公司;北京时代星空文化传媒有限公司;喀什蓝色火焰文化传媒有限公司;上海若木影视投资有限公司;北京嘉宝伯锐国际文化传媒有限公司;北京宣艺天地文化传媒有限公司;王岳伦（上海）影视文化工作室;,王岳伦;,,喜剧/家庭
26/8/2016,9.61,爸爸的木房子,爸爸的木房子,杜雨露;朱丹;周雄厚;张科;曹操;杜奕衡;,浙江博瑞影视制作有限公司;,浙江博瑞影视制作有限公司;河南枫岭影视传媒有限公司;浙江东阳言鼎影视传媒有限公司;,李得胜;得胜与鲍勃;得胜;鲍勃;,申屠建;王童;刘妍;申屠杰华;贾力;徐良洪;张屹;杜虹飞;贾红亮;艺洁兰;何雷;徐金东;王威;申屠刚;,剧情/亲情
31/1/2014,64351.73,爸爸去哪儿,爸爸去哪儿,郭涛;何炅;田亮;张亮;王岳伦;李锐;王诗龄;张悦轩;田雨橙;林志颖;郭子睿;小小志;,北京光线影业有限公司;,上海天娱传媒有限公司;广东百合蓝色火焰文化传媒股份有限公司;,林妍;谢涤葵;,,纪实/真人秀/亲情
19/2/2015,22169.31,爸爸去哪儿2,爸爸去哪儿2,陆毅;黄磊;杨威;黄忆慈;曹格;曹三丰;曹华恩;陆雨萱;杨文昌;,乐视影业（北京）有限公司;,乐视影业（北京）有限公司;北京天娱传媒有限公司;长沙惠美文化传播有限公司;和力辰光国际文化传媒（北京）有限公司;,谢涤葵;,,纪实/纪录片/家庭/儿童
22/1/2016,13.19,爸爸我来救你了,爸爸我来救你了,钱枫;黄一飞;马兆壮;杨一方;李尚翼;王子瑄;梁昊燃;曾杰;张海龄;高腾;刘汉强;,北京斓景盛世文化传媒有限公司;,上海电影（集团）有限公司;上海轩煌影视文化传媒有限公司;上海煊祖文化传播有限公司;羽高（上海）投资管理中心;,叶田;,,喜剧/动作/冒险/儿童
31/7/2014,37103.04,白发魔女传之明月天国,白发魔女传之明月天国,范冰冰;王学兵;黄晓明;倪大红;赵文卓;童瑶;叶童;李欣汝;严屹宽;,华夏电影发行有限责任公司;万达影视传媒有限公司;,博纳影视娱乐有限公司;万达影视传媒有限公司;优酷土豆;,张之亮;,,动作/武侠/古装
28/9/2013,3047.95,白狐,白狐,高虎;周亚平;游本昌;巩新亮;郭明翔;殷果儿;庄洁梦;姚菲菲;惠英红;张智霖;陈哈妮;井凌潇;李欣宸;孙子珺;王祉萱;马樱侨;关智斌;,浙江东阳四月天影视文化有限公司;,浙江横店影视制作有限公司;浙江东阳四月天影视文化有限公司;北京东方歌典文化传播有限公司;,牛朝阳;,,魔幻/爱情
21/3/2014,9316.61,白日焰火,白日焰火,王学兵;廖凡;倪景阳;余皑磊;桂纶镁;王景春;,华谊兄弟传媒股份有限公司;江苏幸福蓝海影业有限责任公司;,江苏幸福蓝海影业有限责任公司;博雅德中国娱乐有限公司;,刁亦男;,,爱情/犯罪
26/8/2016,171.28,白雪公主和三只小猪,白雪公主和三只小猪,任志宏;倪虹洁;,浙江东阳四月天影视文化有限公司;,浙江东阳四月天影视文化有限公司;北京菲尔幕文化传媒有限公司;山西菲尔幕文化传媒有限公司;,莎莉;,尚相谦;牛朝阳;董婵妞;,动画/冒险
21/8/2014,1758.83,白雪公主之矮人力量,白雪公主之矮人力量,,华夏电影发行有限责任公司;,广州金川文化有限公司;,刘芳;邱浩强;,,动画/冒险/喜剧
14/8/2015,1023.07,白雪公主之神秘爸爸,白雪公主之神秘爸爸,高枫;曹旭鹏;晓晏;阿杰;瞿澳晖;林兰;王冠男;阎萌萌;马斑马;,杭州寰耀影视文化传媒有限公司;东阳天天尚映影业有限公司;,杭州寰耀影视文化传媒有限公司;东莞市莞宣文化传播有限公司;深圳比克非凡文化创意有限公司;,赵奔;,,动画/家庭/冒险/喜剧
3/4/2015,2422.48,白幽灵传奇之绝命逃亡,白幽灵传奇之绝命逃亡,石凉;吉克隽逸;苏嘉杭;尼古拉斯·凯奇;安志杰;刘亦菲;史蒂文·达兹;苏嘉航;海登·克里斯滕森;罗恩·斯穆安伯格;保罗·菲利普·克拉克;,华夏电影发行有限责任公司;北京云影博纳影视发行有限公司;,华夏电影发行有限责任公司;北京航美影视文化有限公司;中视云投文化产业投资有限公司;合一信息技术（北京）有限公司;阿里巴巴（中国）网络技术有限公司;澳洲极光影业公司;麦克斯传媒有限公司;22h22有限责任公司;君舍文化投资（北京）有限公司;重庆中盛衡顺广告公司;北京响巢国际传媒股份有限公司;红星坞娱乐传媒投资有限公司;加拿大传媒投资有限公司;加拿大塞维亚电影有限公司;英国诺特瑞斯电影制作有限公司;美国冰川电影有限公司;,尼克·鲍威尔;,,动作/战争
11/4/2014,2373.34,百变爱人,百变爱人,薛家燕;方力申;许冠文;元秋;王敏德;岑丽香;王李丹妮;鲁芬;庄思敏;王菀之;郭伟亮;王祖蓝;,江苏幸福蓝海院线有限责任公司;广州美亚华天下电影发行有限公司;四川省太平洋电影院线有限公司;珠江影业传媒股份有限公司;重庆保利万和院线;浙江时代电影大世界有限公司;,香港银都机构有限公司;珠江影业传媒股份有限公司;盛合经纬文化传媒（香港）有限公司;喜洋洋电影工作坊有限公司;,叶念琛;,,喜剧
28/4/2013,190.87,百家乐翻天,百家乐翻天,玛莉亚;柯蓝;罗家英;杜汶泽;邹凯光;黄文慧;薛凯琪;伍允龙;金刚;朱咪咪;温超;,,香港晶艺电影事业有限公司;,王晶;,,喜剧
6/5/2016,4810.52,百鸟朝凤,百鸟朝凤,张喜前;陶泽如;李岷城;郑伟;胡先煦;迟蓬;嵇波;,北京聚合影联文化传媒有限公司;,北京聚合影联文化传媒有限公司;北京劳雷影业有限公司;西安曲江梦园影视有限公司;陕西景浩泽影视文化有限责任公司;北京东方天明文化传播有限责任公司;北京启泰远洋文化传媒有限公司;西安曲江影视投资集团有限公司;,吴天明;,吴天明;罗雪莹;,剧情
28/8/2015,39362.42,百团大战,百团大战,陶泽如;刘之冰;邓超;马晓伟;吴越;印小天;金鑫;冯国庆;赵晓明;王伍福;唐国强;,八一电影制片厂;华夏电影发行有限责任公司;,八一电影制片厂;北京中联华盟文化传媒投资有限公司;北京紫禁城影业有限责任公司;,宁海强;张玉中;,,战争/历史
9/6/2013,73.83,百万爱情宝贝,百万爱情宝贝,刘烨;马天宇;郭家铭;姜彤;郑业成;丁子峻;马妍婷;刘圆媛;王璐娓;冯砾;林园;,湖南华翼星文化影视传媒;,湖南华翼星文化影视传媒;北京华瑞留芳文化传播有限公司;北京标准时间电影制作有限公司;,磐石;,,喜剧/爱情
1/2/2013,5052.75,百星酒店,百星酒店,叶璇;于波;熊黛林;程诚;葛文辉;黄百鸣;吴君如;杜汶泽;邵音音;葛民辉;毛舜筠;郑中基;田启文;詹瑞文;薛凯琪;夏春秋;盛君;吴千语;,乐视影业（北京）有限公司;,香港银都机构有限公司;乐视影业（北京）有限公司;香港天马电影出品有限公司;上海合禾影视投资有限公司;杭州天马影视文化有限公司;,谷德昭;,,喜剧
31/12/2014,3268.46,斑马总动员,,,,,,,
28/5/2015,3.42,伴我同行,伴我同行,,,北京白泽国际影业有限责任公司;,,,剧情
31/1/2015,468.54,宝贝，对不起,宝贝，对不起,邵兵;王艳;马景涛;小彬彬;邵子娇;王鸿钦;马世天;小小彬;,国盛影业（北京）有限公司;,国盛影业（北京）有限公司;湖南广播电视台电视剧频道;,王骏;李锐;刘可;潘礼平;杜林;,,剧情/记录/冒险
29/7/2016,1516.92,宝贝当家,,,,,,,
29/7/2016,1517.16,宝贝当家,,,,,,,
10/1/2013,42.71,宝米恰恰,宝米恰恰,欧阳伦;姜康哲;高英轩;李志奇;张诗盈;黄姵嘉;,,高雄人文化基金会;影动亚洲有限公司;宝米数位有限公司;,王传宗;杨贻茜;,,爱情/喜剧
3/4/2015,4473.3,暴疯语,暴疯语,黄晓明;叶璇;冼色丽;刘青云;鲍起静;薛凯琪;诗雅;孙佳君;毛俊辉;方中信;,,香港银都机构有限公司;,李光耀;,,惊悚/悬疑
1/8/2014,16428.73,暴力街区,,,,,,,
22/11/2013,119.99,暴躁天使,暴躁天使,张旭;李治中;张钰瑞琦;苏妙玲;张荠家;裘恩典;黄孝传;,,北京锋尚锐志文化传媒有限公司;峨眉电影集团有限公司;,赵晔;,,爱情/励志
8/3/2013,196.48,暴走吧，女人,暴走吧，女人,王莎莎;李斯丹妮;范逸臣;钟欣怡;范文芳;刘添月;,,上海麦丹影视文化有限公司;杭州年糕文化艺术策划有限公司;上海荣仕广告有限公司;,董董;,,爱情/冒险/励志
16/1/2015,2441.83,暴走神探,暴走神探,高捷;刘仪伟;杜海涛;赵立新;杨洋;周冬雨;杨子姗;郭秋成;阮经天;晋松;,乐视影业（北京）有限公司;,无限映画电影制作有限公司;乐视影业（北京）有限公司;,罗卓瑶;,,喜剧/动作/爱情/悬疑/犯罪
28/2/2013,5316.6,悲惨世界,悲惨世界,海伦娜·伯翰·卡特;安妮·海瑟薇;萨莎·拜伦·科恩;休·杰克曼;伊莎贝尔·艾伦;亚伦·特威特;阿曼达·塞弗里德;爱德华·刘易斯·法..;埃迪·雷德梅恩;罗素·克劳;,华夏电影发行有限责任公司;,Working Title Films ;,汤姆·霍伯;,,爱情/歌舞
17/10/2014,240.28,北回归线,北回归线,吴昕;黄龄;李治廷;,北京航美影视文化有限公司;,青年电影制片厂;浙江天光地影影视制作有限公司;中共云南省委宣传部;中共红河州委宣传部;中共弥勒市委宣传部;,郭爽;冯媛;,,爱情/喜剧
6/3/2015,1884.81,北京&middot;纽约,,,,,,,
6/3/2015,1886.85,北京;纽约,,,,,,,
13/2/2014,35389.03,北京爱情故事,北京爱情故事,刘嘉玲;王学兵;耿乐;王庆祥;佟丽娅;陈思诚;余男;刘昊然;梁家辉;金燕玲;欧阳娜娜;斯琴高娃;郭京飞;,万达影视传媒有限公司;,北京电影学院青年电影制片厂;英皇电影有限公司;英皇（北京）文化发展有限公司;上海骋亚影视文化传媒有限公司;浙江蓝巨星国际传媒有限公司;浙江蓝天下影视传媒有限公司;北京诺丁山文化传播有限公司;省广合众（北京）国际传媒广告有限公司;万达影视传媒有限公司;,陈思诚;,,爱情
6/3/2015,1886.85,北京纽约,,,,,,,
11/12/2015,2562.12,北京时间,北京时间,刘威;丁海峰;邵峰;李保田;周秀娜;娜仁花;孙涛;陈乔恩;刘晓烨;马元;,枫海传媒;北京星美影视发行有限公司;,北京小马奔腾文化传媒股份有限公司;中共北京市委宣传部;北京市新闻出版广电局;北京广播电视台;北京电视艺术中心有限公司;北京歌华有线电视网络股份有限公司;,安战军;,,爱情
21/3/2013,29878.8,北京遇上西雅图,北京遇上西雅图,刘仪伟;海清;买红妹;李绮虹;汤唯;金燕玲;亚历克斯·达弗;凯瑟琳·芮木登;克莱顿·基蒂;丹蒂·李·艾瑞斯;宋美慧;迈克尔·丹尼斯;维多利亚·沃特豪丝;宋美曼;布莱德·汉特;,安乐（北京）电影发行有限公司;上海尚世影业有限公司;,安乐影片有限公司;国家新闻出版广电总局电影卫星频道节目制作中心;安乐（北京）电影发行有限公司;北京数字印象文化传播有限公司;北京和禾和文化传媒有限责任公司;,薛晓路;,,爱情/喜剧
29/4/2016,68422.61,北京遇上西雅图之不二情书,北京遇上西雅图之不二情书,陆毅;吴秀波;汤唯;韩张;刘志宏;吴彦姝;秦沛;惠英红;王志文;祖峰;颜卓灵;王茜;张一白;李璨琛;陈创;,安乐（北京）电影发行有限公司;北京微影时代科技有限公司;北京百度糯米信息技术有限公司;天津联瑞影业有限公司;无锡市淘宝影视文化传播有限公司;,安乐影片有限公司;安乐（北京）电影发行有限公司;北京和禾和文化传媒有限责任公司;东阳盟将威影视文化有限公司;上海腾讯企鹅影业文化传播有限公司;北京佳文映画文化传媒有限责任公司;霍尔果斯不二文化传媒有限公司;北京天华华文影视投资有限公司;蓝色星空影业有限公司;浙江影视集团有限公司;北京佳文映画文化传媒有限公司;,薛晓路;,江志强;邓汉强;谭芷珊;吴慧君;,爱情/喜剧
21/6/2013,326.73,北漂鱼,北漂鱼,董成鹏;余治林;林子聪;尼玛颂宋;雷思颖;鲁宇飞;李梓言;戴佳佳;戚云鹏;姜峰;苗苗;潘泰名;石小满;,蘭发行团队;,北京艾美斯特影视文化有限公司;贵州都市虎子传媒有限责任公司;共青团中央网络影视中心;,余治林;,,喜剧/青春/都市
24/10/2013,4903.84,背水一战,背水一战,哈利·戴恩·斯坦通;梅丽莎·史密斯;扎克·吉尔福德;阿荣·希弗;彼得·斯特曼;路易斯·古兹曼;罗德里格·桑托罗;杰米·亚历山大;阿诺·施瓦辛格;约翰·帕特里克·阿..;爱德华多·诺列加;福里斯特·惠特克;约翰尼·诺克斯维尔;,华夏电影发行有限责任公司;,,金知云;,,动作/惊悚/犯罪
12/5/2013,1611.7,被解救的姜戈,被解救的姜戈,莱昂纳多·迪卡普里奥;萨莎·拜伦·科恩;詹姆斯·瑞马尔;塞缪尔·杰克逊;杰米·福克斯;詹姆斯·杜蒙特;凯丽·华盛顿;约瑟夫·高登-莱维特;詹姆斯·拉索;克里斯托弗·瓦尔兹;库尔特·拉塞尔;安东尼·拉帕格利亚;米丝蒂·阿哈姆;迈克尔·威廉姆斯;,华夏电影发行有限责任公司;韦恩斯坦公司;,韦恩斯坦公司;,昆汀·塔伦蒂诺;,,动作/冒险/西部/犯罪
29/8/2013,13334.85,被偷走的那五年,被偷走的那五年,白百何;谢君豪;张孝全;戴君竹;范玮琪;安心亚;伍思凯;阿ken;,北京新影联影业有限责任公司;福建恒业影业有限公司;电广传媒影业(北京)有限公司;,国家新闻出版广电总局电影卫星频道节目制作中心;北京新影联影业有限责任公司;福建恒业影业有限公司;电广传媒影业(北京)有限公司;北京东方光魔影视文化有限责任公司;四川诚城影视文化传播有限责任公司;峨眉电影集团有限公司;,黄真真;,,爱情/青春
14/2/2016,4728.92,奔爱,奔爱,章子怡;佟丽娅;张译;梁静;周冬雨;吴莫愁;陈妍希;彭于晏;,霍尔果斯青春光线影业有限公司;,华谊兄弟传媒股份有限公司;北京剧角映画文化传媒有限公司;北京一响天开文化传媒有限公司;王岳伦（上海）影视文化工作室;北京剧魔影业投资管理有限公司;成都挚友文化传播有限公司;传递光年（北京）影视传媒有限公司;北京永利文化传媒有限责任公司;青春光线影业有限公司;深圳市汇业金石有限公司;武汉星皓影视文化有限公司;,张一白;高群书;管虎;滕华涛;张猛;,,爱情
27/1/2015,20.98,奔驰的大葱,奔驰的大葱,周德华;张宇菲;韩雪薇;吕洋;王皓;董立苑;,上海盛星文化传播有限公司;,呼伦贝尔金马文化创意产业（影视）有限公司;,郭明尔;,,喜剧
30/1/2015,40794.54,奔跑吧！兄弟,奔跑吧！兄弟,王宝强;邓超;杨颖;陈赫;熊黛林;伊一;金钟国;王祖蓝;郑恺;,华谊兄弟传媒股份有限公司;华夏电影发行有限责任公司;五洲电影发行有限公司;万达影视传媒有限公司;,华谊兄弟传媒股份有限公司;浙江蓝巨星国际传媒有限公司;浙江蓝天下影视传媒有限公司;上海爱美影视文化传媒有限公司;亚太未来影视（北京）有限公司;浙江巨擎投资有限公司;北京宝亿嵘影视传媒有限公司;万达影视传媒有限公司;,岑俊义;,,喜剧
16/7/2013,7593,笔仙Ⅱ,笔仙Ⅱ,耿乐;杨帆;章婷婷;朴寒星;李永波;孙绍龙;高欣宇;李昕岳;辛芷蕾;郭京飞;张皓然;,北京永旭良辰文化发展有限公司;北京联瑞影业有限公司;,北京永旭良辰文化发展有限公司;北京果实创想影视文化有限公司;,安兵基;,,惊悚/悬疑
4/7/2014,4820.58,笔仙Ⅲ,笔仙Ⅲ,江一燕;焦俊艳;董子健;赵紫萱;王龙华;徐昂;,北京永旭良辰文化发展有限公司;北京联瑞影业有限公司;,电广传媒影业(北京)有限公司;北京永旭良辰文化发展有限公司;北京果实创想影视文化有限公司;北京联瑞影业有限公司;北京百瑞传奇影业有限公司;优酷土豆;峨眉电影集团有限公司;,安兵基;,,惊悚/恐怖
13/5/2016,694.3,笔仙诡影,笔仙诡影,马丹旎;张蓝艺;宋懿洁;蒋欣奇;王燕阳;云翔;邓琳颖;李艳冰;,浙江东阳四月天影视文化有限公司;,浙江东阳四月天影视文化有限公司;北京泰格尔影视文化传媒有限公司;北京华伟影业有限公司;,刘峰;高育新;,高育新;,惊悚/恐怖
4/4/2014,3188.19,笔仙惊魂3,笔仙惊魂3,余心恬;吴云飞;付曼;郑惠馨;郎鹏;郭艳;郭鑫;,华夏电影发行有限责任公司;北京星河联盟影视传媒有限公司;深圳泽西年代影业有限公司;,北京泽西年代影业有限公司;深圳泽西年代影业有限公司;,关尔;,,惊悚
16/10/2015,1007.32,笔仙魔咒,笔仙魔咒,叶思浵;郑惠馨;陈宇星;杨曼玉;游乐儿;李思雯;陈炳强;陶醉;,北京基点影视文化传媒有限公司;,北京泽西年代影业有限公司;北京中影传奇影视文化传媒有限公司;浙江永康冬青影业有限公司;浙江麦浪影业有限公司;北京嘉艺华创影视制作有限公司;洁妮（北京）国际文化传媒有限公司;阿虎（北京）国际影视传媒文化发展有限公司;,关尔;,,惊悚/恐怖
14/7/2016,501.99,笔仙撞碟仙,笔仙撞碟仙,丁一;闫薇儿;许景媛;姜星丘;申彩儿;林曦;严佳茵;许琳;刘小奇;冯瀚;,浙江东阳四月天影视文化有限公司;,浙江东阳四月天影视文化有限公司;北京菲尔幕文化传媒有限公司;北京龙乐东方影视文化传媒有限公司;北京随缘文化发展有限公司;南京蝶蕴文化传媒有限公司;山西菲尔幕文化传媒有限公司;北京银狮影业文化传媒有限公司;,摩撒利;,牛朝阳;董婵妞;尚相谦;尚亚丽;,惊悚/恐怖
15/7/2016,501.99,笔仙撞碟仙,笔仙撞碟仙,丁一;闫薇儿;许景媛;姜星丘;申彩儿;林曦;严佳茵;许琳;刘小奇;冯瀚;,浙江东阳四月天影视文化有限公司;,浙江东阳四月天影视文化有限公司;北京菲尔幕文化传媒有限公司;北京龙乐东方影视文化传媒有限公司;北京随缘文化发展有限公司;南京蝶蕴文化传媒有限公司;山西菲尔幕文化传媒有限公司;北京银狮影业文化传媒有限公司;,摩撒利;,牛朝阳;董婵妞;尚相谦;尚亚丽;,惊悚/恐怖
17/10/2014,49.26,毕业那年分手季,毕业那年分手季,郑毓芝;章小军;顾莉雅;马军勤;吉飞龙;李炎;许凝;魏一;,北京七宏佳艺文化发展有限公司;海南七宏佳艺文化传媒有限公司;北京梦想时刻影视文化传媒有限公司;,北京七宏佳艺文化发展有限公司;中政影业文化（北京）股份有限公司;海南七宏佳艺文化传媒有限公司;北京梦想时刻影视文化传媒有限公司;海南鹏达文化传播有限公司;江苏大禾文化发展有限公司;海南中视文化传播股份有限公司;北京展翅上腾文化交流有限公司;,姚宇;,,爱情
30/9/2013,247.68,蝙蝠别墅,蝙蝠别墅,邓紫衣;武艺;罗家英;贺贤威;段黄巍;,海南传奇影业有限公司;,北京春秋时代文化有限公司;上海凯羿影视传播有限公司;北京无限自在文化传播有限公司;上海天幕星映文化传媒有限公司;武汉传奇人影视艺术有限公司;海南春天文化传媒有限公司;,黄明升;,,惊悚/悬疑
25/3/2016,59078.07,蝙蝠侠大战超人：正义黎明,蝙蝠侠大战超人：正义黎明,本·阿弗莱克;艾米·亚当斯;杰弗里·迪恩·摩根;杰瑞米·艾恩斯;劳伦·科汉;杰西·艾森伯格;吉娜·马隆;杰森·莫玛;亨利·卡维尔;拜利·切斯;霍利·亨特;迈克尔·珊农;斯科特·麦克奈利;丹尼·莫尼;塞米·罗堤比;克里斯蒂娜·雷恩;雷·费舍;哈利·莱尼克斯;迈克尔·卡西迪;冈本多绪;埃兹拉·米勒;盖尔·加朵;丹·莱瑟姆;劳伦斯·菲什伯恩;克里斯多夫·蒂斯丹..;卡兰·穆尔韦;黛安·莲恩;,华夏电影发行有限责任公司;中国电影集团公司;,苛刻与不同寻常影业;RatPac Entertainment ;DC Entertainment ;亚特拉斯娱乐公司;华纳兄弟影片公司;华纳兄弟公司;Cruel & Unusual Films ;美国华纳兄弟影片公司;华纳兄弟影业公司;,扎克·施奈德;,,动作/奇幻/冒险
19/4/2013,234.11,变身超人,变身超人,陈柏霖;徐若瑄;敖犬;吴建豪;黄立行;黄立成;柯震东;田中千绘;骆炫铭;陈庭萱;郭雪芙;邱彦翔;,,台北影业股份有限公司;鸿臣影视制片厂;,张时霖;,,喜剧/动作/励志
27/6/2014,156849.32,变形金刚4：绝迹重生,变形金刚4：绝迹重生,巫刚;李冰冰;韩庚;邹市明;吕良伟;纪培慧;王敏德;渡边谦;克丽丝汀·米勒;汤玛斯·蓝诺;提图斯·维里沃;妮可拉·佩尔茨;弗兰克·维尔克;罗伯特·福克沃斯;彼特·库伦;约翰·迪·玛吉欧;马克·沃尔伯格;斯坦利·图齐;索菲亚·迈尔斯;马克·瑞安;赵茜;梅勒妮·斯贝克特;阿比盖尔·克莱茵;维多利亚·诺尔德;夏奈尔·塞拉亚;理查·里尔;大卫·梅桑德;米卡尔·威戈;李凤阳;杰克·莱诺;凯尔希·格兰莫;约翰·古德曼;林柏宏;丹·莱瑟姆;格伦·基奥;杰西卡·戈麦斯;凯文·柯威斯;t·j·米勒;,华夏电影发行有限责任公司;,派拉蒙影业公司;Hasbro Inc. ;一九零五（北京）网络科技有限公司;Ian Bryce Productions ;家赋;,迈克尔·贝;,,科幻/动作/冒险
