Moviename,month,weight
夜魔人,9,0.09156828525468516
夜魔人,9,0.09156828525468516
夜幕惊魂,6,0.0994807927657334
夜莺,10,0.03635877373643945
一步之遥,12,0.08869781338527857
一场风花雪月的事,8,0.08684763728338371
一触即发,1,0.08189636323052459
一代宗师,1,0.08189636323052459
一代宗师3D,1,0.08189636323052459
一个人的武林,10,0.03635877373643945
一个勺子,11,0.05018587969068192
一个温州的女人,3,0.06869869288535177
一号目标,5,0.057518920082634255
一家老小向前冲,1,0.08189636323052459
一路惊喜,2,0.11816418032921183
一路狂奔,5,0.057518920082634255
一路顺疯,9,0.09156828525468516
一路向前,8,0.08684763728338371
一念天堂,12,0.08869781338527857
一切都好,1,0.08189636323052459
一生一世,9,0.09156828525468516
一万年以后,3,0.06869869288535177
一夜惊喜,8,0.08684763728338371
一座城池,9,0.09156828525468516
移动迷宫,10,0.03635877373643945
移动迷宫2,11,0.05018587969068192
遗落战境,5,0.057518920082634255
蚁人,10,0.03635877373643945
异种,6,0.0994807927657334
意外的恋爱时光,11,0.05018587969068192
因为谷桂花,6,0.0994807927657334
银河护卫队,10,0.03635877373643945
英雄之战,3,0.06869869288535177
硬汉奶爸,4,0.0919951917211108
永不消失的广播,1,0.08189636323052459
永远的焦裕禄,5,0.057518920082634255
永远的守望,5,0.057518920082634255
犹太女孩在上海2：项链密码,8,0.08684763728338371
有一个地方只有我们知道,2,0.11816418032921183
有一天,9,0.09156828525468516
有种,11,0.05018587969068192
有种你爱我,2,0.11816418032921183
诱狼,8,0.08684763728338371
与贼同屋,8,0.08684763728338371
缘份,3,0.06869869288535177
缘来是游戏,9,0.09156828525468516
猿创世界之熊孩子部落,1,0.08189636323052459
怨灵,11,0.05018587969068192
怨灵人偶,12,0.08869781338527857
约定倒计时,6,0.0994807927657334
越来越好之村晚,2,0.11816418032921183
越位者,1,0.08189636323052459
云图,1,0.08189636323052459
云中行走,1,0.08189636323052459
再爱一次好不好,4,0.0919951917211108
再次出发,6,0.0994807927657334
再见，在也不见,5,0.057518920082634255
再见我们的十年,6,0.0994807927657334
再生之乐,7,0.1285874696349652
在世界中心呼唤爱,8,0.08684763728338371
在一起,2,0.11816418032921183
咱们结婚吧,4,0.0919951917211108
赞鸟历险记,4,0.0919951917211108
早安，冬日海,1,0.08189636323052459
早见，晚爱,7,0.1285874696349652
宅女侦探桂香,8,0.08684763728338371
战火中的芭蕾,8,0.08684763728338371
战狼,4,0.0919951917211108
张震讲故事之鬼迷心窍,7,0.1285874696349652
张震讲故事之合租屋,7,0.1285874696349652
张震讲故事之合租屋,7,0.1285874696349652
章鱼哥,7,0.1285874696349652
长江7号：超萌特攻队,9,0.09156828525468516
长江图,9,0.09156828525468516
这里的黎明静悄悄,8,0.08684763728338371
