Moviename,Type,weight
小鱼吃大鱼,爱情,0.19833796563683181
小黄人大眼萌,动画/喜剧/家庭,0.3718244834664185
少女哪吒,剧情,0.049797689099942116
少女灵异日记,惊悚,0.11102328019923217
少年圆瑛,剧情,0.049797689099942116
少年岳飞,动画,0.08751276410146716
少年岳飞传奇,,0.1841949823263029
少年师爷之大禹宝藏,动画/儿童,0.09184818762685837
少年杨靖宇,动作,0.4242107898081302
少年林祥谦,剧情,0.049797689099942116
少年毛泽东,动画/冒险/儿童,0.387648087529876
少年派的奇幻漂流,灾难/剧情/冒险,0.3628860612197348
少年班,喜剧/青春,0.30928325886547087
少林寺探案传奇之催命符,动作/古装/武侠/悬疑,0.53176125108048
屠魔战士,动作/科幻,0.5894983557375433
山丹丹花儿开,纪实,0.0067294863534423715
山娃,剧情,0.049797689099942116
山村母亲（戏曲）,剧情/戏曲,0.04982940672407975
山河故人,剧情,0.049797689099942116
山花烂漫时,剧情/青春,0.10203301340417556
山那边有匹马,剧情,0.049797689099942116
山间传来牛铃声,剧情,0.049797689099942116
岁月无声,剧情,0.049797689099942116
岛囧,喜剧,0.2570479345612374
左耳,爱情/青春,0.25057328994106526
巨人捕手杰克,科幻/冒险,0.46108746583243077
巴啦啦小魔仙,魔幻/冒险/儿童,0.33872765008552175
巴啦啦小魔仙之魔法的考验,魔幻/冒险/儿童,0.33872765008552175
巴啦啦小魔仙之魔箭公主,魔幻/儿童/冒险,0.33872765008552175
巴霍巴利王：开端,,0.1841949823263029
巴黎假期,爱情/喜剧,0.4553859001980693
巴黎危机,,0.1841949823263029
巴黎宝贝,,0.1841949823263029
布基兰,剧情,0.049797689099942116
师父,动作/武侠,0.4328566704411467
帕丁顿熊,喜剧/家庭,0.2843117193649513
帝国秘符,动作/冒险,0.7200106897111478
平凡之路,剧情,0.049797689099942116
平凡的足球,[],7.532073329420967e-05
平壤之约,,0.1841949823263029
年兽大作战,动画/喜剧,0.34456069866270456
年少轻狂,爱情/青春/喜剧,0.5076212245023026
幸存者,动作/惊悚/犯罪,0.5920193862785131
幸福中转栈,喜剧/爱情,0.4553859001980693
幸福卡片,,0.1841949823263029
幸福很囧,喜剧/爱情/亲情,0.4737055533318738
幸福快递,爱情/青春/励志,0.2587476185031723
幸福梦想,纪实/爱情/亲情,0.22338710512407878
幸福额度,,0.1841949823263029
幸运是我,剧情/亲情,0.06811734223374667
幻体：续命游戏,科幻/悬疑/惊悚,0.3513737434254432
床下有人,,0.1841949823263029
床下有人2,惊悚,0.11102328019923217
床下有人3,惊悚/恐怖/悬疑,0.18917312709574566
庞贝末日,动作/冒险,0.7200106897111478
废柴特工,动作/喜剧,0.6812587243693676
廊桥1937,,0.1841949823263029
建党伟业,,0.1841949823263029
开心大冒险,,0.1841949823263029
开心家族,,0.1841949823263029
开心超人,动画,0.08751276410146716
开心超人2启源星之战,动画,0.08751276410146716
开罗宣言,战争,0.03355061743570581
异度迷局,惊悚/悬疑,0.18608617749603007
异星战场,,0.1841949823263029
异种,惊悚/恐怖/悬疑,0.18917312709574566
张震讲故事之合租屋,惊悚/剧情,0.1608209692991743
张震讲故事之鬼迷心窍,惊悚/悬疑,0.18608617749603007
归来,爱情/传记,0.20995418013185557
当我们年轻的时候,剧情/青春,0.10203301340417556
当流星划过天际,爱情,0.19833796563683181
当流星划过天际,爱情,0.19833796563683181
当爸爸来敲门,,0.1841949823263029
影子爱人,,0.1841949823263029
微微一笑很倾城,爱情/奇幻/校园,0.2559098426088582
微爱之渐入佳境,爱情/喜剧,0.4553859001980693
心咒,惊悚/恐怖,0.11411022979894775
心战,惊悚/犯罪,0.16780859647038304
心曲,剧情,0.049797689099942116
心灵解码,,0.1841949823263029
心花路放,喜剧/爱情/公路,0.4768999514793749
心跳戈壁,动作/冒险,0.7200106897111478
心迷宫,剧情/犯罪/悬疑,0.1816459026678909
忍者神龟2：破影而出,动作/喜剧/冒险,0.9770586242723853
忍者神龟：变种时代,动作/冒险,0.7200106897111478
忘了去懂你,爱情/家庭,0.22560175044054573
忠烈杨家将,动作/古装/战争,0.4816030905863713
忠诚与背叛,,0.1841949823263029
快乐到家,喜剧/贺岁,0.26275002579118983
快手枪手快枪手,动作/喜剧,0.6812587243693676
念念,爱情/家庭,0.22560175044054573
怒放之青春再见,音乐/爱情/青春,0.2511462700441562
怖偶,惊悚,0.11102328019923217
怦然星动,爱情,0.19833796563683181
怨灵,惊悚/恐怖,0.11411022979894775
怨灵人偶,惊悚/恐怖/灵异,0.11434442089399915
怪兽大学,动画,0.08751276410146716
怪谈,惊悚,0.11102328019923217
恋爱789,喜剧,0.2570479345612374
恋爱三万英尺,,0.1841949823263029
恋爱中的城市,爱情/浪漫,0.19872839284366262
恋爱兄弟,爱情/农村,0.19843125571818895
恋爱排班表,爱情/喜剧,0.4553859001980693
恋爱教父之三个“坏”家伙,爱情/喜剧/励志,0.46356022876017633
恋者多喜欢,爱情/喜剧,0.4553859001980693
恐怖将映,惊悚/恐怖/爱情,0.31244819543577956
恐怖游泳馆,惊悚/恐怖,0.11411022979894775
恐怖照相机,惊悚/悬疑/恐怖,0.18917312709574563
恐怖爱情故事之死亡公路,惊悚/恐怖/爱情,0.31244819543577956
恐怖电影院,惊悚/恐怖,0.11411022979894775
恐怖禁忌之红旗袍,惊悚/恐怖,0.11411022979894775
恭喜发财之谈钱说爱,喜剧/爱情,0.4553859001980693
恶人报喜,喜剧,0.2570479345612374
恶战,动作,0.4242107898081302
恶棍天使,喜剧,0.2570479345612374
恶灵之门,惊悚/恐怖/悬疑,0.18917312709574566
悬战,动作/悬疑/犯罪,0.5560590033760789
悲惨世界,爱情/歌舞,0.20289860499127862
情况不妙,喜剧,0.2570479345612374
情剑,动作/武侠/古装,0.456698353783682
情回鹭岛,,0.1841949823263029
情战,爱情,0.19833796563683181
情敌蜜月,爱情/喜剧,0.4553859001980693
情比山高,纪录片,0.0024473480602809497
情满人间,剧情/励志,0.05797201766204916
情笛之爱,歌舞/音乐/儿童,0.009469042982928966
情缘廊桥,爱情,0.19833796563683181
情花谷,爱情/剧情,0.24813565473677393
惊天危机,动作/灾难,0.44149926202490525
惊天大逆转,剧情/悬疑,0.12486058639674003
惊天魔盗团,动作/悬疑/犯罪,0.5560590033760789
惊天魔盗团2,动作/喜剧/惊悚,0.7922820045685999
惊魂游戏,,0.1841949823263029
惊魂电影院,惊悚/恐怖,0.11411022979894775
意外的恋爱时光,爱情/喜剧/公路,0.4768999514793749
愤怒的小孩,喜剧,0.2570479345612374
愤怒的小鸟,动画/动作/喜剧,0.7687714884708347
愤怒的小鸟大电影,,0.1841949823263029
憨哥进城,,0.1841949823263029
我11,,0.1841949823263029
我不是王毛,喜剧/战争,0.29059855199694323
我不是贼,喜剧,0.2570479345612374
我为相亲狂,爱情/喜剧,0.4553859001980693
我们毕业啦,爱情/青春,0.25057328994106526
我们毕业的夏天,爱情/喜剧,0.4553859001980693
我们诞生在中国,纪录片,0.0024473480602809497
我只要我们在一起,爱情,0.19833796563683181
我叫MT之山口山战记,动画/喜剧,0.34456069866270456
我叫哀木涕之山口山战记,,0.1841949823263029
我和初恋的三次婚礼,爱情,0.19833796563683181
我和神马查干,,0.1841949823263029
我和红七军,,0.1841949823263029
我在路上最爱你,爱情,0.19833796563683181
我就是我,爱情,0.19833796563683181
我很帅,喜剧/剧情,0.30684562366117957
我心雀跃,剧情,0.049797689099942116
我想和你好好的,爱情,0.19833796563683181
我想结婚的时候你在哪,爱情/喜剧,0.4553859001980693
我是乡下爷,喜剧,0.2570479345612374
我是你的野蛮女友,爱情/喜剧,0.4553859001980693
我是大明星,喜剧,0.2570479345612374
我是大熊猫,,0.1841949823263029
我是大熊猫之熊猫大侠,动画/冒险,0.38331266400448477
我是奋青,爱情/喜剧,0.4553859001980693
我是女王,爱情,0.19833796563683181
我是狼之火龙山大冒险,动画,0.08751276410146716
我是证人,剧情/悬疑/青春,0.17709591070097347
我是谁2015,动作/喜剧,0.6812587243693676
我是路人甲,喜剧/爱情/青春/励志,0.5157955530644097
我最好朋友的婚礼,爱情/喜剧,0.4553859001980693
我最好的朋友江竹筠,,0.1841949823263029
我爱灰太狼,,0.1841949823263029
我爱灰太狼2,动画,0.08751276410146716
我爱的是你爱我,爱情,0.19833796563683181
我爸比我小四岁,喜剧/儿童/家庭,0.28864714289034255
我的1000万,剧情/悬疑,0.12486058639674003
我的23岁,剧情,0.049797689099942116
我的“狐朋狗友”,喜剧/动作/爱情,0.8795966900061994
我的处女地,剧情,0.049797689099942116
我的少女时代,爱情/喜剧,0.4553859001980693
我的战争,,0.1841949823263029
我的播音系女友,爱情,0.19833796563683181
我的新野蛮女友,爱情/喜剧,0.4553859001980693
我的早更女友,爱情/喜剧,0.4553859001980693
我的母亲,爱情/家庭,0.22560175044054573
我的特工爷爷,动作/惊悚/悬疑,0.6102969673041603
我的狗狗我的爱,剧情,0.049797689099942116
我的男友和狗,爱情,0.19833796563683181
我的男男男男朋友,爱情/喜剧/浪漫/都市,0.45694671212599536
我的美丽王国,爱情/喜剧,0.4553859001980693
我的老婆是只猫,动画,0.08751276410146716
我的老婆是明星,喜剧/爱情,0.4553859001980693
我的诗篇,纪实/纪录片,0.009176834413723323
我的青春期,爱情/喜剧,0.4553859001980693
我的青春蜜友,爱情,0.19833796563683181
我老公不靠谱,喜剧,0.2570479345612374
我要上学,剧情,0.049797689099942116
我要你开花,喜剧,0.2570479345612374
战火中的芭蕾,战争,0.03355061743570581
战狼,动作/战争,0.457761407243836
房不剩防,,0.1841949823263029
房车奇遇,爱情/喜剧,0.4553859001980693
所以……和黑粉结婚了,爱情,0.19833796563683181
扑通扑通我的人生,剧情,0.049797689099942116
打工老板,剧情,0.049797689099942116
打开天窗说亮话,剧情,0.049797689099942116
托马斯和朋友们多多岛之迷失宝藏,动画,0.08751276410146716
扫毒,动作/犯罪/警匪,0.5051369944335227
找个高富帅,爱情/喜剧,0.4553859001980693
抢劫坚果店,动画/喜剧/冒险,0.6403605985657222
报国之路,纪录片,0.0024473480602809497
抱养奇缘,剧情,0.049797689099942116
拆散专家,爱情,0.19833796563683181
拐杖,剧情,0.049797689099942116
拯救大明星,动画,0.08751276410146716
拳霸风云,动作/爱情,0.622548755444962
指尖太阳,动画/儿童,0.09184818762685837
挑战者联盟,动画/动作,0.5117235539095973
挪威的森林,,0.1841949823263029
捉妖记,魔幻/喜剧,0.2956402612183503
换个活法,剧情,0.049797689099942116
换爱七日,爱情/喜剧,0.4553859001980693
探灵档案,惊悚/悬疑,0.18608617749603007
探秘者,剧情/冒险,0.3455975890029598
控制,动作/悬疑/犯罪,0.5560590033760789
推拿,爱情,0.19833796563683181
提款机,剧情,0.049797689099942116
搏击迷城,爱情/动作,0.622548755444962
搞定岳父大人,,0.1841949823263029
摇滚水果,喜剧/励志/爱情,0.46356022876017633
摇滚英雄,爱情/青春/音乐,0.2511462700441562
摇滚藏獒,动画/音乐,0.0880857442045581
摩尔庄园2之海妖宝藏,,0.1841949823263029
摩尔庄园3：魔幻列车大冒险,动画/家庭/冒险,0.41057644880819877
摩尔庄园冰世纪,,0.1841949823263029
摩尔庄园大电影3魔幻列车大冒险,,0.1841949823263029
摩登年代,喜剧/爱情,0.4553859001980693
摩登森林之美食总动员,动画,0.08751276410146716
摩纳哥王妃,纪录片/爱情,0.20078531369711275
撒娇女人最好命,爱情,0.19833796563683181
擒爱记,,0.1841949823263029
擦枪走火,喜剧,0.2570479345612374
放手爱,爱情,0.19833796563683181
放飞理想,喜剧/励志,0.26522226312334446
敌后文工队,战争/革命,0.033550623707729564
敏感事件,,0.1841949823263029
救火英雄,动作,0.4242107898081302
敢死队2,动作/惊悚/冒险,0.83103396991038
敢死队3,动作/惊悚/冒险,0.83103396991038
整容日记,喜剧/都市,0.25821831928233263
整形师·脸,剧情,0.049797689099942116
斐济99℃爱情,爱情/喜剧,0.4553859001980693
斗地主,喜剧,0.2570479345612374
斗艳,爱情/剧情,0.24813565473677393
斗茶,爱情,0.19833796563683181
斗龙战士之星印罗盘,动画/奇幻,0.14335736649905279
断片儿,爱情/喜剧,0.4553859001980693
新地雷战：神勇小子,动画,0.08751276410146716
新大头儿子和小头爸爸2一日成才,动画/儿童,0.09184818762685837
新大头儿子和小头爸爸之秘密计划,动画,0.08751276410146716
新天生一对,,0.1841949823263029
新娘大作战,爱情/喜剧,0.4553859001980693
新少林寺,,0.1841949823263029
新年来啦之大闹除夕,动画,0.08751276410146716
新木偶奇遇记,,0.1841949823263029
新步步惊心,爱情,0.19833796563683181
新龙门客栈,,0.1841949823263029
旋风九日,纪实/纪录片/历史,0.017123696117448503
无人区,动作/公路/西部,0.4479760773924994
无处可逃,惊秫/犯罪,0.06164438478796521
无敌小飞猪,喜剧/儿童/魔幻,0.29997568474374153
无极限之危情速递,,0.1841949823263029
无法触碰的爱,爱情,0.19833796563683181
无法证明,剧情/犯罪/悬疑,0.1816459026678909
无脚鸟,剧情,0.049797689099942116
无间罪：僵尸重生,惊悚/恐怖,0.11411022979894775
既然青春留不住,爱情/喜剧,0.4553859001980693
日本战犯忏悔备忘录,剧情/纪录片,0.05224503716022307
早安，冬日海,爱情,0.19833796563683181
早见，晚爱,爱情,0.19833796563683181
时光大战,科幻/动作,0.5894983557375433
时光恋人,爱情/幻想,0.19836390672708953
时尚女郎之女人江湖,爱情,0.19833796563683181
时间都去哪了,爱情,0.19833796563683181
昆塔·盒子总动员,动画,0.08751276410146716
明日世界,科幻/悬疑/冒险,0.5361503631292287
明日边缘,科幻/动作,0.5894983557375433
星探,喜剧,0.2570479345612374
星星的梦,剧情/励志/青春,0.1102073419662826
星海,,0.1841949823263029
星球大战：原力觉醒,动作/冒险/科幻,0.885298255640561
星空,,0.1841949823263029
星语心愿之再爱,爱情,0.19833796563683181
星际穿越,科幻/冒险/亲情/悬疑,0.5544700162630333
星际迷航3：超越星辰,科幻/动作/冒险,0.885298255640561
星际迷航：暗黑无界,科幻/动作/冒险,0.885298255640561
春娇与志明,,0.1841949823263029
晚秋,,0.1841949823263029
智取威虎山(动画版),,0.1841949823263029
智取威虎山3D,动作/战争/冒险,0.7535613071468537
暗剑,战争,0.03355061743570581
暗恋99天,爱情,0.19833796563683181
暗杀,动作/犯罪/历史,0.4889429677830062
暴疯语,惊悚/悬疑,0.18608617749603007
暴走吧，女人,爱情/冒险/励志,0.5023121941019565
暴走神探,喜剧/动作/爱情/悬疑/犯罪,1.0114449035741482
暴躁天使,爱情/励志,0.20651229419893885
曼德拉,纪录片/传记/历史,0.02201042425902989
最佳嫌疑人,喜剧/悬疑,0.3321108318580353
最后的巫师猎人,动作/冒险,0.7200106897111478
最强囍事2011,,0.1841949823263029
最爱,,0.1841949823263029
最美的承诺,剧情,0.049797689099942116
最美的时候遇见你,爱情,0.19833796563683181
月色狰狞,,0.1841949823263029
有一个地方只有我们知道,爱情/喜剧/青春,0.5076212245023027
有一天,剧情/儿童,0.05413311262533333
有人赞美聪慧，有人则不,儿童/动画,0.09184818762685837
有招没招之爱情达人,喜剧/爱情,0.4553859001980693
有种,爱情/青春/都市,0.25174367466216047
有种你爱我,爱情/喜剧,0.4553859001980693
木偶传奇,剧情/儿童,0.05413311262533333
木星上行,科幻/动作/冒险,0.885298255640561
末日崩塌,灾难/惊悚/动作/冒险,0.848322442127155
末日迷踪,动作/科幻/惊悚,0.7005216359367754
机器纪元,惊悚/科幻,0.2763108461286453
机械战警,科幻/动作,0.5894983557375433
杀戒,爱情/悬疑,0.27340086293362975
杀手欧阳盆栽,,0.1841949823263029
杀生,,0.1841949823263029
杀破狼2,动作/犯罪/警匪,0.5051369944335227
李三娘（花鼓戏）,歌舞/戏曲,0.004592356978584431
李可乐寻人记,喜剧/爱情,0.4553859001980693
李献计历险记,,0.1841949823263029
杜拉拉追婚记,爱情/喜剧,0.4553859001980693
来历不明,科幻,0.16528756592941313
来电不善,动作,0.4242107898081302
杨光的快乐生活,喜剧,0.2570479345612374
杨善洲,,0.1841949823263029
杨梅洲,,0.1841949823263029
杨门女将之军令如山,,0.1841949823263029
极乐空间,动作/科幻/惊悚,0.7005216359367754
极品飞车,动作/犯罪,0.48099610607928106
极地大反攻,动画/喜剧/冒险,0.6403605985657222
极盗者,动作/犯罪/冒险,0.7767960059822988
极速天使,,0.1841949823263029
极速蜗牛,动画,0.08751276410146716
极速风流,动作/传记/运动,0.4381374610545283
极限挑战之皇家宝藏,喜剧/悬疑/真人秀,0.3372684424336448
枕边有张脸,惊悚,0.11102328019923217
枕边诡影,惊悚/爱情,0.309361245836064
林中小屋,爱情,0.19833796563683181
果宝特攻之水果大逃亡,动画/喜剧/冒险,0.6403605985657222
枪过境,动作/剧情/犯罪/悬疑,0.6058566924760211
柠檬,爱情/喜剧,0.4553859001980693
柳如是,,0.1841949823263029
栀子花开,爱情/青春,0.25057328994106526
校花诡异事件,惊悚/恐怖/灵异,0.11434442089399915
校车,纪实,0.0067294863534423715
根据地,剧情/记录,0.049837171489490545
桂宝之爆笑闯宇宙,动画/喜剧,0.34456069866270456
桃姐,,0.1841949823263029
桃枝的桃,爱情,0.19833796563683181
桑榆街9号,剧情,0.049797689099942116
桔子的天空,剧情,0.049797689099942116
梦幻佳期,爱情/喜剧,0.4553859001980693
梦幻列车,动画,0.08751276410146716
梦幻岛,爱情,0.19833796563683181
梦幻飞琴,动画,0.08751276410146716
梦想合伙人,爱情/励志/职场/友情,0.21098075362023347
梦游3D,,0.1841949823263029
梦行者,剧情,0.049797689099942116
森林孤影,动画/儿童,0.09184818762685837
森林战士,动画,0.08751276410146716
楼,惊悚/悬疑,0.18608617749603007
模仿游戏,剧情/传记/战争,0.09496452103067168
模特魅影,惊悚/悬疑,0.18608617749603007
横冲直撞好莱坞,喜剧/动作/爱情,0.8795966900061994
止杀令,动作/战争/历史,0.4657082689475612
正果,爱情/惊悚,0.309361245836064
正骨,战争/传记/历史,0.053113693634454756
步步追魂,惊悚/悬疑,0.18608617749603007
武侠,,0.1841949823263029
武林外传,,0.1841949823263029
死亡之谜之双鱼玉佩,动作/惊悚/悬疑,0.6102969673041603
死亡派对,惊悚/悬疑,0.18608617749603007
死亡游戏,惊悚,0.11102328019923217
死亡笔记,惊悚/恐怖/悬疑,0.18917312709574566
死亡迷局,,0.1841949823263029
死亡邮件,惊悚/犯罪/悬疑,0.24287149376718095
歼十出击,,0.1841949823263029
残团,战争/爱情,0.23188858307253762
母亲的梦想,剧情/家庭,0.07706147390365604
母亲的飞机场,剧情,0.049797689099942116
母语,,0.1841949823263029
毒战,动作/惊悚/犯罪,0.5920193862785131
毕业那年,,0.1841949823263029
毕业那年分手季,爱情,0.19833796563683181
毛丰美,剧情/传记,0.06141390359496588
毛泽东与齐白石,纪实/传记,0.01834570084846613
民工·老大·老板,剧情/农村,0.049890979181299276
水晶女孩,剧情,0.049797689099942116
水果宝贝之水果总动员,动画,0.08751276410146716
水滴之梦,剧情,0.049797689099942116
永不消失的广播,战争,0.03355061743570581
永无止境,,0.1841949823263029
永春白鹤拳之擎天画卷,动作/喜剧,0.6812587243693676
永远的守望,剧情/犯罪/家庭,0.1338467901748069
永远的焦裕禄,纪实,0.0067294863534423715
求爱大作战,爱情/喜剧,0.4553859001980693
求爱嫁期,爱情,0.19833796563683181
江南爱情故事,爱情,0.19833796563683181
江湖论剑实录,喜剧/古装,0.2808896179037728
汽车人总动员,动画/喜剧/冒险/科幻/励志,0.8138224930572424
沉睡魔咒,动作/冒险/奇幻,0.7758552921087335
没女神探,爱情/喜剧,0.4553859001980693
河,剧情,0.049797689099942116
河东狮吼2,爱情/动作/喜剧/古装,0.9034383733487347
油菜花儿开,爱情,0.19833796563683181
泡沫之夏,爱情,0.19833796563683181
波鲁鲁冰雪大冒险,动画,0.08751276410146716
泰国妖医,惊悚/悬疑,0.18608617749603007
泰山归来：险战丛林,动作/冒险,0.7200106897111478
泰迪熊之玩具大战,动画/喜剧/冒险,0.6403605985657222
洋妞到我家,喜剧/家庭,0.2843117193649513
洛克王国2圣龙的心愿,动画,0.08751276410146716
洛克王国3：圣龙的守护,动画,0.08751276410146716
洛克王国4：出发！巨人谷,动画/儿童/喜剧,0.3488961221880958
洛克王国！圣龙骑士,,0.1841949823263029
洛杉矶捣蛋计划,喜剧/冒险,0.552847834464255
派饭,,0.1841949823263029
浩昊文字国历险记之智斗谜语城,动画,0.08751276410146716
浩昊文字国历险记：三战怪怪城,,0.1841949823263029
浪漫天降,爱情/喜剧,0.4553859001980693
浮出水面的影子,,0.1841949823263029
浮城谜事,爱情/悬疑,0.27340086293362975
浴血反击,动作,0.4242107898081302
海岛之恋,爱情,0.19833796563683181
海底世界3D,纪录片/动物,0.0024518513733382606
海底大冒险,动画,0.08751276410146716
海底总动员2：多莉去哪儿,,0.1841949823263029
海底总动员2：寻找多莉,动画/喜剧/冒险,0.6403605985657222
海洋之恋,爱情,0.19833796563683181
海洋之歌,,0.1841949823263029
海神密码,动作/冒险/剧情,0.76980837881109
海绵宝宝,动画/喜剧/家庭/冒险,0.6676243833694361
消失爱人,爱情/悬疑,0.27340086293362975
消失的凶手,动作/悬疑,0.4992736871049281
消失的子弹,,0.1841949823263029
深夜前的五分钟,爱情,0.19833796563683181
深情约定,剧情,0.049797689099942116
深海挑战,纪录片,0.0024473480602809497
港囧,喜剧,0.2570479345612374
渴望的青春,爱情/青春,0.25057328994106526
湄公河行动,,0.1841949823263029
湖杀令,战争,0.03355061743570581
滚蛋吧！肿瘤君,喜剧/爱情/励志,0.46356022876017633
满园春色,,0.1841949823263029
漫瀚调,爱情,0.19833796563683181
潘多拉的宝剑,,0.1841949823263029
潜艇总动员2,,0.1841949823263029
潜艇总动员3：彩虹宝藏,,0.1841949823263029
潜艇总动员4：章鱼奇遇记,动画,0.08751276410146716
潜艇总动员之时光宝盒,动画/冒险,0.38331266400448477
潜龙风云,爱情/动作,0.622548755444962
澳门风云,动作/警匪,0.44835167816237176
澳门风云2,动作/喜剧,0.6812587243693676
澳门风云3,动作/喜剧/冒险,0.9770586242723853
激战,动作,0.4242107898081302
激战黎明,战争,0.03355061743570581
激浪青春,爱情,0.19833796563683181
火云端,剧情,0.049797689099942116
火影忍者剧场版：博人传,动画/动作/冒险,0.807523453812615
火星救援,科幻/动作/冒险,0.885298255640561
火海凌云,,0.1841949823263029
火海逃生,剧情,0.049797689099942116
火焰山历险记,动画,0.08751276410146716
火车快跑,爱情,0.19833796563683181
火锅英雄,爱情/动作/喜剧/友情,0.8835570778710586
火鸡总动员,动画,0.08751276410146716
灯塔下的恋人,爱情/剧情,0.24813565473677393
灰姑娘,爱情/冒险/家庭,0.5214016503435633
灵偶契约,惊悚/恐怖,0.11411022979894775
灵臆事件,惊悚/恐怖,0.11411022979894775
烈日灼心,剧情/犯罪/悬疑/心理,0.18527547891172685
热情奏鸣曲,纪实/记录/音乐,0.007341948846081746
热爱岛,,0.1841949823263029
热血男人帮,喜剧,0.2570479345612374
热血街头,,0.1841949823263029
焦裕禄,,0.1841949823263029
煎饼侠,喜剧/爱情,0.4553859001980693
熊出没之夺宝熊兵,动画,0.08751276410146716
熊出没之熊心归来,动画/喜剧/冒险,0.6403605985657222
熊出没之雪岭熊风,动画/喜剧/冒险,0.6403605985657222
燃烧的影像,纪录片,0.0024473480602809497
爱·回家,剧情,0.049797689099942116
爱上灰姑娘,,0.1841949823263029
爱丽丝梦游仙境2：镜中奇遇记,奇幻/冒险,0.35164450230060323
爱之初体验,喜剧/爱情/青春,0.5076212245023027
爱你一生一世,爱情,0.19833796563683181
爱你不等来生,爱情/励志,0.20651229419893885
爱别离,爱情,0.19833796563683181
爱在旅途,爱情,0.19833796563683181
爱在星空下,剧情/爱情,0.24813565473677393
爱在深秋,爱情,0.19833796563683181
爱在那一天,,0.1841949823263029
爱宠大机密,动画/喜剧,0.34456069866270456
爱封了,,0.1841949823263029
爱情不NG,喜剧/爱情,0.4553859001980693
爱情不等式,爱情,0.19833796563683181
爱情攻略,爱情/喜剧,0.4553859001980693
爱情斑马线,[],7.532073329420967e-05
爱情狂想曲,爱情/喜剧,0.4553859001980693
爱情真可怕,,0.1841949823263029
爱情碰碰撞,爱情/喜剧,0.4553859001980693
爱情进化论,爱情,0.19833796563683181
爱情银行,爱情,0.19833796563683181
爱情魔发师,喜剧/爱情,0.4553859001980693
爱情麻辣烫之情定终身,爱情,0.19833796563683181
爱我就陪我看电影,喜剧/爱情,0.4553859001980693
爱拼北京,爱情,0.19833796563683181
爱无界,[],7.532073329420967e-05
爱爱囧事,爱情/喜剧/青春,0.5076212245023027
爱的“蟹”逅,爱情,0.19833796563683181
爱神,爱情,0.19833796563683181
爱，很美,爱情,0.19833796563683181
爵迹,,0.1841949823263029
爸爸去哪儿,纪实/真人秀/亲情,0.03020675006285643
爸爸去哪儿2,纪实/纪录片/家庭/儿童,0.040776042742828464
爸爸妈妈复婚记,剧情/家庭,0.07706147390365604
爸爸我来救你了,喜剧/动作/冒险/儿童,0.9813940477977765
爸爸的假期,喜剧/家庭,0.2843117193649513
爸爸的晚餐,剧情,0.049797689099942116
爸爸的木房子,剧情/亲情,0.06811734223374667
牛老汉的幸福生活,,0.1841949823263029
牛胆神偷,喜剧,0.2570479345612374
特功明星,动画/喜剧/冒险/动作,1.0645713883738526
特工艾米拉,动作,0.4242107898081302
特殊身份,动作/犯罪,0.48099610607928106
特种部队：全面反击,动作/冒险/科幻/惊悚,0.9963215358397931
特警判官,动作/科幻,0.5894983557375433
犀利人妻,爱情/剧情,0.24813565473677393
状元媒,剧情/戏曲,0.04982940672407975
犹太女孩在上海2：项链密码,动画/冒险,0.38331266400448477
狂怒,战争/动作,0.457761407243836
狂舞派,歌舞,0.0045606393544468
狂野飞车,动作/爱情/冒险,0.9183486553479796
狄仁杰之神都龙王,动作/古装/悬疑,0.5231153704474634
狙击时刻,动作/犯罪/悬疑,0.5560590033760789
独立日：卷土重来,动作/科幻/冒险,0.885298255640561
独行侠,动作/冒险/西部,0.7222619260142115
狼兵吼,动作/战争/爱情/悬疑,0.7311622701774657
狼图腾,剧情/冒险,0.3455975890029598
狼少年,爱情,0.19833796563683181
猎仇者,惊悚/悬疑/犯罪,0.24287149376718095
猎神：冬日之战,动作/剧情/冒险,0.76980837881109
猛龙特囧,喜剧/动作,0.6812587243693676
猩球崛起,,0.1841949823263029
猩球崛起：黎明之战,科幻/动作,0.5894983557375433
猪猪侠之勇闯巨人岛,动画,0.08751276410146716
猪猪侠之囧囧危机,,0.1841949823263029
猪猪侠之终极决战,动画/儿童,0.09184818762685837
猫脸老太太,惊悚/恐怖/悬疑,0.18917312709574566
猿创世界之熊孩子部落,动画,0.08751276410146716
王化买父,剧情,0.049797689099942116
王子与108煞,动画/动作/冒险,0.807523453812615
王朝的女人·杨贵妃,爱情/古装/历史,0.23012651068309234
王牌,战争/悬疑,0.10861351473250372
王牌情敌,喜剧/爱情/贺岁,0.46108799142802165
王牌特工：特工学院,动作/冒险/喜剧,0.9770586242723852
王的盛宴,动作/历史/古装,0.4559993348543907
王者之剑3D,,0.1841949823263029
玛德2号,喜剧/家庭,0.2843117193649513
玩命剧组,,0.1841949823263029
玩命时光,动作/喜剧/魔幻/爱情,0.9181890166633123
玩命狙击,,0.1841949823263029
玩命追踪,,0.1841949823263029
玩命速递：重启之战,动作/犯罪/惊悚,0.5920193862785134
环太平洋,科幻/冒险/动作,0.885298255640561
环形使者,,0.1841949823263029
璀璨的婚礼,爱情/喜剧,0.4553859001980693
甜心巧克力,爱情,0.19833796563683181
甜蜜十八岁,爱情/青春,0.25057328994106526
甜蜜杀机,动作/爱情,0.622548755444962
甜蜜蜜,爱情,0.19833796563683181
生化危机5：惩罚,动作/惊悚/科幻,0.7005216359367754
生死传递,战争,0.03355061743570581
