Moviename,Type,weight
临时约定,爱情/喜剧,0.4553859001980693
临沧的诱惑,爱情/喜剧,0.4553859001980693
临终囧事,惊悚/喜剧,0.3680712147604696
为了这片土地,剧情/主旋律/农村/现实,0.050205408903472526
为爱放手,爱情,0.19833796563683181
乌珠穆沁的孩子,剧情,0.049797689099942116
乌龙戏凤2012,,0.1841949823263029
乐乐熊奇幻追踪,动画,0.08751276410146716
乐翻天,,0.1841949823263029
乐队,歌舞,0.0045606393544468
乔布斯,纪录片/传记,0.014063562555304708
九层妖塔,动作/惊悚/魔幻/冒险,0.8696262965674929
九条命,,0.1841949823263029
乡村不寂寞,爱情,0.19833796563683181
乡间童谣,剧情,0.049797689099942116
乳娘情,剧情/主旋律,0.05008701818304106
了不起的盖茨比,爱情,0.19833796563683181
二十二,剧情/纪录片,0.05224503716022307
二次曝光,爱情/悬疑,0.27340086293362975
云上太阳,,0.1841949823263029
云中行走,剧情/传记/冒险,0.35721380349798354
云图,科幻/惊悚/悬疑,0.3513737434254432
五女拜寿,,0.1841949823263029
五月天追梦3DNA,,0.1841949823263029
亡命地中海,惊悚/悬疑,0.18608617749603007
京城81号,惊悚/剧情/悬疑,0.23588386659597219
亲爱,爱情,0.19833796563683181
亲爱的,剧情/家庭,0.07706147390365604
亲，别怕鬼宅凶灵,惊悚/恐怖/悬疑,0.18917312709574566
人再囧途之泰囧,喜剧/公路,0.27856198584254305
人在征途,爱情,0.19833796563683181
人在驴途,喜剧,0.2570479345612374
人山人海,,0.1841949823263029
人狼大战,,0.1841949823263029
人生不能重来,剧情,0.049797689099942116
人皮拼图,惊悚/恐怖/悬疑,0.18917312709574566
人间·小团圆,爱情/家庭,0.22560175044054573
人间蒸发,惊悚/悬疑,0.18608617749603007
今天明天,动画,0.08751276410146716
从你的全世界路过,,0.1841949823263029
从哪来，到哪去,喜剧/儿童,0.26138335808662866
从天“儿”降,喜剧/爱情/科幻,0.6206734661274824
他是龙,,0.1841949823263029
伞头和他的女人,爱情,0.19833796563683181
传奇状元伦文叙,纪录片/戏曲,0.002479065684418581
伦敦陷落,动作/惊悚/犯罪,0.5920193862785131
伴我同行,剧情,0.049797689099942116
低碳爱情,爱情,0.19833796563683181
何以笙箫默,爱情,0.19833796563683181
何帅的爱情,爱情,0.19833796563683181
余之香,剧情,0.049797689099942116
你是不是我的爱人,爱情/励志,0.20651229419893885
你是哪里人,,0.1841949823263029
使命召唤,动作/犯罪,0.48099610607928106
使徒行者,动作/警匪/悬疑,0.5234145754591697
侏罗纪世界,动作/冒险/科幻/惊悚,0.9963215358397931
侏罗纪公园3D,科幻/动作/冒险/惊秫,0.8901573241573753
侠探杰克,动作/犯罪,0.48099610607928106
侠盗石川,,0.1841949823263029
侨女日记,剧情,0.049797689099942116
俐侎阿朵,爱情,0.19833796563683181
保安刘十八,剧情,0.049797689099942116
借你俩胆,喜剧/惊悚,0.3680712147604696
倾城,灾难/警匪/动作,0.4656401503791468
倾城之泪,,0.1841949823263029
假装情侣,,0.1841949823263029
假装看不见之电影大师,爱情/喜剧,0.4553859001980693
催命符,惊悚/悬疑,0.18608617749603007
催眠大师,惊悚/悬疑/心理,0.18971575373986604
像小强一样活着,,0.1841949823263029
像素大战,动作/喜剧/科幻,0.8465462902987808
光棍终结者,,0.1841949823263029
光的棍,喜剧/爱情,0.4553859001980693
光荣使命,[],7.532073329420967e-05
光辉岁月,动作/冒险/爱情,0.9183486553479796
兔侠之青黎传说,动画/冒险,0.38331266400448477
兔侠传奇,,0.1841949823263029
兔子镇的火狐狸,动画/喜剧/冒险,0.6403605985657222
党的女儿尹灵芝,剧情/主旋律,0.05008701818304106
全力扣杀,动作/喜剧,0.6812587243693676
全城通缉,动作/悬疑/犯罪,0.5560590033760789
全城高考,喜剧/爱情/青春,0.5076212245023027
全民目击,惊悚/悬疑/犯罪,0.24287149376718095
全球热恋,,0.1841949823263029
全能囧爸,喜剧,0.2570479345612374
八星抱喜,,0.1841949823263029
公主的诱惑,爱情/青春/喜剧,0.5076212245023026
公路美人,爱情,0.19833796563683181
六弄咖啡馆,爱情/青春,0.25057328994106526
六福喜事,爱情/喜剧,0.4553859001980693
兰亭,爱情/战争,0.23188858307253762
关云长,,0.1841949823263029
再次出发,喜剧/爱情/音乐,0.4559588803011602
再爱一次好不好,爱情/喜剧,0.4553859001980693
再生之乐,剧情/喜剧,0.30684562366117957
再见巨人,剧情,0.049797689099942116
再见我们的十年,爱情/喜剧,0.4553859001980693
再见，在也不见,爱情/剧情/同性,0.24820765129747707
军号密码,战争,0.03355061743570581
冬,剧情,0.049797689099942116
冬,剧情,0.049797689099942116
冰封：重生之门,动作/科幻/喜剧,0.8465462902987808
冰川时代4：大陆漂移,,0.1841949823263029
冰川时代5：星际碰撞,,0.1841949823263029
冰川时代：星际碰撞,,0.1841949823263029
冰川时代：融冰之灾,动画/动作/冒险,0.807523453812615
冰河追凶,动作/悬疑/犯罪,0.5560590033760789
冰美人,爱情/冒险,0.49413786553984945
冰雪11天,灾难/抢险,0.017348614652578018
冰雪奇缘,动画,0.08751276410146716
冲上云霄,爱情,0.19833796563683181
冲锋号,动画,0.08751276410146716
冲锋战警,动作/犯罪,0.48099610607928106
冲锋车,动作/犯罪,0.48099610607928106
决不饶恕,剧情/反腐,0.05039558230859705
冷瞳,惊悚/悬疑,0.18608617749603007
凡人烦恼,喜剧/悬疑,0.3321108318580353
凤凰台,剧情,0.049797689099942116
凤凰谷,,0.1841949823263029
凶间雪山,惊悚/冒险,0.4068231801022498
击战,,0.1841949823263029
分手不分手,爱情,0.19833796563683181
分手再说我爱你,爱情,0.19833796563683181
分手合约,爱情,0.19833796563683181
分手大师,喜剧/爱情,0.4553859001980693
分手木马计,爱情/喜剧,0.4553859001980693
分手达人,爱情/喜剧,0.4553859001980693
分歧者2：绝地反击,动作/爱情/科幻/冒险,1.0836362212773927
分歧者3：忠诚世界,科幻/动作/冒险/悬疑,0.9603611529373589
分歧者：异类觉醒,动作/爱情/冒险/科幻,1.0836362212773927
刑警兄弟,喜剧,0.2570479345612374
刘老庄八十二壮士,战争,0.03355061743570581
初到东京,,0.1841949823263029
初恋未满,爱情/青春,0.25057328994106526
判我有罪,剧情/悬疑,0.12486058639674003
别开门,惊悚/悬疑/恐怖,0.18917312709574563
别惹我,动作/喜剧,0.6812587243693676
别有动机,动作/犯罪/悬疑,0.5560590033760789
别跟我谈高富帅,喜剧/爱情,0.4553859001980693
到阜阳六百里,,0.1841949823263029
制服,惊悚,0.11102328019923217
刺夜,动作/悬疑,0.4992736871049281
刺客,动作/古装,0.4480524731506655
刺客聂隐娘,动作/武侠/古装,0.456698353783682
刺猬小子之天生我刺,动画/儿童/冒险,0.387648087529876
刻在石磨上的勋章,剧情,0.049797689099942116
前任2：备胎反击战,爱情/喜剧,0.4553859001980693
前任攻略,爱情/喜剧,0.4553859001980693
剑河,动作/武侠,0.4328566704411467
剩者为王,爱情/喜剧/都市,0.4565562849191645
功夫,动作/喜剧/犯罪,0.7380440406405185
功夫世家,动作/喜剧,0.6812587243693676
功夫侠,动作,0.4242107898081302
功夫小龙,动作/喜剧,0.6812587243693676
功夫战斗机,动作,0.4242107898081302
功夫熊猫2,,0.1841949823263029
功夫熊猫3,动画/动作/冒险/喜剧,1.0645713883738526
动植物大战,动画/儿童,0.09184818762685837
动物也疯狂,动画,0.08751276410146716
劫案迷云,动作/惊悚,0.5352340700073623
劳拉的星星在中国,,0.1841949823263029
勿忘初心,剧情/喜剧,0.30684562366117957
匆匆那些年,爱情/青春,0.25057328994106526
匆匆那年,爱情/青春,0.25057328994106526
化妆师,惊悚,0.11102328019923217
北京·纽约,爱情,0.19833796563683181
北京时间,爱情,0.19833796563683181
北京爱情故事,爱情,0.19833796563683181
北京遇上西雅图,爱情/喜剧,0.4553859001980693
北京遇上西雅图之不二情书,爱情/喜剧,0.4553859001980693
北回归线,爱情/喜剧,0.4553859001980693
北漂鱼,喜剧/青春/都市,0.31045364358656613
匹夫,,0.1841949823263029
医缘,爱情/喜剧,0.4553859001980693
十七岁,爱情,0.19833796563683181
十万个冷笑话,动画/喜剧,0.34456069866270456
十万伙急,喜剧/悬疑,0.3321108318580353
十二公民,剧情/犯罪,0.106583005371093
十二星座离奇事件,惊悚/悬疑,0.18608617749603007
十二生肖,动作/冒险/喜剧,0.9770586242723852
十二生肖城市英雄,动画,0.08751276410146716
十五岁的笑脸,,0.1841949823263029
十月初五的月光,爱情,0.19833796563683181
十月阳春,剧情,0.049797689099942116
千锤百炼,纪实/纪录片/运动,0.011487291165097665
午夜43路,惊悚/恐怖,0.11411022979894775
午夜凶梦,,0.1841949823263029
午夜寻访录,恐怖,0.0030869495997155644
午夜微博,惊悚,0.11102328019923217
午夜火车,惊悚,0.11102328019923217
半夜不要照镜子,,0.1841949823263029
半夜叫你别回头,惊悚/恐怖,0.11411022979894775
半熟少女,爱情,0.19833796563683181
华丽上班族,喜剧/爱情,0.4553859001980693
单身男女,,0.1841949823263029
单身男女2,爱情/喜剧,0.4553859001980693
南口1937,战争,0.03355061743570581
南平红荔,剧情,0.049797689099942116
南方大冰雪,剧情,0.049797689099942116
南泥湾,战争/历史/主旋律,0.04178680822252994
博物馆奇妙夜3,喜剧/冒险/家庭,0.580111619267969
卧虎藏龙：青冥宝剑,动作/冒险,0.7200106897111478
卧龙岗,喜剧/悬疑,0.3321108318580353
危城,动作/武侠/古装,0.456698353783682
危城之恋,爱情,0.19833796563683181
危情营救,动作/犯罪,0.48099610607928106
危险关系,爱情/悬疑,0.27340086293362975
厨子戏子痞子,喜剧/战争/动作,0.7148093418050735
双人床条约,,0.1841949823263029
双城计中计,,0.1841949823263029
双生灵,惊悚/悬疑,0.18608617749603007
双雄,动作/犯罪/冒险,0.7767960059822988
反贪风暴,动作/反腐,0.42480868301678515
反贪风暴2,,0.1841949823263029
发条城市,喜剧,0.2570479345612374
受降前夕,战争/犯罪/悬疑,0.1653988310036546
变形金刚3,,0.1841949823263029
变形金刚4：绝迹重生,科幻/动作/冒险,0.885298255640561
变节：潜罪犯,,0.1841949823263029
变身超人,喜剧/动作/励志,0.6894330529314747
叛谍追击,,0.1841949823263029
古堡之吻,爱情,0.19833796563683181
古曼,惊悚,0.11102328019923217
古田会议,剧情/主旋律,0.05008701818304106
古镇凶灵之巫咒缠身,惊悚,0.11102328019923217
可爱的你,爱情,0.19833796563683181
台北飘雪,,0.1841949823263029
史前怪兽,动作/惊悚/冒险,0.83103396991038
史努比：花生大电影,动画/喜剧/家庭/冒险,0.6676243833694361
叶问3,动作/传记,0.43582700430315396
叶问：终极一战,动作/传记,0.43582700430315396
合欢树,,0.1841949823263029
吉星高照2015,喜剧,0.2570479345612374
吉祥宝宝之我是食神,动画/喜剧,0.34456069866270456
同城邂逅,爱情/喜剧,0.4553859001980693
同桌的妳,爱情/青春,0.25057328994106526
同谋,惊悚/悬疑/动作/惊秫,0.6151560358209747
名侦探柯南2011：沉默的15分钟,,0.1841949823263029
名侦探柯南2015：业火的向日葵,动画/侦探/悬疑,0.1630875275290731
后会无期,爱情/公路/文艺,0.224503663337294
向阳花开,爱情/音乐/喜剧,0.4559588803011602
听见下雨的声音,爱情/音乐,0.19891094573992277
听说,爱情/家庭,0.22560175044054573
听风者,剧情/悬疑,0.12486058639674003
启功,剧情/传记,0.06141390359496588
吴仁宝,纪实/传记,0.01834570084846613
吴哥的微笑,爱情,0.19833796563683181
告诉他们，我乘白鹤去了,剧情,0.049797689099942116
周恩来的四个昼夜,纪实/传记/历史,0.026292562552191312
味道中国,纪实/记录,0.0067689687429907976
呼吸正常,爱情/剧情,0.24813565473677393
命中注定,爱情/喜剧,0.4553859001980693
命运派对,惊悚,0.11102328019923217
咏春小龙,动作/家庭,0.4514745746118441
咒丝,惊悚,0.11102328019923217
咕噜咕噜美人鱼,动画/喜剧/冒险,0.6403605985657222
咱们是亲人,剧情,0.049797689099942116
咱们结婚吧,爱情,0.19833796563683181
哆啦A梦：伴我同行,动画/家庭,0.11477654890518109
哆啦A梦：新·大雄的日本诞生,冒险/动画,0.38331266400448477
哥斯拉,科幻/灾难/动作,0.6067868279543184
哪一天我们会飞,爱情/剧情,0.24813565473677393
哭恋,爱情,0.19833796563683181
哺乳期的女人,剧情,0.049797689099942116
唇唇欲动,喜剧/青春,0.30928325886547087
唐人街探案,喜剧/动作/悬疑,0.7563216216661656
唐家山之恋,纪实/传记,0.01834570084846613
商魂,爱情/亲情,0.21665761877063638
啊朋友还钱,喜剧,0.2570479345612374
喊·山,剧情/爱情/犯罪,0.3049209710079248
喋血神兵,剧情,0.049797689099942116
喜乐长安,爱情/武侠/喜剧/动作,0.888242570639216
喜剧王,喜剧,0.2570479345612374
喜羊羊与灰太狼之兔年顶呱呱,,0.1841949823263029
喜羊羊与灰太狼之喜气羊羊过蛇年,动画,0.08751276410146716
喜羊羊与灰太狼之开心闯龙年,,0.1841949823263029
喜羊羊与灰太狼之羊年喜羊羊,动画/喜剧,0.34456069866270456
喜羊羊与灰太狼之飞马奇遇记,动画,0.08751276410146716
喜酒,,0.1841949823263029
喜马拉雅天梯,剧情/纪录片,0.05224503716022307
喵星少年漂流记,动画,0.08751276410146716
嗨起，打他个鬼子,战争,0.03355061743570581
四大名捕,动作/悬疑/古装,0.5231153704474635
四大名捕2,动作/悬疑/古装,0.5231153704474635
四大名捕大结局,动作/古装/爱情/悬疑,0.7214533360842952
回乡逗儿,喜剧/公路,0.27856198584254305
回到原点,剧情,0.049797689099942116
回到爱开始的地方,爱情,0.19833796563683181
回到被爱的每一天,爱情,0.19833796563683181
因为谷桂花,剧情,0.049797689099942116
团圆,爱情/亲情,0.21665761877063638
囧贼,喜剧/爱情,0.4553859001980693
国宝疑云,动作/悬疑,0.4992736871049281
国王的演讲,,0.1841949823263029
国酒,剧情/爱情,0.24813565473677393
土豪520,爱情/喜剧,0.4553859001980693
圣斗士星矢：圣域传说,动画,0.08751276410146716
圣杯神器：骸骨之城,奇幻/动作/冒险/悬疑,0.8509181894055314
圣诞大赢家,动画/喜剧,0.34456069866270456
圣诞玫瑰,惊悚/犯罪/悬疑,0.24287149376718095
圣龙奇兵大冒险,动画,0.08751276410146716
在一起,爱情,0.19833796563683181
在世界中心呼唤爱,爱情,0.19833796563683181
在雨中,爱情,0.19833796563683181
地下室惊魂,惊悚/悬疑/恐怖,0.18917312709574563
地域无门,,0.1841949823263029
地心历险记2：神秘岛,,0.1841949823263029
地心引力,科幻/惊悚,0.2763108461286453
地心营救,剧情/传记,0.06141390359496588
坏姐姐之拆婚联盟,爱情/喜剧,0.4553859001980693
坏蛋必须死,喜剧/动作/悬疑/犯罪,0.8131069379373165
坚不可摧,动作/运动,0.4265212465595045
垫底辣妹,剧情,0.049797689099942116
城市游戏,动作/惊悚,0.5352340700073623
塞外长风,剧情,0.049797689099942116
墓穴迷城,惊悚,0.11102328019923217
壁虎,,0.1841949823263029
复仇者联盟,,0.1841949823263029
复仇者联盟2：奥创纪元,科幻/动作/冒险,0.885298255640561
夏日恋神马,,0.1841949823263029
夏日示爱,爱情,0.19833796563683181
夏有乔木 雅望天堂,爱情/青春,0.25057328994106526
夏洛特烦恼,喜剧/爱情/青春,0.5076212245023027
夜半哭声,惊悚/恐怖,0.11411022979894775
夜半梳头,惊悚/恐怖,0.11411022979894775
夜孔雀,爱情/剧情/文艺,0.25278730115593046
夜幕惊魂,惊悚/喜剧,0.3680712147604696
夜店诡谈,,0.1841949823263029
夜莺,爱情,0.19833796563683181
夜郎侠之一路危途,动作,0.4242107898081302
夜魔人,惊悚/恐怖,0.11411022979894775
大上海,动作,0.4242107898081302
大丑,剧情/戏曲,0.04982940672407975
大兵金宝历险记,,0.1841949823263029
大力神3D,动作/冒险,0.7200106897111478
大叔，我爱你,爱情/喜剧,0.4553859001980693
大变局之梦回甲午,战争/爱情/古装,0.25573026641507296
大唐玄奘,剧情,0.049797689099942116
大喜临门,喜剧,0.2570479345612374
大地赤子史来贺,剧情/传记,0.06141390359496588
大宅男,喜剧/爱情,0.4553859001980693
大寒桃花开,爱情/古装,0.22217964897936715
大山的女儿,剧情,0.049797689099942116
大峰祖师,惊悚/悬疑/古装,0.2099278608385654
大明劫,战争/古装,0.057392300778241145
大明猩,喜剧/运动,0.2593583913126118
大武当之天地密码,,0.1841949823263029
大武生,,0.1841949823263029
大海啸之鲨口逃生,,0.1841949823263029
大火种,剧情/主旋律/怀旧,0.07231114408991397
大片,喜剧,0.2570479345612374
大话天仙,喜剧/古装,0.2808896179037728
大话西游3,,0.1841949823263029
大话西游之大圣娶亲,喜剧/动作/冒险/爱情,1.1753965899092171
大话西游之月光宝盒,喜剧/爱情/动作/冒险,1.1753965899092171
大追捕,,0.1841949823263029
大野狼和小绵羊的爱情,爱情/喜剧/浪漫,0.4557763274049001
大闹天宫（动画版）,,0.1841949823263029
大魔术师,,0.1841949823263029
大鱼海棠,动画/奇幻,0.14335736649905279
天上的菊美,纪实/传记/主旋律,0.018635029931565076
天亮·分手,爱情,0.19833796563683181
天亮之前,爱情/黑帮,0.1985662233974094
天使请吻我,剧情/爱情,0.24813565473677393
天使：生命处方,剧情,0.049797689099942116
天台爱情,歌舞/爱情/动作,0.6271093947994087
天各一方,爱情,0.19833796563683181
天堂之吻,爱情,0.19833796563683181
天将雄师,动作/古装/战争/爱情,0.6799410562232031
天才眼镜狗,动画,0.08751276410146716
天机·富春山居图,动作/冒险,0.7200106897111478
天河,剧情,0.049797689099942116
天生有福,剧情/喜剧,0.30684562366117957
天生爱情狂,爱情/喜剧,0.4553859001980693
天眼传奇,动画/冒险,0.38331266400448477
天空的微笑,,0.1841949823263029
天边的孩子,剧情,0.049797689099942116
天钟,动作/喜剧,0.6812587243693676
天际浩劫,,0.1841949823263029
天降,剧情/文艺,0.054449335519098634
太平轮（上）,爱情/战争,0.23188858307253762
太平轮：彼岸,爱情/战争,0.23188858307253762
太极侠,动作/冒险/武侠,0.7286565703441643
太空一号,,0.1841949823263029
太空熊猫历险记,动画,0.08751276410146716
太空熊猫总动员,动画,0.08751276410146716
太空熊猫英雄归来,动画/冒险,0.38331266400448477
太阳脸,战争/儿童,0.037886040961097024
失孤,剧情,0.049797689099942116
失恋33天,,0.1841949823263029
失控,,0.1841949823263029
失眠男女,爱情,0.19833796563683181
头脑特工队,动画/喜剧/家庭/冒险,0.6676243833694361
夺命心跳,,0.1841949823263029
夺命推理,剧情/悬疑,0.12486058639674003
夺命旅行,惊悚,0.11102328019923217
夺命追踪,惊悚/悬疑,0.18608617749603007
夺宝联盟,动作/犯罪,0.48099610607928106
夺樽,动作,0.4242107898081302
夺路而逃,,0.1841949823263029
奇幻女侠,动作,0.4242107898081302
奇幻森林,冒险/剧情/奇幻,0.4014421914005454
奇缘灰姑娘,,0.1841949823263029
奇葩追梦,喜剧/剧情,0.30684562366117957
奇袭胡家台,战争,0.03355061743570581
奈河,剧情/家庭,0.07706147390365604
奔爱,爱情,0.19833796563683181
奔跑吧！兄弟,喜剧,0.2570479345612374
奔驰的大葱,喜剧,0.2570479345612374
奥拉星：进击圣殿,动画/儿童/冒险,0.387648087529876
奥林匹斯的陷落,动作/惊悚,0.5352340700073623
女巫季节,,0.1841949823263029
女汉子真爱公式,爱情/喜剧,0.4553859001980693
女生宿舍,惊悚/悬疑,0.18608617749603007
女神时代,爱情,0.19833796563683181
女神跟我走,爱情/喜剧,0.4553859001980693
女蛹,惊悚/悬疑/爱情,0.3844241431328619
好命先生,爱情/喜剧,0.4553859001980693
好好过,喜剧,0.2570479345612374
妄想症,惊悚/恐怖/悬疑,0.18917312709574566
妈咪侠,喜剧/家庭/励志/亲情,0.3108057010608629
妈妈让我再爱你一次,剧情/家庭/亲情,0.0953811270374606
妖医,,0.1841949823263029
妮莎罕,剧情,0.049797689099942116
姑鲁之恋,爱情/喜剧,0.4553859001980693
娘家人,剧情/亲情,0.06811734223374667
孕城,剧情,0.049797689099942116
孝女彩金,剧情,0.049797689099942116
孤岛,惊悚/恐怖/悬疑,0.18917312709574566
孤岛惊魂,,0.1841949823263029
孤岛惊魂2,惊悚/悬疑,0.18608617749603007
孤胆特工,,0.1841949823263029
孪生密码,动作/悬疑,0.4992736871049281
宅女侦探桂香,爱情/悬疑,0.27340086293362975
守信少年,剧情,0.049797689099942116
守卫者,剧情,0.049797689099942116
守望女,剧情,0.049797689099942116
守株人,,0.1841949823263029
守梦者,剧情/犯罪/悬疑,0.1816459026678909
安妮：纽约奇缘,喜剧/家庭,0.2843117193649513
安娜卡列尼娜,,0.1841949823263029
安德的游戏,动作/科幻,0.5894983557375433
完美人生,,0.1841949823263029
完美假妻168,爱情/喜剧/悬疑,0.5304487974948672
完美的爱,,0.1841949823263029
完美超越,喜剧,0.2570479345612374
宙斯之子：赫拉克勒斯,动作/冒险,0.7200106897111478
宝岛双雄,,0.1841949823263029
宝米恰恰,爱情/喜剧,0.4553859001980693
宝贝女儿好妈妈之吃记忆的大雪球,,0.1841949823263029
宝贝，对不起,剧情/记录/冒险,0.3456370713925082
宫锁沉香,爱情/古装,0.22217964897936715
家亦有道,剧情,0.049797689099942116
家园防线,动作/惊悚,0.5352340700073623
家在水草丰茂的地方,剧情,0.049797689099942116
家有虎妻,爱情/励志/喜剧,0.46356022876017633
寄生兽,科幻/恐怖,0.1683745155291287
密室之不可靠岸,,0.1841949823263029
密道追踪之阴兵虎符,动作/悬疑/冒险/惊悚,0.906096867207178
寒战,动作/警匪,0.44835167816237176
寒战2,动作/警匪/悬疑,0.5234145754591697
对不起，我爱你,爱情,0.19833796563683181
对风说爱你,爱情,0.19833796563683181
寻找心中的你,爱情/剧情,0.24813565473677393
寻龙夺宝,,0.1841949823263029
寻龙诀,惊悚/冒险/动作,0.83103396991038
封神传奇,动作/奇幻/剧情,0.5298530813056579
封门村,惊悚/悬疑/恐怖,0.18917312709574563
封门诡影,惊悚,0.11102328019923217
将离草,剧情,0.049797689099942116
将错就错,喜剧,0.2570479345612374
小小校长,剧情,0.049797689099942116
小小飞虎队,动作/儿童/喜剧,0.6855941478947588
小时代,爱情/青春,0.25057328994106526
小时代3：刺金时代,爱情/青春,0.25057328994106526
小时代4：灵魂尽头,爱情/青春/喜剧,0.5076212245023026
小时代4：灵魂尽头（纪录片版）,爱情/青春/喜剧,0.5076212245023026
小时代：青木时代,爱情/青春,0.25057328994106526
小猪班纳大电影之梦想大“帽”险,动画/冒险,0.38331266400448477
小神来了,喜剧/家庭/儿童,0.28864714289034255
小羊肖恩,动画/冒险/喜剧,0.6403605985657222
小蚂蚁之环球大冒险,动画/冒险,0.38331266400448477
小西天狄道传奇,爱情/历史/古装,0.23012651068309234
小角色,爱情,0.19833796563683181
小门神,动画/喜剧,0.34456069866270456
小飞侠：幻梦启航,动作/冒险,0.7200106897111478
小魔仙之黑魔法来袭,,0.1841949823263029
