0,0,0,0,0,0,0,0,1,0,0,0,6055.28666666,1034.9,56.0,56.0,715.089077053,56
1,0,0,0,0,0,0,0,0,0,0,0,33222.5942857,17834.7908269,28543.8316666,45909.95,715.089077053,37614.2
0,0,0,0,0,0,0,0,0,0,1,0,38427.287561,20031.0454524,32181.7080952,45909.95,715.089077053,54205.7
0,1,0,0,0,0,0,0,0,0,0,0,24979.5318421,37546.6727273,33104.4355555,21722.385,715.089077053,20000.8
0,0,0,0,0,0,0,0,1,0,0,0,177.0,22347.7395652,177.0,969.1625,715.089077053,177
0,0,0,0,0,0,0,0,0,0,1,0,20998.6725926,17834.7908269,26152.681875,27242.8133333,715.089077053,13688.44
1,0,0,0,0,0,0,0,0,0,0,0,7729.07518521,5974.34670969,1025.32,1325.2,715.089077053,1325.2
1,0,0,0,0,0,0,0,0,0,0,0,4072.79544119,4161.70569231,615.7375,83.5999999998,715.089077053,54.7
0,0,0,1,0,0,0,0,0,0,0,0,1364.45645162,4649.19,2039.325,775.555,715.089077053,89.8
0,0,0,0,0,0,0,0,0,0,1,0,2344.09285714,17834.7908269,1836.84,174.5,715.089077053,174.5
0,0,0,0,0,0,0,0,1,0,0,0,2479.07689655,27268.8877049,930.658333333,244.23,715.089077053,244.23
0,0,0,0,0,0,0,0,0,0,0,1,11318.1405263,49.2,49.2,29.55,715.089077053,49.2
0,0,0,0,0,0,0,0,0,1,0,0,11426.56625,5026.03193549,8856.21594594,2260.0,715.089077053,2260
0,0,0,0,0,0,0,0,1,0,0,0,5719.29688525,1439.66666667,23093.5207143,415.11,715.089077053,452.3
0,0,0,0,0,0,0,0,1,0,0,0,3623.59000001,5974.34670969,1229.27666667,2089.6,715.089077053,2089.6
0,0,0,0,1,0,0,0,0,0,0,0,11447.251875,37.8333333333,4778.53714286,42.7,715.089077053,42.7
0,1,0,0,0,0,0,0,0,0,0,0,5749.9796,17834.7908269,39.7,39.7,715.089077053,39.7
0,0,0,0,0,0,0,0,1,0,0,0,6729.66393902,3536.794375,3967.058,23228.0177778,715.089077053,2515.7
0,0,0,0,0,0,0,0,0,1,0,0,6729.66393902,21907.9555556,2486.918,21093.016,715.089077053,1878
1,0,0,0,0,0,0,0,0,0,0,0,13802.6857143,5974.34670969,5.1,5.1,715.089077053,5.1
1,0,0,0,0,0,0,0,0,0,0,0,10144.7383621,26157.1251111,11789.3180952,4421.11833333,715.089077053,2502.11
1,0,0,0,0,0,0,0,0,0,0,0,7019.72727274,4596.0610204,8153.35090909,1245.0,715.089077053,1245
0,0,0,0,0,0,0,0,1,0,0,0,16099.0706452,9569.96018519,14398.0558064,222.2,715.089077053,222.2
0,0,0,0,0,0,0,1,0,0,0,0,1035.58956522,677.4,10558.722875,31.1,715.089077053,31.1
0,1,0,0,0,0,0,0,0,0,0,0,15142.4420895,11641.5026667,35138.4668182,6277.84,715.089077053,4413.65
1,0,0,0,0,0,0,0,0,0,0,0,816.608333333,40.5,30.8666666667,40.5,715.089077053,40.5
0,0,0,0,0,1,0,0,0,0,0,0,58518.2660417,22687.5076446,53171.4014286,52660.1333333,82927.505,80267.9
0,0,0,0,1,0,0,0,0,0,0,0,46784.1304478,17834.7908269,56063.817,52660.1333333,715.089077053,72296.8
0,0,1,0,0,0,0,0,0,0,0,0,6729.66393902,949.466666667,2777.4,2777.4,715.089077053,2777.4
0,0,0,0,0,0,0,0,0,0,0,1,6729.66393902,5974.34670969,411.994444444,5250.44477902,715.089077053,0
0,0,0,0,0,0,0,0,0,1,0,0,21494.9184375,23289.2747058,20615.6355102,11891.7,715.089077053,11891.7
0,0,0,0,0,0,0,0,0,0,1,0,12923.5566667,564.3,28987.0302941,1907.1,715.089077053,1907.1
0,0,1,0,0,0,0,0,0,0,0,0,82.0,2460.73259259,92.4,92.4,715.089077053,92.4
0,0,0,0,0,0,0,0,0,0,1,0,19765.5467153,26486.9528571,20935.2003352,27127.675,715.089077053,37113.6
1,0,0,0,0,0,0,0,0,0,0,0,16876.8781102,17799.7077099,12032.2701802,17606.95,715.089077053,28924.1
1,0,0,0,0,0,0,0,0,0,0,0,16565.9486508,17834.7908269,11066.2025225,17606.95,715.089077053,6289.8
1,0,0,0,0,0,0,0,0,0,0,0,18913.1929703,96630.2211111,33068.7498214,2458.5,715.089077053,2623.7
0,0,0,0,0,0,0,0,0,0,1,0,73.8492307692,7360.36666667,11.7,11.7,715.089077053,11.7
0,0,0,0,1,0,0,0,0,0,0,0,6764.1711111,2510.62,3951.72666667,205.0,715.089077053,205
0,0,0,0,0,0,0,1,0,0,0,0,21731.0527907,3724.28333333,10019.1003529,3302.6325,715.089077053,2276.3
0,0,1,0,0,0,0,0,0,0,0,0,1072.7608,17.425,13.7466666667,18.675,715.089077053,6.9
0,0,0,0,0,0,0,1,0,0,0,0,19687.2455556,27465.0923077,16446.0658824,12111.3,715.089077053,17250.5
1,0,0,0,0,0,0,0,0,0,0,0,9303.40151515,951.846666667,144.9,144.9,715.089077053,144.9
1,0,0,0,0,0,0,0,0,0,0,0,9968.69551021,991.885,9922.4142857,238.3,715.089077053,238.3
0,0,0,0,0,0,0,0,1,0,0,0,12412.2815,4649.19,539.316666667,688.0,715.089077053,688
0,0,0,0,0,0,0,0,0,0,0,1,48294.8683333,5007.15595745,8268.4,4576.2,715.089077053,8268.4
0,0,0,0,0,0,0,0,1,0,0,0,7453.16730769,70.44,70.44,70.44,715.089077053,70.44
0,0,0,0,0,0,0,1,0,0,0,0,4482.30372549,26518.0135443,3.8,3.8,3.8,3.8
0,0,0,0,0,0,0,0,0,0,0,1,8431.77923077,5974.34670969,0.86,0.86,715.089077053,0.86
0,0,0,0,0,0,0,0,0,0,0,1,37786.1190566,28465.0616667,23831.6908989,51494.6,715.089077053,51494.6
0,0,0,0,0,0,0,0,1,0,0,0,16684.9014286,12994.362449,27245.4716394,13255.35,715.089077053,22852.5
1,0,0,0,0,0,0,0,0,0,0,0,20611.4548571,17834.7908269,51173.2870588,23181.2066667,715.089077053,16064.6
0,0,0,0,0,0,0,0,0,1,0,0,6821.95210526,5974.34670969,38.55,5250.44477902,715.089077053,0
0,0,0,0,0,0,0,1,0,0,0,0,18456.5855263,2957.53375,375.4625,329.35,715.089077053,570.9
0,1,0,0,0,0,0,0,0,0,0,0,18859.1272727,16131.7548485,25911.0235211,6162.779,715.089077053,6972.1
0,0,0,0,1,0,0,0,0,0,0,0,8977.53515152,17657.0129156,10202.4166667,588.1,715.089077053,588.1
