0,0,0,0,0,0,0,0,0,1,0,0,1220000,16620.8266667,57029.7133333,40707.29,36881.995,29428.185,22336.51,17482.2222867,32610.2888889,100,100,100,100,40695.8657143,35458.24,100,100,100,100,22336.51,100,100,100,100,100,100,100,100,100,100,100,22336.51
0,0,0,0,0,0,0,0,0,0,1,0,1560000,33306.89,25454.662,41116.87,38746.01,36652.6333333,29070.78,17482.2222867,32610.2888889,31446.984,100,100,100,40695.8657143,100,100,100,100,100,49864.21,100,100,100,100,100,100,100,100,100,100,100,49864.21
0,0,1,0,0,0,0,0,0,0,0,0,808000,24086.27,16620.8266667,20741.4325,26470.9433333,14439.64,1131.16666667,17482.2222867,25001.3394118,32610.2888889,659.66,659.66,659.66,659.66,659.66,659.66,100,100,100,659.66,100,100,100,100,100,100,100,100,100,100,100,659.66
0,0,1,0,0,0,0,0,0,0,0,0,808000,24086.27,16620.8266667,20741.4325,26470.9433333,14439.64,1131.16666667,17482.2222867,25001.3394118,32610.2888889,659.66,659.66,659.66,659.66,659.66,659.66,100,100,100,659.66,100,100,100,100,100,100,100,100,100,100,100,659.66
0,0,0,0,0,1,0,0,0,0,0,0,1980000,65289.33,30927.2016667,36756.55,47380.4733333,45471.73,65657.965,17482.2222867,32610.2888889,43694.5571429,54691.22,27917.0316667,31446.984,40695.8657143,31740.8066667,29606.59,59222.855,69994.74,69994.74,45471.73,100,100,100,100,100,69994.74,69994.74,69994.74,69994.74,69994.74,69994.74,69994.74
0,0,0,0,0,0,0,0,0,0,1,0,135000,11163.09,107296.89,45390.445,43714.41,16579.12,16579.12,17482.2222867,32610.2888889,43694.5571429,31446.984,100,100,31740.8066667,100,100,100,100,100,16579.12,100,100,100,100,100,100,100,100,100,100,100,19235.33
0,0,0,0,0,1,0,0,0,0,0,0,1720000,31659.735,28507.51,25192.9925,23746.58,34971.5433333,27338.24,17482.2222867,25001.3394118,32610.2888889,54691.22,47960.145,46764.0575,40695.8657143,59222.855,100,100,100,100,32417.275,100,100,100,100,100,48450.97,48450.97,48450.97,48450.97,48450.97,48450.97,48450.97
1,0,0,0,0,0,0,0,0,0,0,0,346000,32535.21,3987.215,5992.35,5992.35,5992.35,5992.35,17482.2222867,25001.3394118,32610.2888889,100,100,100,31740.8066667,5992.35,5992.35,5992.35,5992.35,5992.35,5992.35,100,100,100,100,100,100,100,100,100,100,100,5992.35
1,0,0,0,0,0,0,0,0,0,0,0,1510000,39442.8027273,19893.77625,41513.78,66365.53,47498.572,47474.412,25001.3394118,32610.2888889,76299.17,100,100,100,18029.26,29510.0833333,76299.17,76299.17,100,100,76299.17,76299.17,100,100,100,100,100,100,100,100,100,100,76299.17
0,0,0,0,0,0,0,1,0,0,0,0,1020000,41039.28125,27338.24,71521.14,31308.43,31308.43,31308.43,39606.8446154,31308.43,31308.43,31308.43,31308.43,31308.43,49324.87,66283.13,100,100,100,100,31308.43,100,100,100,100,100,100,100,100,100,100,100,31308.43
0,0,0,1,0,0,0,0,0,0,0,0,241000,52296.925,14258.95,27338.24,36125.03,32688.56,24887.53,9834.225,8500.81833333,21588.876,7508.67,100,100,15964.508,100,100,100,100,100,2255.32,100,100,100,100,100,100,100,100,100,100,100,2255.32
0,0,0,0,0,0,0,0,1,0,0,0,12500000,3819.19,3819.19,2152.12,2152.12,776.26,776.26,9834.225,9834.225,12912.39,12912.39,17950.87875,17950.87875,10028.4333333,10028.4333333,10028.4333333,10028.4333333,776.26,776.26,1828.29333333,1828.29333333,100,100,100,100,10028.4333333,10028.4333333,10028.4333333,10028.4333333,776.26,776.26,776.26
0,0,1,0,0,0,0,0,0,0,0,0,620000,13261.34,7738.295,2918.67,2918.67,2918.67,2918.67,17482.2222867,9834.225,8500.81833333,2707.88333333,1556.23333333,100,2450.375,2450.375,2918.67,2918.67,2918.67,2918.67,2918.67,100,100,100,100,100,100,100,100,100,100,100,2918.67
0,0,0,0,0,0,0,0,0,0,0,1,1810000,39010.3633333,15878.965,13261.34,23604.01,23604.01,23604.01,9834.225,17950.87875,23604.01,23604.01,100,100,32929.73,12661.1133333,23172.33,100,100,100,23604.01,100,100,100,100,100,100,100,100,100,100,100,23604.01
0,0,0,0,0,0,1,0,0,0,0,0,4940000,32298.97,8458.1525,4535.05666667,4000.97,28258.65,23732.54,17482.2222867,9834.225,610.12,294.83,294.83,294.83,100,100,100,100,100,100,294.83,100,100,100,100,100,100,100,100,100,100,100,294.83
0,0,0,0,0,1,0,0,0,0,0,0,4170000,53774.86,7677.145,18673.71,6342.69,5897.45,3852.395,17482.2222867,9834.225,3193.285,1806.67,1628.14,100,41145.49,1644.58,100,100,100,100,1644.58,100,100,100,100,100,100,100,100,100,100,100,1644.58
0,0,0,0,0,0,0,1,0,0,0,0,5330000,5989.2,5989.2,100,100,100,100,5989.2,100,100,100,100,100,5989.2,5989.2,100,100,100,100,5989.2,100,100,100,100,100,5989.2,5989.2,5989.2,5989.2,5989.2,100,5989.2
0,0,0,0,0,1,0,0,0,0,0,0,100000000,21055.4254545,6095.53222222,5142.4,100,100,100,11013.79,100,100,100,100,100,241.69,100,100,100,100,100,241.69,100,100,100,100,100,100,100,100,100,100,100,241.69
0,0,0,0,0,0,0,1,0,0,0,0,6650000,3056.76,3056.76,3056.76,100,100,100,3056.76,100,100,100,100,100,3056.76,3056.76,100,100,100,100,3056.76,100,100,100,100,100,3056.76,3056.76,3056.76,100,100,100,3056.76
0,0,0,0,0,0,0,0,0,0,1,0,674000,22828.4766667,11712.6033333,8729.62333333,8729.62333333,6301.80666667,8170.06,17482.2222867,47364.37125,6060.21,100,100,100,100,100,100,100,100,100,8170.06,100,100,100,100,100,100,100,100,100,100,100,6060.21
1,0,0,0,0,0,0,0,0,0,0,0,545000,43803.6854545,37225.406,74404.4425,35747.48,12653.81,8942.94,9834.225,17842.9357143,18128.568,27757.96,21553.9525,5008.8075,19297.8218182,15964.508,18295.89375,105659.025,15959.6,15959.6,15959.6,100,100,100,100,100,100,100,100,100,100,100,15959.6
0,0,1,0,0,0,0,0,0,0,0,0,1240000,23478.415,30767.4033333,11462.1066667,29681.63,24242.35,17700.66,17545.038,9834.225,43694.5571429,17842.9357143,27917.0316667,21588.876,18295.89375,22843.4,22843.4,22843.4,22843.4,100,22843.4,100,100,100,100,100,100,100,100,100,100,100,22843.4
