守望女,剧情,2014/4/10,胡杨林,,中国新闻社湖北分社;,萧龙;,,1.6,1,1
守株人,,2013/3/26,林雪,华夏电影发行有限责任公司,龙腾艺都（北京）影业投资有限公司,李明明;,,308.29,2,2
守梦者,剧情/犯罪/悬疑,2015/7/24,张潮,河北同华影视文化传媒有限公司,中共唐山市委宣传部,张力;,,30.9,1,1
安妮：纽约奇缘,喜剧/家庭,2015/1/9,派翠西娅·克拉克森,华夏电影发行有限责任公司;,威秀影业,威尔·古勒;,,345.5,1,1
安娜卡列尼娜,,2013/9/2,拉斐尔·佩松纳兹,华夏电影发行有限责任公司;,,乔·怀特;,,32.72,2,2
安德的游戏,动作/科幻,2014/1/7,哈里森·福特,华夏电影发行有限责任公司;,,,,13875.9,1,1
完美人生,,2014/1/10,,,淄博青禾文化传播有限公司;,,,11.56,2,2
完美假妻168,爱情/喜剧/悬疑,2014/3/4,王学兵,北京云影博纳影视发行有限公司;,中影星美电影院线有限公司,刘镇伟;,,2924.8,1,1
完美的爱,,2013/6/6,李强,,寻梦文化传媒（北京）有限公司;,王立新;,,22.01,2,2
完美超越,喜剧,2014/1/5,闫硕,星美(北京)影业有限公司;,北京盛唐明象国际文化传播有限公司;,尹博;,,232.7,1,1
宙斯之子：赫拉克勒斯,动作/冒险,2014/10/21,道恩·强森,华夏电影发行有限责任公司;,派拉蒙影业公司,布莱特·拉特纳;,,8282.2,1,1
宝岛双雄,,2013/12/9,夏雨,上海电影股份有限公司影视发行分公司,三和娱乐国际有限公司,张训玮;,,731.23,2,2
宝米恰恰,爱情/喜剧,2013/1/10,欧阳伦,,高雄人文化基金会,王传宗,,44.4,1,1
宝贝女儿好妈妈之吃记忆的大雪球,,2013/7/27,,卡通先生影业有限公司,广东原创动力文化传播有限公司,张恒;,,461.51,2,2
宝贝，对不起,剧情/记录/冒险,2015/1/31,邵兵,国盛影业（北京）有限公司;,国盛影业（北京）有限公司,王骏,,497.6,1,1
宫锁沉香,爱情/古装,2013/8/13,陆毅,上海电影股份有限公司影视发行分公司,上海天娱传媒有限公司,潘安子;,,5449,1,1
家亦有道,剧情,2014/11/8,,,今典环球（北京）国际文化传媒有限公司,安泉;,,0.4,1,1
家园防线,动作/惊悚,2014/3/14,杰森·斯坦森,华夏电影发行有限责任公司;,千年影业;,加里·弗莱德;,,3255,1,1
家在水草丰茂的地方,剧情,2015/10/23,马兴春,北京劳雷影业有限公司,北京劳雷影业有限公司,李睿珺;,,77.7,1,1
家有虎妻,爱情/励志/喜剧,2015/10/1,潘阳,北京金亿乾坤影视文化传媒有限公司;,北京中视宇珩文化投资公司,柳珂;,,26.2,1,1
寄生兽,科幻/恐怖,2016/9/2,浅野忠信,英皇电影有限公司,东宝株式会社,山崎贵;,阿部秀司,4546.97,1,1
密室之不可靠岸,,2013/1/16,倪虹洁,北京盛世华锐电影投资管理有限公司,北京盛世华锐电影投资管理有限公司,张番番;,,1532.28,2,2
密道追踪之阴兵虎符,动作/悬疑/冒险/惊悚,2014/12/5,郭达,北京剧角映画文化传媒有限公司,云文（北京）影业投资有限责任公司,俞岛;,,901.4,1,1
寒战,动作/警匪,2012/11/8,杨采妮,银都电影发行有限公司,香港银都机构有限公司,梁乐民,,25303.8,1,1
寒战2,动作/警匪/悬疑,2016/7/8,杨采妮,安乐（北京）电影发行有限公司,安乐影片有限公司,梁乐民,江志强,67811.1,1,1
对不起，我爱你,爱情,2014/1/3,伍宇娟,华夏电影发行有限责任公司,国家新闻出版广电总局电影卫星频道节目制作中心,杨子;,,280,1,1
对风说爱你,爱情,2015/6/26,胡宇崴,北京太合娱乐文化发展股份有限公司,北京二十一世纪威克影业投资有限公司,,,277.9,1,1
寻找心中的你,爱情/剧情,2016/3/18,翟凯泰,上海凯羿影视传播有限公司,香港天马电影出品有限公司,刘伟恒;,,53.7,1,1
寻龙夺宝,,2013/1/15,陈小春,,浙江横店影视制作有限公司,马里奥·安德鲁西奥;,,3211.59,2,2
寻龙诀,惊悚/冒险/动作,2015/12/18,刘晓庆,华谊兄弟传媒股份有限公司,华谊兄弟传媒股份有限公司,乌尔善;,,166752.1,1,1
封神传奇,动作/奇幻/剧情,2016/7/29,范冰冰,华夏电影发行有限责任公司,中国星娱乐有限公司,许安,蔡衍泽,28387.3,1,1
封门村,惊悚/悬疑/恐怖,2014/5/27,岳小军,上海凯羿影视传播有限公司,北京中艺英纳文化传媒有限公司,邢博;,,567.3,1,1
封门诡影,惊悚,2015/3/13,刘滢,鑫岳影业;,上海华宇电影股份有限公司,王孟圆;,,2574.3,1,1
将离草,剧情,2015/9/18,,重庆保利万和院线;,重庆同缘音画文化传播有限公司;,罗英;,,0.6,1,1
将错就错,喜剧,2015/3/5,英达,永乐影业;,国家新闻出版广电总局电影卫星频道节目制作中心,王宁;,,3936.2,1,1
小小校长,剧情,2016/1/26,李强,北京华影卫士影视艺术交流中心;,北京华影卫士影视艺术交流中心,田刚磊;,,7.8,1,1
小小飞虎队,动作/儿童/喜剧,2013/1/25,岳红,华夏电影发行有限责任公司;,国家新闻出版广电总局电影卫星频道节目制作中心,黄建新,,150.8,1,1
小时代,爱情/青春,2013/6/27,杨阳,乐视影业（北京）有限公司,上海天娱传媒有限公司,郭敬明;,,48478.1,1,1
小时代3：刺金时代,爱情/青春,2014/7/17,姜潮,乐视影业（北京）有限公司;,浙江东阳天娱影视文化有限公司,郭敬明;,,52156.7,1,1
小时代4：灵魂尽头,爱情/青春/喜剧,2015/7/9,王琳,乐视影业（北京）有限公司;,浙江东阳天娱影视文化有限公司,郭敬明;,,48856.3,1,1
小时代4：灵魂尽头（纪录片版）,爱情/青春/喜剧,2015/7/20,王琳,乐视影业（北京）有限公司;,浙江东阳天娱影视文化有限公司,郭敬明;,,290.26,2,1
小时代：青木时代,爱情/青春,2013/8/8,王琳,乐视影业（北京）有限公司,上海天娱传媒有限公司,郭敬明;,,29654.4,1,1
小猪班纳大电影之梦想大“帽”险,动画/冒险,2015/6/27,李正翔,上海善喜影视传媒有限公司,上海善喜影视传媒有限公司,翁朝晖,,449.3,1,1
小神来了,喜剧/家庭/儿童,2013/8/15,柳岩,华夏电影发行有限责任公司;,江阴市天普文化传播有限公司;,杜鹏;,,105.4,1,1
小羊肖恩,动画/冒险/喜剧,2015/7/17,欧米德·吉亚李利,,阿德曼动画公司,马克·伯顿,,5377.6,1,1
小蚂蚁之环球大冒险,动画/冒险,2016/5/27,李晶,广州海力动漫文化发展有限公司,广东珠影影视制作有限公司,孟文龙,,110.7,1,1
小西天狄道传奇,爱情/历史/古装,2015/8/7,乌日根,北京创世星国际影视文化有限公司,兰州电影制片厂,张忠;,,8.8,1,1
小角色,爱情,2016/4/8,张稷轩,,北京一品映画影视文化有限公司;,柯威;,,3.5,1,1
小门神,动画/喜剧,2016/1/1,白客,北京中联华盟文化传媒投资有限公司,阿里巴巴（杭州）文化创意有限公司,王微;,,7868,1,1
小飞侠：幻梦启航,动作/冒险,2015/10/22,休·杰克曼,华夏电影发行有限责任公司;,Berlanti Productions ;,乔·赖特;,,2848.8,1,1
小魔仙之黑魔法来袭,,2016/9/2,吴恙,华夏电影发行有限责任公司,浙江泰皇影视文化有限公司,方晓罡;,,52.75,2,2
小鱼吃大鱼,爱情,2012/12/7,孔维,万达影视传媒有限公司;,天津北方电影集团,娄烨,,105.1,1,1
小黄人大眼萌,动画/喜剧/家庭,2015/9/13,真田广之,Toho-Towa ,,皮艾尔·柯芬,,43575.2,1,1
少女哪吒,剧情,2015/7/11,陈瑾,鑫岳影业;,合一影业有限公司,李霄峰;,,53.5,1,1
少女灵异日记,惊悚,2013/11/11,周野芒,北京橙天嘉禾影视制作有限公司;,北京电影学院青年电影制片厂,许斌;,,258.8,1,1
少年圆瑛,剧情,2015/9/17,,,福州华文影视传媒有限公司;,,,0,1,1
少年岳飞,动画,2013/8/27,,,济南电视台,谢绍亮;,,2.5,1,1
少年岳飞传奇,,2013/8/1,李杨,上海电影股份有限公司影视发行分公司;,上海电影制片厂,蔡明钦;,,134.5,2,2
少年师爷之大禹宝藏,动画/儿童,2016/7/22,施野,北京锋尚锐志传媒有限公司;,浙江特立宙动画影视有限公司,肖智慧,,154.3,1,1
少年杨靖宇,动作,2015/9/3,,,河南省银都影视制作有限公司;,,,1.7,1,1
少年林祥谦,剧情,2013/6/4,蓝天;,,北京海晏和清影视文化有限公司;,齐为民;,,10.3,1,1
少年毛泽东,动画/冒险/儿童,2015/4/30,,北京基点影视文化传媒有限公司,湖南文远国际文化传播有限公司,雷珺麟;,,85.4,1,1
少年派的奇幻漂流,灾难/剧情/冒险,2012/11/22,伊尔凡·可汗,20th Century Fox ,,李安;,,57290,1,1
少年班,喜剧/青春,2015/6/19,孙红雷,华谊兄弟传媒股份有限公司,华谊兄弟传媒股份有限公司,肖洋;,,5068.3,1,1
少林寺探案传奇之催命符,动作/古装/武侠/悬疑,2015/1/12,,,河南电影制片厂,,,0,1,1
屠魔战士,动作/科幻,2015/5/26,艾伦·艾克哈特,华夏电影发行有限责任公司;,狮门影业公司,斯图尔特·比蒂;,,4703.4,1,1
山丹丹花儿开,纪实,2015/5/27,,,北京国林卫士文化传媒有限公司,,,1,1,1
山娃,剧情,2015/7/29,,,邯郸市天成影视制作有限公司;,,,0,1,1
山村母亲（戏曲）,剧情/戏曲,2015/7/10,景雪变;,,,朱赵伟;,,0.4,1,1
山河故人,剧情,2015/10/30,张译,天津猫眼文化传媒有限公司,上海电影（集团）有限公司,贾樟柯;,,3221.5,1,1
山花烂漫时,剧情/青春,2016/6/17,陈姗姗,爱微笑文化传媒（北京）有限公司,爱微笑文化传媒（北京）有限公司,纪明;,,11.2,1,1
山那边有匹马,剧情,2016/5/27,黄璐,北京十月天文化传媒股份有限公司;,独山县人民政府,白海滨;,hong gao,26.6,1,1
山间传来牛铃声,剧情,2015/3/15,,,重庆昌和世纪影业有限公司;,,,4.2,1,1
岁月无声,剧情,2012/10/12,甘薇,英皇电影发行（北京）有限公司;,百胜年代文化传播（北京）有限公司;,周旭;,,35.5,1,1
岛囧,喜剧,2016/8/12,王子元,北京瑞博阳光文化传播有限公司,由甘肃大河传媒有限公司,王子元;,何伟,3.9,1,1
左耳,爱情/青春,2015/4/24,谢娜,华夏电影发行有限责任公司,北京光线影业有限公司,苏有朋;,,48521.5,1,1
巨人捕手杰克,科幻/冒险,2013/3/25,比尔·奈伊,Warner Bros. ,新线电影公司,布莱恩·辛格;,,5415.7,1,1
巴啦啦小魔仙,魔幻/冒险/儿童,2013/1/31,王蕙,卡通先生影业有限公司;,广东奥飞动漫文化股份有限公司,李欣,,5177.2,1,1
巴啦啦小魔仙之魔法的考验,魔幻/冒险/儿童,2014/1/23,赵今麦,北京光线影业有限公司;,广州奥飞文化传播有限公司;,李欣,,1915.8,1,1
巴啦啦小魔仙之魔箭公主,魔幻/儿童/冒险,2015/10/1,赵今麦,奥飞影业投资（北京）有限公司,奥飞影业投资（北京）有限公司,陈诚;,,3828.3,1,1
巴霍巴利王：开端,,2016/7/22,帕拉巴斯,E Stars Films ,Arka Mediaworks ,S.S. Rajamouli ,Prasad Devineni ,730.92,1,1
巴黎假期,爱情/喜剧,2015/7/31,胡静,合一影业有限公司,寰宇娱乐有限公司,阮世生;,,1792.3,1,1
巴黎危机,,2016/9/19,豪尔赫·莱昂马丁内斯,华夏电影发行有限责任公司,TF1 Films Productions ,詹姆斯·瓦特金斯;,巴德·多罗斯,1428.37,2,2
巴黎宝贝,,2013/9/9,方青卓,华夏电影发行有限责任公司;,华夏电影发行有限责任公司,王菁;,,2114.45,2,2
布基兰,剧情,2016/4/19,刘兴盛,金亿乾坤电影发行有限公司;,中国电影资料馆,安兴伟;,,5.1,1,1
师父,动作/武侠,2015/12/10,宋佳,华夏电影发行有限责任公司,北京剧角映画文化传媒有限公司,徐皓峰;,,5478.4,1,1
帕丁顿熊,喜剧/家庭,2015/3/5,本·威士肖,华夏电影发行有限责任公司,盛日影业公司;,保罗·金;,,9986.1,1,1
帝国秘符,动作/冒险,2013/9/18,侯勇,蘭发行团队;,江苏省演艺集团有限公司,李作楠;,,349.7,1,1
平凡之路,剧情,2015/7/5,,,北京京粤世纪文化传媒有限公司;,,,0,1,1
平凡的足球,[],2016/4/8,,,陕西希望在线文化传播有限公司,梅昕;,,1.8,1,1
平壤之约,,2013/12/28,侯勇,北京创世星国际影视文化有限公司;,国家新闻出版广电总局电影卫星频道节目制作中心,西尔扎提·亚合甫;,,213.94,2,2
年兽大作战,动画/喜剧,2016/2/8,郭涛,天津猫眼文化传媒有限公司;,合一影业有限公司,张扬;,,3450.2,1,1
年少轻狂,爱情/青春/喜剧,2015/11/13,包贝尔,福建恒业影业有限公司,北京华山论剑影视文化传媒有限公司,戴睿;,,1309.2,1,1
幸存者,动作/惊悚/犯罪,2015/10/18,保罗·布莱克威尔,华夏电影发行有限责任公司,千年影业;,詹姆斯·麦克提格;,,948,1,1
幸福中转栈,喜剧/爱情,2014/3/28,宋梓侨,华夏电影发行有限责任公司;,,周琦,,31.3,1,1
幸福卡片,,2013/3/22,朱琳,浙江横店影视制作有限公司;,澳大利亚波特电影公司;,陈宝玲;,,165.31,2,2
幸福很囧,喜剧/爱情/亲情,2015/10/29,章小军,宏海世纪（北京）影视有限公司;,重庆鼎盛影业公司,马雍;,,23.6,1,1
幸福快递,爱情/青春/励志,2013/11/29,九孔,,北京东方紫云影视公司,翁靖廷;,,79.1,1,1
幸福梦想,纪实/爱情/亲情,2014/5/20,郑昊,北京东荣慧影影视文化传媒有限公司;,重庆千姿广告文化传媒有限公司,赵小溪,,1.3,1,1
幸福额度,,2013/2/27,陈坤,北京小马奔腾文化传媒股份有限公司;,东申童画（北京）文化传播有限公司;,陈正道;,,2896.14,2,2
幸运是我,剧情/亲情,2016/8/26,刘雅瑟,英皇电影有限公司,英皇电影有限公司,罗耀辉;,余伟国,93.5,1,1
幻体：续命游戏,科幻/悬疑/惊悚,2016/5/12,瑞安·雷诺兹,八一电影制片厂,最后阶段娱乐公司,塔西姆·辛;,ram bergman,3564.7,1,1
床下有人,,2014/9/1,何静,北京新影联影业有限责任公司,北京同人时代文化传播有限公司;,牛朝阳;,,1452.98,2,2
床下有人2,惊悚,2014/8/22,殷果儿,浙江东阳四月天影视文化有限公司;,浙江东阳四月天影视文化有限公司,袁杰;,,1489.2,1,1
床下有人3,惊悚/恐怖/悬疑,2016/3/11,殷果儿,浙江东阳四月天影视文化有限公司;,浙江东阳四月天影视文化有限公司,尚永峰;,,926.4,1,1
庞贝末日,动作/冒险,2014/8/15,基弗·萨瑟兰,华夏电影发行有限责任公司;,Constantin Film Produktion GmbH ;,保罗·安德森;,,9759.2,1,1
废柴特工,动作/喜剧,2016/4/15,克里斯汀·斯图尔特,Concorde Home Entertainment ,FilmNation Entertainment ,尼玛·诺里扎德;,david alpert,1993.7,1,1
廊桥1937,,2015/9/2,黄千格,,,蔡华;,,0.37,2,2
建党伟业,,2012/12/31,吴宇森,华夏电影发行有限责任公司;,上海电影制片厂,韩三平,,40923.18,2,2
开心大冒险,,2015/6/2,王传君,上海电影股份有限公司影视发行分公司,上海炫动传播股份有限公司;,李作楠;,,255.12,2,2
开心家族,,2013/4/19,车太贤,北京银都在线传媒文化有限责任公司,,金英卓;,,320.88,2,2
开心超人,动画,2013/6/28,金铭,北京小马奔腾文化传媒股份有限公司;,北京电视台,黄伟明;,,3566.4,1,1
开心超人2启源星之战,动画,2014/7/18,张琳,广东明星创意动画有限公司;,北京完美影视传媒股份有限公司,黄伟明;,,2803.5,1,1
开罗宣言,战争,2016/3/11,刘嘉玲,北京新影联影业有限责任公司,八一电影制片厂,温德光,,896.4,1,1
异度迷局,惊悚/悬疑,2012/12/14,杨斯,,雪浪码头无锡传媒有限公司,徐杰;,,294.4,1,1
异星战场,,2013/5/11,威廉·达福,华夏电影发行有限责任公司,华特·迪斯尼影片公司,安德鲁·斯坦顿;,,25977.43,2,2
异种,惊悚/恐怖/悬疑,2015/6/5,刘青,北京开启者文化传媒有限公司,北京光影魔方文化传媒中心,过华;,,508.6,1,1
张震讲故事之合租屋,惊悚/剧情,2016/7/8,傅亨,寰宇纵横世纪电影发行（北京）有限公司,上海阆映影视文化传媒有限公司,战越;,张雨晴,442.7,1,1
张震讲故事之鬼迷心窍,惊悚/悬疑,2015/7/2,张翰,北京微影时代科技有限公司,北京麦特文化发展有限公司,徐正超;,,2093,1,1
归来,爱情/传记,2014/5/16,刘佩琦,乐视影业（北京）有限公司,安乐（北京）电影发行有限公司,张艺谋;,,29146.8,1,1
当我们年轻的时候,剧情/青春,2016/2/25,叮当,中国电影集团公司;,烟台清泉影视文化有限公司,张长征;,,30.6,1,1
当流星划过天际,爱情,2015/11/14,许诺,海莱坞影视传媒（深圳）有限公司,浙江海缘影视有限公司,谢宋奇,,499.8,1,1
当流星划过天际,爱情,2016/6/17,许诺,海莱坞影视传媒（深圳）有限公司,浙江海缘影视有限公司,谢宋奇,,515.9,1,1
当爸爸来敲门,,2016/5/19,赵亮,北京中外世纪影视文化传播有限公司;,北京华博龙韵影视文化传媒有限公司,裴军;,,1.45,2,2
影子爱人,,2014/1/3,恬妞,北京新影联影业有限责任公司,dmg娱乐传媒集团,潘源良;,,1814.33,2,2
微微一笑很倾城,爱情/奇幻/校园,2016/8/12,杨颖,华夏电影发行有限责任公司,北京中联华盟文化传媒投资有限公司,赵天宇;,张一白;,27539.35,1,1
微爱之渐入佳境,爱情/喜剧,2014/12/24,姜武,华谊兄弟传媒股份有限公司;,华谊兄弟传媒股份有限公司,顾长卫;,,28636.4,1,1
心咒,惊悚/恐怖,2014/5/23,徐惠雯,北京瑞盛太合文化传媒有限公司;,鑫岳影业,李唯劼;,,243.3,1,1
心战,惊悚/犯罪,2013/10/3,朱璇,,飞升国际娱乐有限公司;,胡学林;,,1059.8,1,1
心曲,剧情,2014/4/19,,,上海而立文化传播有限公司;,,,131,1,1
心灵解码,,2016/9/23,蒋方婷,北京猎海影视有限公司,医药卫生报社,于向远;,,0.69,2,1
心花路放,喜剧/爱情/公路,2014/9/30,郭涛,北京聚合影联文化传媒有限公司;,国家新闻出版广电总局电影卫星频道节目制作中心,宁浩;,,117002.8,1,1
心跳戈壁,动作/冒险,2015/8/27,邵兵,蘭发行团队,北京燃情岁月文化公司,甄人;,,3.9,1,1
心迷宫,剧情/犯罪/悬疑,2015/10/16,王梓尘,四川卢米埃影业,合一影业有限公司,忻钰坤;,,1065.6,1,1
忍者神龟2：破影而出,动作/喜剧/冒险,2016/7/2,吴靖萱,派拉蒙影业公司,派拉蒙影业公司,戴夫·格林;,迈克尔·贝,39352.1,1,1
忍者神龟：变种时代,动作/冒险,2014/10/31,威尔·阿奈特,派拉蒙影业公司,派拉蒙影业公司;,乔纳森·理贝斯曼;,,38769.3,1,1
忘了去懂你,爱情/家庭,2014/8/29,郭晓冬,上海电影股份有限公司影视发行分公司;,北京西河星汇影业有限公司,权聆;,,213.3,1,1
忠烈杨家将,动作/古装/战争,2013/4/4,邵兵,华谊兄弟传媒股份有限公司;,江西电影制片厂,于仁泰;,,6182,1,1
忠诚与背叛,,2013/1/11,巫刚,八一电影制片厂,八一电影制片厂,张玉中;,,1822.4,2,2
快乐到家,喜剧/贺岁,2013/1/15,倪大红,,北京乾坤星光文化传播有限公司,傅华阳;,,15360.1,1,1
快手枪手快枪手,动作/喜剧,2016/7/15,林更新,华夏电影发行有限责任公司,浙江横店影视制作有限公司,潘安子;,鲁丹,5347.6,1,1
念念,爱情/家庭,2015/4/30,梁洛施,,松泽国际影业;,张艾嘉;,,1390.7,1,1
怒放之青春再见,音乐/爱情/青春,2014/1/10,潘粤明,北京光线影业有限公司;,浙江东阳天娱影视文化有限公司,Gengxu Lu ;,,202.8,1,1
怖偶,惊悚,2014/5/7,郑昊,北京乾坤星光文化传播有限公司,北京龙韵时空文化传播有限公司,王松;,,562.6,1,1
怦然星动,爱情,2015/12/3,李易峰,华夏电影发行有限责任公司,欢瑞世纪影视传媒股份有限公司,陈国辉;,,15953,1,1
怨灵,惊悚/恐怖,2014/11/13,姜潮,北京基点影视文化传媒有限公司;,芭乐互动（北京）文化传媒有限公司,佟亦坚;,,1894.6,1,1
怨灵人偶,惊悚/恐怖/灵异,2014/12/31,刘牧,上海光悦影视传播有限公司,上海电影制片厂,石井辉仪,,2591.9,1,1
怪兽大学,动画,2013/8/23,史蒂夫·布西密,华夏电影发行有限责任公司;,华特·迪斯尼影片公司,丹·斯坎隆;,,20999.2,1,1
怪谈,惊悚,2015/1/23,黄明,北京和润超凡电影发行放映有限公司;,安徽金牛影视投资有限公司,叶伟民,,757.8,1,1
恋爱789,喜剧,2014/3/6,王喜;,,北京佳尚国际影视文化传媒有限公司;,李佳;,,3.8,1,1
恋爱三万英尺,,2013/9/3,方力申,上海炫映影视传播有限公司,上海凯羿影视传播有限公司,杨子;,,339.21,2,2
恋爱中的城市,爱情/浪漫,2015/8/19,江一燕,华谊兄弟传媒股份有限公司,合一影业有限公司,董润年,,5365.4,1,1
恋爱兄弟,爱情/农村,2015/9/17,姜超,中国农业电影电视中心;,,方霆,,0,1,1
恋爱排班表,爱情/喜剧,2015/6/26,许晴,北京聚合影联文化传媒有限公司;,华夏电影发行有限责任公司,丁乃筝;,,83.7,1,1
恋爱教父之三个“坏”家伙,爱情/喜剧/励志,2016/1/15,张檬,华夏电影发行有限责任公司,北京南海影业公司,周智勇;,,113.6,1,1
恋者多喜欢,爱情/喜剧,2014/3/7,胡兵,,天铭嘉业文化传媒投资有限公司,白承勋;,,38.5,1,1
恐怖将映,惊悚/恐怖/爱情,2016/3/25,周亚平,北京基点影视文化传媒有限公司;,北京鸟人艺术推广有限责任公司,张洋;,,607.2,1,1
恐怖游泳馆,惊悚/恐怖,2015/7/31,蒋羽熙,浙江东阳四月天影视文化有限公司;,浙江东阳四月天影视文化有限公司,袁杰;,,423.6,1,1
恐怖照相机,惊悚/悬疑/恐怖,2016/4/22,王翔弘,上海帝鹤文化传媒有限公司;,上海帝鹤文化传媒有限公司;,李庆城;,,133.7,1,1
恐怖爱情故事之死亡公路,惊悚/恐怖/爱情,2016/7/22,冯可,中影数字电影发展(北京)有限公司,北京鸿水文化传媒有限公司,鸿水;,,74.1,1,1
恐怖电影院,惊悚/恐怖,2014/10/30,任鹏,浙江东阳四月天影视文化有限公司;,北京东方歌典文化传播有限公司,袁杰;,,1228,1,1
恐怖禁忌之红旗袍,惊悚/恐怖,2016/3/18,李蓓蕾,鑫岳影业,北京中艺英纳文化传媒有限公司,王良;,,387.3,1,1
恭喜发财之谈钱说爱,喜剧/爱情,2016/2/19,杜海涛,北京微影时代科技有限公司,黑龙江电影制片厂有限公司,孙宏凯;,,277.2,1,1
恶人报喜,喜剧,2016/1/23,何超仪,珠江影业传媒股份有限公司,香港银都机构有限公司,谷德昭;,,2754.1,1,1
恶战,动作,2014/1/10,陈观泰,广州美亚华天下电影发行有限公司,香港影王朝有限公司,黄精甫;,,803.9,1,1
恶棍天使,喜剧,2015/12/24,邓超,北京光线传媒股份有限公司;,北京光线影业有限公司,邓超,,64883.6,1,1
恶灵之门,惊悚/恐怖/悬疑,2016/1/22,朱珠,北京环鹰时代文化传媒有限公司;,北京五紫龙影视传媒有限公司,郭大雷;,,514.2,1,1
悬战,动作/悬疑/犯罪,2015/5/8,彭博,北京安石英纳影视文化有限公司;,北京航美影视文化有限公司,李凯;,,162.1,1,1
悲惨世界,爱情/歌舞,2013/2/28,海伦娜·伯翰·卡特,华夏电影发行有限责任公司;,Working Title Films ;,汤姆·霍伯;,,6305.9,1,1
情况不妙,喜剧,2016/7/29,李菁,华夏电影发行有限责任公司,浙江横店影视制作有限公司,王莉;,,886.5,1,1
情剑,动作/武侠/古装,2015/8/7,乔振宇,北京宇际星海广告有限公司;,北京宇际星海广告有限公司,陈咏歌;,,30.9,1,1
情回鹭岛,,2015/7/5,曹欣茹,,厦门皓月文化传媒有限公司,张夷非;,,481.1,2,2
情战,爱情,2015/3/6,胡兵,,国家新闻出版广电总局电影卫星频道节目制作中心,吴卫东;,,0,1,1
情敌蜜月,爱情/喜剧,2015/9/2,张雨绮,华夏电影发行有限责任公司,上海世茂文化传媒有限公司,张林子;,,1035.4,1,1
情比山高,纪录片,2016/3/18,张山,吟唱的井制作（香港）有限公司,北京真之影文化发展有限公司,王艺;,,0,1,1
情满人间,剧情/励志,2015/5/15,赵丹,华语万映文化传媒（北京）有限公司;,龙江电影制片厂,曹桂千;,,55.1,1,1
情笛之爱,歌舞/音乐/儿童,2014/6/1,牛犇,北京华信博文化传媒有限公司;,长春电影制片厂,邓迎海;,,28.1,1,1
情缘廊桥,爱情,2013/8/9,王薇,,浙江泰嘉影业股份有限公司,何亚妮,,2.6,1,1
情花谷,爱情/剧情,2016/4/20,刘灿,深圳金蔷薇电影发行有限公司,中国国际文化艺术中心,潘明光;,,17,1,1
惊天危机,动作/灾难,2013/7/22,理查·詹金斯,华夏电影发行有限责任公司;,,罗兰·艾默里奇;,,17726.8,1,1
惊天大逆转,剧情/悬疑,2016/7/15,钟汉良,中国电影集团公司,北京海润影业有限公司,李骏;,喇培康,7863.7,1,1
惊天魔盗团,动作/悬疑/犯罪,2013/10/10,摩根·弗里曼,,顶峰娱乐公司;,,,14299.9,1,1
惊天魔盗团2,动作/喜剧/惊悚,2016/6/24,周杰伦,Independent Films ,狮门影业公司,朱浩伟;,bobby cohen,63881.6,1,1
惊魂游戏,,2013/2/1,胡兵,福建恒业影业有限公司;,天宝华映影业投资（北京）有限公司;,周耀武;,,393.36,2,2
惊魂电影院,惊悚/恐怖,2015/6/19,赵圆圆,北京基点影视文化传媒有限公司;,南京青卓影视文化传播有限公司,王鸣;,,869.8,1,1
意外的恋爱时光,爱情/喜剧/公路,2013/11/8,房祖名,北京联瑞影业有限公司,北京太合娱乐文化发展股份有限公司,黎志;,,2362.5,1,1
愤怒的小孩,喜剧,2013/1/29,陶泽如,,江苏幸福蓝海影业有限责任公司,黄雷;,,844.6,1,1
愤怒的小鸟,动画/动作/喜剧,2016/5/20,杰森·苏戴奇斯,United International Pictures (UIP) ,威秀影业,费格尔·雷利,john cohen,51382.8,1,1
愤怒的小鸟大电影,,2016/5/19,杰森·苏戴奇斯,United International Pictures (UIP) ,威秀影业,费格尔·雷利,John Cohen ,22565.93,2,2
憨哥进城,,2015/7/5,方青卓,,探照灯文化传媒（北京）有限公司;,赵世磊;,,454.53,2,2
我11,,2015/5/4,闫妮,北京新影联影业有限责任公司,北京冬春文化传播有限公司;,王小帅;,,498.29,2,2
我不是王毛,喜剧/战争,2016/3/11,王大治,华夏电影发行有限责任公司,八一电影制片厂,赵小溪;,,268.8,1,1
我不是贼,喜剧,2014/11/28,张进,,北京天脉兄弟影视艺术有限公司,吴钦;,,6.6,1,1
我为相亲狂,爱情/喜剧,2013/11/1,杜海涛,,上海视野影视有限公司,韩晶;,,517.5,1,1
我们毕业啦,爱情/青春,2016/6/10,童菲,上海凯羿影视传播有限公司;,上海豪颖文化传播有限公司,王凯,,291.7,1,1
我们毕业的夏天,爱情/喜剧,2014/8/29,洪剑涛,重庆蓝海世纪影业有限公司,北京翼非凡文化传媒有限公司;,喻瀚湫;,,104.7,1,1
我们诞生在中国,纪录片,2016/8/12,周迅;,The Walt Disney Company ,华特·迪斯尼影片公司,陆川;,roy conli,6441.87,1,1
我只要我们在一起,爱情,2015/2/13,迟帅,上海善喜影视传媒有限公司;,上海善喜影视传媒有限公司,晏菲;,,307.5,1,1
我叫MT之山口山战记,动画/喜剧,2016/6/17,奶茶,北京光线影业有限公司,北京光线影业有限公司,核桃,,1200.6,1,1
我叫哀木涕之山口山战记,,2016/6/27,奶茶,北京光线影业有限公司,北京光线影业有限公司,周彬;,,1216.48,2,2
