1,2,3,4,5,6,7,8,9,10,11,12,演员,发行,制作,导演,制作人,票房
1,0,0,0,0,0,0,0,0,0,0,0,6.58,1389996.224,291847.5058,5.3,0,5.3
0,0,0,0,0,0,0,0,0,0,1,0,192661.8734,0,0,2452.5175,0,958.9
0,1,0,0,0,0,0,0,0,0,0,0,199772.0965,6902064.05,370865.35,29830.8,0,29830.8
0,1,0,0,0,0,0,0,0,0,0,0,226197.3872,990169.3606,743417.3826,66981.86667,0,15629.6
0,0,0,0,1,0,0,0,0,0,0,0,0,0,110.1,110.1,0,110.1
0,0,0,0,0,0,0,0,0,0,1,0,156855.5771,1472.56,1337.72,491.6,0,491.6
0,0,0,1,0,0,0,0,0,0,0,0,136851.3049,182209.9265,311550.5551,2091.8,0,2091.8
0,0,1,0,0,0,0,0,0,0,0,0,163167.7923,1585455.698,151.7857143,46.8,0,7.7
0,0,0,0,0,0,0,0,0,1,0,0,102595.4182,220997.52,162155.5852,777.775,0,285.4
0,0,0,0,0,0,0,0,0,0,0,1,27987.56238,1016.25,1247.71,34.8,0,2.8
0,0,0,0,0,0,0,0,0,0,1,0,2.1,2.1,74.9,74.9,0,2.1
0,0,0,0,0,0,0,0,1,0,0,0,12841.60111,1561040.572,13.81,12.21,0,12.21
0,0,0,0,0,0,0,0,0,0,0,1,31433.405,220997.52,120384.4009,1940.06,0,754.8
0,0,0,0,0,0,0,0,1,0,0,0,85692.3445,84.19,84.19,84.19,84.19,84.19
0,0,0,0,1,0,0,0,0,0,0,0,18.1,6831466.038,18.1,18.1,0,18.1
0,0,0,0,0,0,0,0,0,0,0,1,42007.12358,61003.04,284890.2496,9164.7,0,1276.1
0,0,0,1,0,0,0,0,0,0,0,0,303640.9356,0,56070.51071,19284.8,0,19284.8
0,0,0,0,0,1,0,0,0,0,0,0,381100.2499,1173671.65,66544.9,131428.5,0,66544.9
0,0,0,0,0,0,0,0,0,0,1,0,3964.69,1919.433333,622.7866667,7.8,0,7.8
0,0,0,0,0,1,0,0,0,0,0,0,58799.08859,6631.6,59650.36,441.6,0,441.6
0,0,0,0,0,1,0,0,0,0,0,0,54487.87531,6399437.146,159166.08,26201.68,0,11013.6
0,0,0,0,1,0,0,0,0,0,0,0,33161.92257,142426.4494,143792.9387,26201.68,12206.3,12206.3
0,0,0,0,0,0,0,0,1,0,0,0,60223.77448,0,159166.08,12185.94,0,7677.9
0,0,0,1,0,0,0,0,0,0,0,0,260083.6574,89681.01,266741.0466,3025.4,33257.055,3025.4
0,0,1,0,0,0,0,0,0,0,0,0,5481.267143,0,153467.0883,26.4,0,18.1
1,0,0,0,0,0,0,0,0,0,0,0,29445.73767,6902064.05,481375.2158,61.46,0,61.46
0,0,0,0,0,0,1,0,0,0,0,0,50946.58229,542764.7375,225.8,225.8,0,225.8
0,0,0,0,1,0,0,0,0,0,0,0,69715.98303,4847.32,117,117,117,117
0,0,0,0,1,0,0,0,0,0,0,0,481.5285714,185.7833333,42.67777778,41.5,0,41.5
0,0,1,0,0,0,0,0,0,0,0,0,30979.9087,0,21863.53,5646.3,0,5646.3
0,0,0,0,0,0,0,0,1,0,0,0,105747.9528,919335.6557,814272.6929,1188.8,0,1188.8
0,0,0,0,1,0,0,0,0,0,0,0,18501.67074,4296.97,2.45,2.7,0,1.7
1,0,0,0,0,0,0,0,0,0,0,0,67011.40444,0,0,11.7,0,11.7
0,0,0,0,0,0,0,0,0,1,0,0,124897.4784,404880.6981,682338.0892,1293.6,0,1293.6
0,0,0,1,0,0,0,0,0,0,0,0,61334.24261,6680016.721,784553.7659,72.8,0,72.8
0,0,0,0,0,0,0,0,0,0,0,1,63946.56883,0,55.28333333,74.7,0,11
0,0,0,0,0,0,0,1,0,0,0,0,145035.7142,6599226.791,389073.9684,6140.2,0,6140.2
0,0,0,0,0,0,1,0,0,0,0,0,0,316821.5,168857.6692,822.9,822.9,822.9
0,0,0,0,0,1,0,0,0,0,0,0,79106.028,1.2,0,1.2,0,1.2
0,0,0,0,0,0,0,0,0,0,1,0,276881.6643,1112452.02,1044030.1,38167.6,0,25199.7
1,0,0,0,0,0,0,0,0,0,0,0,281715.9844,1112452.02,1087477.496,38167.6,0,12967.9
0,0,0,0,0,0,0,0,0,1,0,0,19517.87333,38.33333333,33.13214286,30.95,0,24.8
0,0,0,0,0,0,0,0,0,0,1,0,191919.6731,6294437.544,269160.6998,6149.3,0,6149.3
1,0,0,0,0,0,0,0,0,0,0,0,47305.64197,873762.864,1226420.872,466398.7,0,2559.5
0,0,0,1,0,0,0,0,0,0,0,0,113238.4,0,30.2,33.96,0,30.2
0,0,0,0,0,0,1,0,0,0,0,0,17996.82667,0,67.1,813.275,0,67.1
0,0,0,0,0,0,0,0,0,0,0,1,22195.93567,0,114.61,33.96,0,3.76
0,0,0,0,0,0,0,0,0,0,1,0,26587.13952,27308.38,1885.411765,806.86,0,131
0,0,0,0,1,0,0,0,0,0,0,0,215226.2319,5917212.512,447029.13,55414.79,0,55414.79
1,0,0,0,0,0,0,0,0,0,0,0,315481.1826,1462448.44,391028.9668,100176.1,0,100176.1
0,0,0,0,0,1,0,0,0,0,0,0,0,144.8,144.8,144.8,0,144.8
0,0,0,0,0,0,0,0,1,0,0,0,40794.80462,6902064.05,990.3,990.3,0,990.3
0,0,1,0,0,0,0,0,0,0,0,0,35215.575,73624.05,42079.76,37640.7,0,4425.8
0,0,1,0,0,0,0,0,0,0,0,0,26531.07,416189.8413,65336.71087,241.29,0,241.29
0,0,0,0,0,0,0,1,0,0,0,0,11336.5973,12.77,9.2,10.1,0,9.2
0,0,0,0,0,0,0,0,0,0,0,1,2714.126667,0,0,213,0,213
0,0,0,0,0,0,0,0,0,0,0,1,245270.137,881216.3492,856798.2449,76286.068,0,58849.3
0,0,1,0,0,0,0,0,0,0,0,0,17999.48314,17994.97,668.3,668.3,0,668.3
0,0,1,0,0,0,0,0,0,0,0,0,127956.3994,476466.4403,648663.3585,1905.2,0,1905.2
0,0,0,0,0,0,0,0,0,0,0,1,92146.28423,262419.6867,152477.7363,129.16,0,0.4
0,1,0,0,0,0,0,0,0,0,0,0,230898.3592,532347.91,617424.9661,116669.6,0,40553.1
0,0,1,0,0,0,0,0,0,0,0,0,227769.9167,450664.5925,762372.8339,130644.7,0,51975
0,0,0,1,0,0,0,0,0,0,0,0,184158.3442,669523.6104,496817.5949,130644.7,105771.2433,78669.7
0,0,0,0,0,0,0,0,0,1,0,0,58356.538,3832.8,3910.427273,246.7,0,246.7
