0,0,0,0,0,0,0,0,0,1,0,0,1220000,171089.14,99724.9600002,5122291.13,293492.6,284871.06,70916.48,22336.51,500,500,500,22336.51
0,0,0,0,0,0,0,0,0,0,1,0,1560000,166534.45,164467.48,5122291.13,293492.6,284871.06,500,49864.21,500,500,500,49864.21
0,0,1,0,0,0,0,0,0,0,0,0,808000,168603.89,99724.9600002,5122291.13,1275068.31,1319.32,1319.32,1319.32,500,500,500,659.66
0,0,1,0,0,0,0,0,0,0,0,0,808000,168603.89,99724.9600002,5122291.13,1275068.31,1319.32,1319.32,1319.32,500,500,500,659.66
0,0,0,0,0,1,0,0,0,0,0,0,1980000,457025.31,185563.21,5122291.13,328147.32,284871.06,118445.71,136415.19,500,69994.74,69994.74,69994.74
0,0,0,0,0,0,0,0,0,0,1,0,135000,214593.78,90780.89,5122291.13,305861.9,95222.4200001,500,33158.24,500,500,500,19235.33
0,0,0,0,0,1,0,0,0,0,0,0,1720000,443236.29,142537.55,5122291.13,1275068.31,284871.06,118445.71,64834.55,500,48450.97,48450.97,48450.97
1,0,0,0,0,0,0,0,0,0,0,0,346000,65070.42,7974.43,5122291.13,1275068.31,95222.4200001,5992.35,5992.35,500,500,500,5992.35
1,0,0,0,0,0,0,0,0,0,0,0,1510000,433870.83,331827.65,1275068.31,293492.6,360585.2,177060.5,76299.17,76299.17,500,500,76299.17
0,0,0,0,0,0,0,1,0,0,0,0,1020000,328314.25,143042.28,514888.98,31308.43,641223.31,198849.39,31308.43,500,500,500,31308.43
0,0,0,1,0,0,0,0,0,0,0,0,241000,209187.7,82014.72,157347.6,107944.38,159645.08,500,2255.32,500,500,500,2255.32
0,0,0,0,0,0,0,0,1,0,0,0,12500000,11457.57,11457.57,157347.6,157347.6,30085.2999999,30085.2999999,5484.87999999,5484.87999999,30085.2999999,30085.2999999,776.26
0,0,1,0,0,0,0,0,0,0,0,0,620000,26522.68,15476.59,5122291.13,157347.6,4900.75,4900.75,2918.67,500,500,500,2918.67
0,0,0,0,0,0,0,0,0,0,0,1,1810000,117031.09,31757.93,157347.6,143607.03,98789.19,46344.66,23604.01,500,500,500,23604.01
